"F1-10"	"F1-11"	"F1-12"	"F1-13"	"F1-14"	"F1-15"	"F1-16"	"F1-17"	"F1-18"	"F1-19"	"F1-20"	"F1-21"	"F1-22"	"F1-7"	"F1-8"	"F1-9"	"F3-10"	"F3-11"	"F3-12"	"F3-7"	"F3-8"	"F3-9"
"Selenomonas timonae"	1.93372477606426	1.60297981017288	2.01242737064594	1.98429276333884	1.65724352954084	2.12387873303047	2.07236416253419	1.65604470477303	2.12090048574139	1.50932636123382	2.19395049213876	2.15749102012619	2.24793931992313	1.4155094465475	1.97358084958603	1.02745574034496	2.2119196146583	2.04922796913151	2.29159084354775	0	1.60403919398962	1.95587297105768
"Megamonas funiformis"	1.88755587192493	1.55317947935411	1.90921994496009	1.70682971645882	1.46556818354246	1.38776036514425	1.81572442885411	1.41170176493352	1.37916724456975	1.27281330578353	1.64150080028935	1.61235118419695	1.43546212828766	1.88136378978203	1.68648855545235	1.35365481830466	1.84901485552106	1.47435944195205	0	0	1.50120679582062	1.89382931773355
"Pectinatus frisingensis"	1.6462983331029	1.60297981017288	1.60824696148196	1.60643613402322	1.55406957008658	1.95968375608475	2.15982447265205	1.96910076687536	2.0018070786907	1.50932636123382	2.19850094208891	1.90804700202517	2.11207359030877	1.44435904151716	1.256909716767	1.18170082871605	1.97775163480717	1.74217709415207	1.75775022151056	2.18546001121883	2.00236158598277	1.89382931773355
"Methylomusa anaerophila"	1.87770247717076	1.38312151717002	2.10597502913365	1.89726698093044	1.58225024306378	1.63932032614392	1.77499507146141	1.8457136534048	1.69081375620472	1.41576386778978	1.91204453644839	1.82378199671021	1.807239482073	1.38460618066258	1.61639683539743	1.25609219101761	2.11335236762952	1.74217709415207	2.401308634788	2.65094986298836	2.08158529829099	2.01015089328348
"Sporomusa termitida"	1.7772337830315	1.60297981017288	2.18007106421609	1.88752269030019	1.71115128899069	1.8614264196057	2.02701496642311	1.8457136534048	1.95178431699391	1.68091374155709	1.87234760907617	1.99976769789057	1.86558603304833	1.64258515981237	1.64274704476657	1.35365481830466	2.10748933129892	1.77427602931592	2.5125510108306	2.42314165110813	1.9740108087954	1.91247861127078
"Acidaminococcus fermentans"	2.19305643553268	1.45490770330508	2.58975352113291	2.61641248787985	1.98426694634841	2.66494204042248	2.12310800631977	1.96910076687536	2.13154415746759	2.11877726981827	2.23467420573117	2.24799938462531	2.33018335436196	1.54372240018618	2.3305988251366	1.49266834263485	2.70252263254365	2.58528987138355	2.69772325688136	2.49926552283922	2.18308717032275	2.35091891112913
"Acidaminococcus intestini"	1.93808279155794	1.60297981017288	2.19127850722313	2.13026081238932	1.7161915567001	1.90573581427066	1.79583703948949	1.93472708641805	1.8829915498344	1.62015662504211	1.99662850544187	2.03546658077858	1.96633508398313	0	1.72622481343567	1.2130022662839	2.27648998199108	1.97797774684054	2.57682492822897	2.63079267158997	2.03749499601778	2.18725643424745
"Phascolarctobacterium faecium"	2.0451456911955	1.43227223908462	2.1415105067277	1.98033171233006	1.58225024306378	1.92447300626809	2.20966305299408	1.96910076687536	2.07947739082188	1.67135964250782	2.0754804573208	2.0392578786636	2.14418867808733	1.38460618066258	1.88078896726189	1.19763348983375	2.12484619767902	1.92884340942902	2.50673949703865	2.72335125216424	2.09287175279277	2.24610680782971
"Phascolarctobacterium sp. Marseille-Q4147"	2.00986224682475	1.49691990104158	2.31759063335402	2.25439441899544	1.80636887885851	2.30042627079784	2.15093224628343	1.93472708641805	2.13849772731797	1.6413675655531	2.33357263072672	2.1152496454752	2.07739266481463	0	1.67714183969224	1.14796691068847	2.19294647770348	2.06850738813004	2.21857053131017	2.30968979271562	1.95402692772398	2.31990489202858
"Phascolarctobacterium succinatutens"	2.13373832597755	1.66157749903846	2.06357489794072	2.1575595462174	1.64560983129872	2.30958865145152	2.15982447265205	2.00095223711787	2.01575548893734	2.19161524803551	2.1784284737751	2.14877876474345	2.33732865098425	1.54372240018618	2.33994033711995	1.33124111258732	2.67465129913713	2.41545487144039	2.46372383292486	2.65094986298836	2.14528333004835	2.45926292337546
"Megasphaera elsdenii"	1.99869294398719	1.75933413380743	2.34755237238598	2.31367004571745	1.9923014367139	2.40181670837318	2.27510331062163	2.11507674033996	2.19044842808754	1.91041259408836	2.32350670054414	2.25032740941416	2.25996045418666	1.27600387199803	2.22546272206304	1.57871954480924	2.36648575307411	2.34831485411194	2.34568734679936	2.37010990050995	1.99311544942788	2.17246330294957
"Megasphaera stantonii"	2.14734046576259	1.75933413380743	2.05608757152936	2.05340732211314	1.66294556348756	2.19234272698079	2.15093224628343	2.07812697029132	2.07947739082188	2.00959160504295	2.24834002764769	2.17163396468976	2.22469122410852	1.38460618066258	2.11495413215339	1.53782174191516	2.65166516993533	2.310403285365	1.81888543230278	2.30968979271562	1.85060628256726	2.58833995981206
"Megasphaera massiliensis"	1.67104879432605	1.47642161917596	2.08529219829052	1.91612321495625	1.7309706121773	1.84851399958502	1.85295944162231	1.56152516469737	1.5814353311695	1.46505984354276	1.87234760907617	1.76406050585492	1.79752431664765	1.47141099226202	1.73458223652577	1.05000846071163	1.98563744332773	1.87832993185225	2.2070596127105	2.55181462382458	2.02028347052384	1.82142077402633
"Veillonella parvula"	1.74464071703511	0	1.90921994496009	1.89242216419426	1.3875738658424	1.85716479446206	1.62320665365414	1.56152516469737	1.6172340136796	0	1.76803846642998	1.6863720788891	1.72265349277796	1.27600387199803	1.29269058695709	0.951784332151064	1.85958873150462	0	0	0	1.93307895610109	1.70606376101519
"Keratinibaculum paraultunense"	1.80755062765625	1.74825199242185	1.75885767829636	1.99210810341303	1.8599278188871	0	2.26830047270021	2.21013569109115	1.90123798190933	0	1.66788660239324	1.4105516991058	1.63212994414262	1.9386417544083	1.07413759499244	1.79066944393032	1.43317459975319	1.55316986897192	1.87246708358324	0	1.66779520872757	1.6756620417756
"Tissierella sp. JN-28"	2.0584937330986	1.60297981017288	2.01242737064594	2.07951029590342	2.00793779602009	1.25607589759318	2.15093224628343	2.00856303399088	1.99705624772358	0	1.94028800251212	1.66901571630434	1.86976562279455	1.88136378978203	1.87782314090003	1.49266834263485	1.96153699941839	1.91114718238146	1.6865767087845	2.69759426136059	1.9276801881787	2.42137588619225
"Murdochiella vaginalis"	1.89239998415574	2.25647865165061	2.30923899132193	2.00732910867977	1.88441816762391	2.09015992395046	2.15093224628343	2.0969946976094	2.15207951939614	1.9628271341864	2.12287285462783	2.2409394845264	2.32145086665879	2.04166304440221	1.77787704688211	1.39528457481168	2.34652606015669	2.13805942474608	2.27194999098549	2.72335125216424	2.02028347052384	2.13585056331392
"Peptoniphilus harei"	1.56225937606716	0	1.91968402111403	1.66777763369792	1.27893540562668	1.57870274991128	0	0	1.2402349284753	0	1.26857981344196	1.49755276671072	1.16085286498954	1.58600378605321	1.07413759499244	1.09187802191753	0	1.43564982256881	0	0	1.10205320493375	1.39885416424114
"Finegoldia magna"	1.81910860762646	1.29707322146496	1.93988487725949	1.56705484791056	1.30553377400992	1.5269491005877	0	1.85655412461481	1.33760675052759	1.27281330578353	1.66273613219453	1.49755276671072	1.54483468458002	1.47141099226202	1.46903576681405	1.24219855426012	1.46020103940663	1.29317801565859	2.11660776183241	2.58743393612428	2.05809240667449	1.86426203398623
"Gottschalkia acidurici"	2.02432138779731	1.47642161917596	1.9997167404579	1.52374314999028	1.17044065436932	1.57049417685705	2.02701496642311	1.67270910834491	1.97248979270884	1.33990453603558	2.03565176018267	1.95632422895229	2.04528914703637	2.27586592747829	1.24429625281871	1.65050775176973	1.74009794909942	1.47435944195205	1.64607683788776	0	1.68712429945456	1.65962397433755
"Ndongobacter massiliensis"	1.81336806590758	1.32768982974634	1.97312189561549	1.99210810341303	1.74992480437344	2.39067745405827	2.15982447265205	2.07812697029132	2.26865167655606	1.78166565038755	2.20000722479484	2.22400588191711	2.36345667709617	1.4155094465475	1.9388055035211	1.2952900689741	2.05082300694625	1.87832993185225	1.64607683788776	0	1.61533655245524	2.19207758245774
"Bifidobacterium longum"	3.19368391592595	5.6743952904518	2.66000116938236	2.74793721359996	2.6935666650314	3.0161571361297	3.17105566623747	2.99314342547799	2.529662164656	4.50916884576356	4.22183303064351	4.4301697711568	4.54844285508503	5.53530766979385	4.69388960616239	3.00235551444706	3.18156490401056	2.96794365380738	2.96296253150608	3.05998283918232	2.70244884061839	3.25480869393412
"Bifidobacterium breve"	2.79543869627201	3.08682753742057	2.5406695108761	2.83172112732411	2.3907730006975	2.54076023792743	2.6378748039566	2.55066287247541	2.42920471078256	2.19161524803551	2.34878124680265	2.28167360087318	2.34156007292777	2.95785627572846	2.50880657333861	2.1429380648012	2.67942251315024	2.48216323672141	2.72333526397968	2.99818836594476	2.60346808813611	3.03270592714845
"Bifidobacterium pullorum"	1.73781794946411	3.04921165696239	1.50064514914798	1.74948225810156	1.63365589639131	1.90573581427066	0	1.4675848576875	1.2402349284753	2.0140025965487	1.78006707503083	1.97422638967871	1.91701415857091	2.86468627424882	2.38292328947266	0.923316684915767	2.20725347104773	2.11326421790945	1.96312645886779	0	1.50120679582062	2.13585056331392
"Bifidobacterium adolescentis"	1.76448855476689	2.79278839012445	1.96388229725849	2.05675729116525	1.61508446190684	2.34996236900891	1.96273189115139	2.0233958217932	1.72786414377563	2.22795377736997	1.83217540010203	1.92310185773682	2.22100150347662	2.67489250428269	2.27825560544699	0	2.47521498779331	2.03925751347162	0	0	1.54267292253792	3.01288403653317
"Bifidobacterium eulemuris"	1.67899512000569	2.31198589040518	1.85873598200095	1.90679742759867	1.55406957008658	2.52078535697992	2.5577213621601	2.29593466688602	2.75099753444144	1.97739266083214	2.70777644451542	2.7587213004521	2.7597312111816	2.20448010277358	2.25765375937508	0	2.0084704971149	1.97408898619399	2.11660776183241	0	1.55565949779751	2.0383699752672
"Bifidobacterium lemurum"	1.49557868445318	2.42708949659178	1.55178144091966	1.7693340390921	0.944652771997225	2.05631702204375	1.90343444569912	1.56152516469737	2.0380512524667	1.71715752485646	2.11196137862106	2.1184069919497	2.08506097990533	2.32995279841386	2.10271639767901	0	1.88984822576758	2.11609019124484	0	2.18546001121883	1.43893457505677	1.90325406059053
"Bifidobacterium catenulatum"	1.95509027600166	1.8108624034779	2.37557979717977	2.2870110691304	1.8670671102343	1.87396598720918	1.62320665365414	1.96910076687536	1.72786414377563	1.3601473066847	1.72084313991823	1.82378199671021	1.6462754749161	1.6599181438793	1.73458223652577	1.26955509658647	2.03016282604012	1.91114718238146	2.03809006742505	2.73971125358481	1.7319882650367	2.03148523487968
"Bifidobacterium bifidum"	1.92487531520976	1.83907887885019	1.97766901071349	1.97229955231314	1.61508446190684	1.77230121091463	1.48119558642373	2.43751849951535	1.21205215933652	1.88162489583368	2.03123866080179	1.52306852082061	1.57043439205473	1.89145020988273	2.03986780429407	0.951784332151064	2.13604366408622	1.9020211104126	2.2818814393482	0	2.11811925443423	1.83253375593936
"Bifidobacterium animalis"	1.75135795464689	1.60297981017288	1.69441258557352	1.98429276333884	1.79397920281128	2.26674427801229	1.55798001295072	2.15455221757416	1.5814353311695	1.74248396562554	1.60164096235272	1.49755276671072	1.94237439058643	1.56537743594787	2.50249642148069	1.28261317693817	2.23009844715646	2.37394625998035	5.64967418192884	0	1.91106913580211	2.30166711890715
"Bifidobacterium saguini"	1.9066163333321	2.0884804846399	2.30923899132193	2.08266555695569	2.14320532266422	2.26339592364326	1.93409442326121	1.90703471773227	2.075508134611	1.80358290142173	1.91784208310201	1.9871847805796	2.06958651326644	1.80332247961724	2.30465879382756	1.48466433773174	1.64856839491037	1.75530270719746	1.72361985315731	0	0	1.36800091874078
"Bifidobacterium asteroides"	1.88265711852074	1.55317947935411	1.85873598200095	1.7883179147499	1.53166517675761	1.85716479446206	2.02701496642311	1.78703810005843	1.80864746043353	1.75858325504721	1.865905019133	1.91814133367184	2.03970002526934	0	2.06184353391403	0	2.31475346935497	2.17154662028405	2.03809006742505	0	2.08538013357309	2.13035879574678
"Bifidobacterium pseudocatenulatum"	1.56225937606716	1.38312151717002	1.69441258557352	1.89726698093044	1.40842437340613	2.01068255194397	1.97637227283864	1.73362496087249	1.90715365588157	1.41576386778978	1.85272582990037	2.01199628922884	1.87800603263604	1.4155094465475	1.85333788917189	1.05000846071163	1.99338261323194	1.93315705059662	1.96312645886779	0	2.01141496874326	1.93903188567774
"Bifidobacterium pseudolongum"	1.53019752742493	1.53522404820184	1.62892625719838	1.7883179147499	1.5160598969749	1.97300579760577	1.59181673186177	1.67270910834491	1.68103531342343	1.82444700486023	1.76395373894596	1.67778059662515	1.9094878028751	1.4155094465475	2.28877927166019	1.18170082871605	2.31475346935497	2.2316468530989	2.00222369357921	0	1.54267292253792	2.04514727493735
"Parascardovia denticolens"	1.86249009802962	1.29707322146496	2.37011714808739	2.0981069002546	1.84899388617749	1.89409276990098	1.62320665365414	1.71917815820457	1.74526771657001	1.58626150635942	1.81791418677498	1.66007029427063	1.75633259803317	0	1.91488360335935	1.13006357990617	2.16800150412017	1.9374282674471	2.75748714791796	2.77810248229623	2.0660654112833	2.05182043578827
"Curtobacterium flaccumfaciens"	4.82358005496904	3.22908642866686	3.63821018964864	3.83103268135852	4.51007423662253	3.91720573563559	4.00760963046094	3.72503262904905	3.1654964540937	3.45613627961369	4.13242182442492	3.82883276858278	4.29349735379772	4.03438030150151	2.86286692016429	3.70741194159856	5.18946176299096	4.53051435399896	4.53871279759007	3.54194479145274	4.16369872377905	4.06790068438766
"Microbacterium foliorum"	1.55183289374768	0	1.1997612022756	1.63379255577988	1.36567161767352	1.79264444766758	2.10351605953229	1.71917815820457	1.90123798190933	1.05828948426796	1.71168262570336	1.67778059662515	1.81674206607028	0	1.89817077776559	0	1.92717014001828	1.97408898619399	2.27194999098549	0	1.32471138604352	1.81001594224652
"Microbacterium hominis"	2.09017226885778	0	2.37738551720433	2.18074225740294	1.98155540905902	2.10734648917296	0	0	0	1.91041259408836	1.90911647989708	2.04674260449772	1.96633508398313	0	2.25140361298594	0	2.29985012914157	2.3399845728772	0	0	0	1.78626644559274
"Cryobacterium sp. LW097"	1.58239016166365	1.77014050814998	2.20756536298748	2.09199608578566	1.92960857123063	1.83520587302405	1.77499507146141	0	1.77811274717297	1.41576386778978	1.57710575858787	1.59169171713175	1.65997476399115	1.60569476635898	2.0579297711894	1.31958499979222	1.53245155955158	1.54274967408181	1.78939268287905	0	1.36621433143012	1.48010506270543
"Arthrobacter alpinus"	1.76448855476689	1.75933413380743	2.25305348081816	2.05003131177536	1.74992480437344	2.04535003017254	1.87044442371319	0	1.96740523226517	1.81064956093722	2.0154297982284	2.01199628922884	1.99531828790442	1.6599181438793	2.12179534936086	1.07144761730153	2.33619133231704	2.30678685839399	0	0	1.64756560601954	2.10766975965124
"Rothia mucilaginosa"	1.91584177468067	0	1.93492206840515	1.92071207185405	1.33059671052391	2.06701387827919	1.85295944162231	1.70423419737264	1.99705624772358	1.68091374155709	1.99662850544187	2.03164189398243	2.10968615981275	0	1.46133987210366	0	2.00099207315786	1.72864239184351	2.24071563064559	2.21331160451036	1.10205320493375	1.95587297105768
"Micrococcus luteus"	1.45795937381513	0	1.93492206840515	1.97229955231314	1.36567161767352	2.26171201566779	0	1.86713058235351	0	1.86338940788562	1.51623969714351	1.30164143904772	1.79752431664765	0	2.39755559028012	0	2.39480406733625	2.48337405019881	0	0	1.47118585964721	1.93903188567774
"Cellulomonas gilvus"	1.68679865969716	1.92921429113559	2.22068618659631	2.04662885210935	1.91081395057886	2.21546853429001	1.77499507146141	1.70423419737264	1.99225287116554	1.75858325504721	1.68298136208124	1.81753763632411	1.63212994414262	1.52093066211695	2.52318320659704	1.2952900689741	1.68126897492908	1.91114718238146	0	0	1.25391619725226	1.81001594224652
"Streptomyces sp. ICC4"	2.47668070021876	0	2.44715203080069	2.56985113079331	2.20267901612016	2.14864965764922	2.83086568730053	2.56135692851852	2.41484153489031	0	2.09121589569117	2.20380849529953	2.23378066753816	0	0	0	3.03145172811211	2.79327241935264	0	0	0	2.52636441636719
"Streptomyces venezuelae"	2.0278621877052	0	2.17435698545197	2.23491043153757	1.82235709259822	2.35949544401482	2.1685382768319	2.07812697029132	1.95705396494263	2.07146858114578	2.09506225888281	1.87074608277274	2.09259624187045	1.86045975531514	2.43128343423815	1.36444230090824	2.69799985966853	2.51597480620429	2.81001286812711	0	1.76481531425991	2.31990489202858
"Streptomyces hygroscopicus"	1.78346882444401	0	1.8704726774221	1.88752269030019	1.27893540562668	1.79264444766758	0	1.74760662217358	0	1.60914958721031	1.22824173840256	0	1.27278212084748	0	1.86575305008727	0	2.39174724512695	1.98183199553603	2.40870343568874	0	0	2.19684579767735
"Streptomyces albus"	1.541149923523	0	1.75885767829636	1.75620085048442	1.40842437340613	1.68620154114277	0	1.81146752539791	1.54241852730305	1.90480569125181	1.39087076592591	1.63207234326913	1.56206770754064	0	1.65782239293434	0	1.96153699941839	1.94999551704146	0	0	1.59244008903895	1.74801389225581
"Corynebacterium glutamicum"	2.07777673823814	0	2.31134200676014	2.30809355932287	1.75453686057784	2.27988536211454	0	0	0	0	2.19395049213876	1.89245146975716	2.19425656922114	0	2.29792425292768	0	0	1.72171350488529	2.55118968651994	0	1.86339104544555	0
"Nocardia asteroides"	1.71668194837122	1.66157749903846	1.9038918153548	1.95577534928231	1.2649992983959	2.20405954111948	1.93409442326121	1.74760662217358	1.77013141817838	1.84435454710291	1.5956358808012	1.5809813594787	1.61000835537009	1.4155094465475	2.13516273328197	1.09187802191753	2.33269103954362	2.310403285365	1.75775022151056	2.80654505542639	1.82384908354546	1.9720852984418
"Rhodococcus opacus"	2.02432138779731	0	1.53955069442486	1.7693340390921	1.70089179791199	1.97300579760577	2.11342250285222	2.08450772529903	2.06337794738324	1.50932636123382	1.76395373894596	2.01599714838354	2.08506097990533	0	1.58834400380468	0	2.28047164406786	2.07474824857304	2.75086824727431	2.68865757134521	2.23156830044793	1.64297085087934
"Gordonia sp. YC-JH1"	1.73781794946411	0	2.14767034505396	2.0981069002546	1.63967399148278	1.92078968203919	0	0	0	1.74248396562554	1.39087076592591	0	1.65997476399115	0	2.01887656098518	1.14796691068847	1.87999414239096	1.74878948545206	2.7767592976503	0	0	2.17745054458864
"Tessaracoccus aquimaris"	1.75135795464689	0	1.85274650781436	2.02563455005356	1.80636887885851	1.87396598720918	0	1.60183290210838	0	1.83781957056219	1.55110101859499	1.5809813594787	1.77741664051172	0	2.04191218711269	0	2.14695966669668	1.78042063581079	0	2.67953311618772	1.91106913580211	2.02448959230508
"Tessaracoccus flavescens"	1.59211611456946	1.51649413413543	1.75130595451497	1.80052795056884	1.45655122737709	2.24800040944444	2.00243137671838	1.89739712676258	2.10629058091106	1.24793023254276	1.95374953919027	2.03546658077858	2.05895513718929	0	2.34402848498892	0	1.75363925467626	2.13805942474608	2.56162605589818	2.85223473920118	1.85060628256726	1.96405478166385
"Propionibacterium freudenreichii"	1.74464071703511	1.26413340892501	2.10259557164168	1.99978528521067	1.72117399930633	2.45032598506913	1.96273189115139	2.15990968597771	2.38067461382867	1.78166565038755	2.07946808854644	2.18262579555165	2.23197793396692	0	2.15131336611882	1.41469276415554	2.20725347104773	2.30130511863747	2.26178610444897	0	1.34595844396239	2.24185240727203
"Acidipropionibacterium jensenii"	1.56225937606716	0	2.0598473699166	2.10113036333246	1.4830591750708	2.01367957903265	2.0502812183063	0	1.80864746043353	1.24793023254276	1.72981441733239	1.6863720788891	1.82604117293895	0	1.64783052751054	0	1.91813602070066	1.84808143358041	2.5125510108306	2.90469425607009	1.86339104544555	1.6756620417756
"Actinocatenispora thailandica"	1.96742259090852	1.89054414065732	2.22582549882421	2.16801603531178	2.04940821233064	1.73987975454609	0	1.49304245946646	1.69081375620472	1.83118475579821	1.55774963418494	1.34105834822932	1.58669920142513	1.58600378605321	2.41776169692308	1.47651004568866	1.79190037920882	1.80990355923508	1.81888543230278	2.01078319984629	1.40409475446425	1.25960545526276
"Actinomyces procaprae"	1.47086462312804	0	1.62892625719838	1.70682971645882	1.75910045257332	1.99848323783048	1.6799040029987	1.73362496087249	1.78595004084001	1.74248396562554	1.26857981344196	1.92310185773682	1.87800603263604	0	2.30242553029552	0	2.07054481647774	2.30496728893293	2.31038174404434	0	1.79533448719787	2.16231364611533
"Nonomuraea nitratireducens"	1.73781794946411	0	1.658208543127	1.99978528521067	1.47440172846541	1.79264444766758	1.77499507146141	1.77428796769299	1.6172340136796	1.80358290142173	1.35027411238317	1.51049800514087	1.70478102556739	0	2.04394699134666	0	2.07054481647774	2.0255971969082	1.98311489238533	0	1.47118585964721	2.08372971307214
"Eggerthella lenta"	3.99531017650654	3.82157519930202	4.89193045974252	4.45023811379408	4.68412644105316	4.91791125381115	4.55095035283968	4.90306257729772	4.42977620525815	4.76190350115044	4.27094253191972	4.51099485794698	4.63919103995056	4.15808764894673	4.97678559583084	4.68041837214121	4.49311959898333	4.77446180659502	4.96476199484748	4.70999777131615	4.04192372905902	4.66996472524572
"Eggerthella guodeyinii"	2.82847618871236	1.97148677993782	3.3567011320308	3.01057842891232	3.16263668501252	4.11843390699814	4.53592279995554	4.85184099010502	4.37413599838557	4.66059928681225	3.2800590431647	4.3418109079222	4.28816530886845	2.13065732160727	3.49072763298308	2.21322773142946	3.59324872954227	3.72130576095593	3.16920209343707	3.88452957371622	2.90624558085425	2.83227199276355
"Eggerthella sp. YY7918"	2.18330509145545	1.67506984275649	2.29422564576467	2.23045933112389	2.23873868264372	2.87697105106702	3.13810109924089	3.41677813496049	2.96830544736291	3.30229481226572	2.39817206242201	2.9709432875387	2.93682001788701	1.64258515981237	2.78478906043818	1.11139035131076	2.80015959510287	2.75812413849899	2.98295834013005	2.93644791000638	2.26028048455115	2.47951553923836
"Gordonibacter pamelaeae"	3.81817536868938	2.99929865750736	3.80766140240551	3.56050745504553	3.6267580402249	4.39859727522933	4.29413271535989	4.62516046270364	4.24755636039208	4.66050025256194	4.1911908797286	4.27384746204339	4.35399184822383	3.06364903431459	4.70219575463821	3.20655876825675	4.24351468447519	4.38092381280817	4.60056542181636	3.69325024983406	3.54313603165523	4.41609490459432
"Gordonibacter urolithinfaciens"	3.13500899442618	2.36932954576071	3.01736925749107	2.8110677384606	2.85376817753467	3.64762161444114	3.56085313646627	3.90685586034763	3.44203976962896	4.03264944116644	3.50726092698677	3.64731669417266	3.73765343508917	2.38128316141699	4.0094098259503	1.72156179976963	3.56475135726369	3.6449144594008	3.82570864901643	3.06380592886807	2.8893707455786	3.58345361382464
"Adlercreutzia equolifaciens"	3.08327589993662	2.77836862751957	2.4577631943669	3.44872879926011	2.72167239313437	4.42773375302741	3.89544990960617	4.18575457716671	3.8788335641155	4.61748311615707	4.21386696681758	4.14604042995254	4.57663150163705	2.01996524163413	4.9726022015063	1.68748628422365	4.06596610472591	4.12166433935569	4.45584417936608	4.17031282698093	3.6895294549901	4.40455061407056
"Adlercreutzia hattorii"	2.9515755552872	2.64020629576733	2.48391497069873	3.31948978472803	2.57259825671535	4.24489871498305	3.76357147993893	4.0193025677104	3.74084233697409	4.4482378985538	4.04964106913218	3.98027611845107	4.41179891606404	1.92037577197505	4.79429455464411	1.5851765005549	3.93734371393457	3.96269740008678	4.3210195557649	4.02568318921217	3.5360999616703	4.25371852191004
"Arabiibacter massiliensis"	2.50929935440381	1.84809118031235	2.62680376682769	2.55421391406691	2.60807517379731	3.36128585432377	3.69252630198042	4.00713658622759	3.51999290127387	3.81657677975576	2.7233734569458	3.51995282371388	3.47421504318161	1.6926373935154	3.1119440603523	1.40509707705297	3.0250761229019	3.16161117772788	3.06627872133239	3.08606357545766	2.40318938021554	2.83007069949455
"Raoultibacter timonensis"	2.33037950249	1.89054414065732	2.26488715575033	2.35587764686617	2.30425041628576	2.89026794108012	2.99596741181921	3.2900244752264	2.83839018067038	3.05516308128875	2.2641908749004	2.81724844145981	2.84464346103265	1.75149660974799	3.01294313123801	1.57216513835784	2.73012235777223	2.88718908038845	2.83544537103462	2.52633438607125	2.36720541581068	2.69680705655863
"Slackia heliotrinireducens"	2.00986224682475	1.73687964003853	1.95444184592291	2.2168255870852	2.13754461567204	2.7275422673983	2.22508117683411	2.52616580508031	2.40187187449949	2.5638062524159	2.24968325330074	2.40981311294682	2.53713485246002	1.81536715438419	2.83977809543049	1.26955509658647	2.6165621185547	2.73368500049795	2.51828578360189	2.18546001121883	2.05405033426381	2.52190050725965
"Berryella intestinalis"	2.32507572472656	1.85692025792566	1.89849750496418	2.36745325751222	2.24767307819527	2.82208982951567	2.79159692522688	3.03200133494172	2.49918969249402	2.76437346791511	2.08538171365884	2.51876059728501	2.60949150559256	1.91094636864909	2.93192367479467	1.13006357990617	2.83468443093791	2.96913059724737	2.49487783356163	2.51301081506183	2.21506830380216	2.79563785058513
"Denitrobacterium detoxificans"	1.94666978260568	1.73687964003853	1.84667327465927	2.08890812941365	2.0053705193491	2.58139322147934	2.43668690961658	2.64033939326946	2.21715247314545	2.4301001893195	1.86913826065995	2.16035669471137	2.31103596007498	1.60569476635898	2.68814934757245	1.09187802191753	2.44099558214676	2.61485894507907	2.39378573717007	0	2.20657711188632	2.42419448829472
"Phoenicibacter congonensis"	1.65470619039773	1.38312151717002	1.58653355876925	1.91612321495625	1.63967399148278	2.3581463210391	2.08299835091387	2.34380297112214	1.95178431699391	1.75060820611516	1.35027411238317	1.71913299264531	1.69865626785477	1.4155094465475	2.24378273296338	1.33124111258732	2.0084704971149	2.28251621253473	2.51828578360189	0	1.64756560601954	2.25031993575673
"Collinsella stercoris"	4.51539740137206	4.13656707030633	3.78584610735103	4.56618994975774	4.5547803825309	5.07492781015874	4.27988224410005	4.5192406843349	4.24567407318495	4.38659512569535	4.09296234267277	4.13934719725809	4.47068782677094	4.08209509334082	5.27642845180812	3.38327480688875	4.79380241976317	5.03838936028662	4.97521178949744	4.24283606776909	4.58133928566801	4.97459653714108
"Collinsella aerofaciens"	3.88249219311559	3.48362613001345	3.20109752536989	3.9192463210448	3.89043399994132	4.41683470463387	3.62868089095998	3.88625527811811	3.59723746636467	3.73287713155147	3.46174895024931	3.50251021755937	3.81653001293304	3.46577017777944	4.55522756685161	2.76566496291901	4.16351768394361	4.37298328167269	4.32110927247757	3.70209388265484	3.94402021540506	4.32329847305672
"Collinsella sp. zg1085"	2.08090894622321	1.57042194219041	1.59752594650303	2.11301802449294	2.14693854785498	2.56992947227995	1.88725260929984	1.98531843779934	1.88915926557921	1.73420484505278	1.79560389516267	1.66901571630434	2.01062171480109	1.54372240018618	2.69590943070634	0.978500188387213	2.36322219204592	2.6467129796564	2.43708436313094	0	2.09287175279277	2.55012800459275
"Coriobacterium glomerans"	2.46523969644904	2.05656821203101	2.13839751156867	2.61549167366259	2.49905298338688	2.96683488763395	2.27510331062163	2.45134503021352	2.20252003777421	2.43678284948401	2.21478950604988	2.17440811341237	2.43807430751782	1.96467635888545	3.16590467932885	1.44226975456705	2.78677970355495	2.94391591687871	2.86463369672734	2.57588241181216	2.54986529983809	2.9248609012882
"Parolsenella massiliensis"	2.88295497500326	2.53847991125938	2.32578469579817	2.99316103503353	2.9422989924728	3.45481807261095	2.6716580803694	2.97068449859197	2.75267786772932	2.85230862355624	2.6019981412056	2.62969472758387	2.91601211022866	2.43007703546475	3.66708648975036	1.88052562223237	3.26011737555991	3.43970182758953	3.36792840775845	2.86445224226742	2.96736920397989	3.36265265045119
"Parolsenella catena"	2.8183122331217	2.39539125933907	2.20756536298748	2.85516854671456	2.79103949611356	3.3196437015562	2.55418593733862	2.86600102311659	2.51830427094995	2.66294828545161	2.40759676932748	2.37465562287236	2.73661940455013	2.40636499977927	3.51766682344277	2.0633169745917	3.13428807538137	3.30521859262241	3.19513922016706	2.43947135044323	2.85157917988511	3.25189418422134
