"F1-10"	"F1-11"	"F1-12"	"F1-13"	"F1-14"	"F1-15"	"F1-16"	"F1-17"	"F1-18"	"F1-19"	"F1-20"	"F1-21"	"F1-22"	"F1-7"	"F1-8"	"F1-9"	"F3-10"	"F3-11"	"F3-12"	"F3-7"	"F3-8"	"F3-9"
"Thermanaerosceptrum fracticalcis"	1.84672545982245	1.45490770330508	2.05608757152936	1.96411603595953	1.63365589639131	2.08002476917623	1.77499507146141	1.78703810005843	1.74526771657001	1.6413675655531	1.78790495981906	1.70306137663927	1.75633259803317	0	1.85958983208951	1.05000846071163	2.33966363911284	1.98183199553603	1.98311489238533	0	1.50120679582062	2.07124590871505
"Candidatus Desulforudis audaxviator"	1.2196927003349	0	1.5140046842182	1.59692051232559	0.913982356856924	2.07745358738957	2.07236416253419	1.56152516469737	2.16524941376216	1.75060820611516	2.15738313868957	2.07891375227755	2.26333482203291	0	1.65782239293434	0	2.14153596123833	2.00060626675648	0	2.28752541525478	1.38556741712526	1.65962397433755
"Christensenella sp. Marseille-P3954"	2.64426009559078	1.95086466201174	2.75123213186865	2.62999542777266	2.24471532167245	2.81835959155762	2.84924414794691	2.81492240269607	3.00545916404577	2.67172303343094	2.78852559734386	2.76015924137536	2.93467607148629	1.88136378978203	3.30583767261601	1.67723832358744	3.19043264336729	3.03192704162345	2.73038387310064	2.65094986298836	2.42963117508985	2.89928432674422
"Christensenella minuta"	2.44950052948167	2.2633893185678	2.63979826523681	2.47907752543619	2.09987101868719	2.35543543658301	2.56815816540147	2.30745871718963	2.4074777934301	2.20312359775325	2.51812253421941	2.45988303180734	2.50366880804379	2.19467169118499	2.48813669144328	1.7443619694307	2.75871593191992	2.50576045230452	3.11505329918321	2.73160828408082	2.33226956140578	2.73414771060826
"Vallitalea pronyensis"	2.41620017311619	1.72520146730953	2.50590851472387	2.25650631914657	1.78976950024015	2.19431761307297	2.3076053623869	2.03773870037213	2.31238132258855	1.81760307332932	2.40385139391738	2.35137318459811	2.39436118559311	1.86045975531514	1.889566825948	2.04813494622497	2.45712478269316	2.2316468530989	2.62840257270084	2.3508889254537	1.88188907185056	2.42699491536278
"Vallitalea guaymasensis"	2.40153434875614	1.99754283027773	2.43627509637909	2.09199608578566	1.8635121345914	2.03976090123641	2.0502812183063	2.01604274924158	2.12090048574139	1.41576386778978	2.12107320711978	2.03546658077858	2.21352666685615	1.84961789745507	1.8501778403217	1.96306983554415	2.25601497598164	2.10177276716161	2.42312569309775	2.05179058318228	2.00236158598277	2.38910028180322
"Petrocella atlantisensis"	2.48904913606987	1.95784807115341	2.73255027948155	2.65342293629746	2.25061082714297	2.27988536211454	2.33784345089758	2.22870517357525	2.39619264646382	1.78166565038755	2.40196652354893	2.40981311294682	2.38557227477111	1.88136378978203	2.1416952349929	2.09017703375867	2.74804393081413	2.3785881836643	2.60103096080246	2.2394841917663	1.97886633379023	2.60901721092751
"Syntrophomonas wolfei"	1.80165420475877	0	1.93988487725949	1.88752269030019	1.37676079832644	1.84851399958502	1.77499507146141	1.76115216233882	1.85076641039993	1.46505984354276	1.72981441733239	1.66901571630434	1.94587935093832	0	1.50559354170762	1.14796691068847	1.97775163480717	1.63716329826725	0	3.22426911130181	2.23958902216699	1.7983035170517
"Heliomicrobium modesticaldum"	2.00244805278657	0	2.00823169251925	2.04662885210935	1.56838844132457	2.13305064393834	2.06146303410415	1.96075902490389	1.99705624772358	1.33990453603558	1.64150080028935	1.67778059662515	1.66666569626138	0	1.98068376635169	0.978500188387213	2.54948565024481	2.50345759784024	2.02052703008468	0	1.40409475446425	2.3829652994905
"Symbiobacterium thermophilum"	1.73781794946411	0	1.9997167404579	2.06990459331353	1.5160598969749	2.22291135109481	0	1.62066549417493	1.54241852730305	1.92141380206869	1.70702887663825	1.84789856067646	1.78253151019953	0	2.21736837098791	0.892851290738566	2.31107530571203	2.4845814973102	2.29159084354775	0	1.19936812226426	2.01015089328348
"Alkalicella caledoniensis"	1.96335060574701	0	1.53955069442486	1.39169458335443	1.07205765035574	1.16091005985522	1.7531022460504	1.60183290210838	1.70973393403695	1.05828948426796	1.89417254883285	1.74959499799723	1.71082060702467	1.49687624440871	1.30399113500778	1.05000846071163	1.5747017642695	1.52112784577591	0	0	1.06408047175656	1.73447580564718
"Thermoanaerobacterium thermosaccharolyticum"	1.85204417634345	1.66157749903846	2.08529219829052	1.65952742147185	1.35429185237249	1.77747705152945	2.12310800631977	1.65604470477303	2.046658639842	0	2.25501499291734	1.91312349507982	2.10000298928908	2.06900368738711	1.23130546257586	1.43327059635014	1.86991126995172	1.67764463610324	1.72361985315731	0	1.47118585964721	2.8926476980119
"Thermoanaerobacterium sp. RBIITD"	1.57244139832743	1.45490770330508	1.70301092403223	1.42151170623028	1.09359811498326	1.5269491005877	0	1.68875763770342	1.81595710063687	0	1.91784208310201	1.81120218210071	1.88206833636266	1.98120424451834	1.51254980963428	1.22784571121264	1.75363925467626	1.32912008225533	0	0	1.45535952648531	1.7983035170517
"Gelria sp. Kuro-4"	2.16052949140944	1.18965464911643	2.27640692071944	2.22369595717786	1.99494690537963	2.19035881936402	1.55798001295072	1.51709005111819	1.52859307760211	1.65159679615388	1.47033885572268	1.66901571630434	1.62488056418507	0	2.14331312200807	1.14796691068847	2.40977353773554	2.29012959342667	1.94217348481	0	1.36621433143012	2.19684579767735
"Thermacetogenium phaeum"	1.7709079214546	0	1.96852666748595	2.03625854986356	1.33059671052391	1.98910347072609	0	1.85655412461481	1.35888395757573	2.06371021968711	1.90021196600959	1.94239606034055	2.02248767660629	0	1.746824344477	0	2.19776803405068	2.10467426137348	2.36231909883554	2.67953311618772	1.93841143448804	2.15714845840403
"Tepidanaerobacter acetatoxydans"	1.97145675113671	1.6881556155308	2.02069904838252	1.82396405751118	1.47440172846541	2.06701387827919	2.52859773093007	2.32962812044592	2.5501893075213	1.70837618193075	2.53928352774685	2.59855644874901	2.55894534292849	1.75149660974799	1.57059916410575	1.44226975456705	2.08321208230543	1.76171969008642	1.81888543230278	0	1.62634746683987	2.01015089328348
"Biomaibacter acetigenes"	1.76448855476689	1.55317947935411	2.12248876479349	2.06338069101615	1.43793546326515	1.94594009170872	1.7531022460504	1.60183290210838	1.87038695447667	1.69941361141577	1.97445604651174	1.93765227322071	1.94935625092398	1.35133429842431	1.54575194291993	1.05000846071163	1.96971998556553	1.77427602931592	2.42312569309775	2.48507093744799	1.87581018790561	1.8539413661284
"[Clostridium] innocuum"	5.40808827572487	5.11449419626125	4.85241011541076	5.37807300552678	4.9312783770562	4.89209154466414	5.5736366221319	5.83887584685721	4.66167785117477	4.70584754233095	5.66869975929299	5.18173208462571	5.22452623989759	4.19687977449326	5.85085079887998	3.41437404175599	5.44683659958707	5.1690928671155	4.31158634322816	5.66560601483807	5.7401570841373	5.73397913328847
"Erysipelatoclostridium ramosum"	4.60677488247778	3.89196626909569	4.5798726422276	3.88874997703132	4.2647405581343	3.7232101037204	4.55589331264619	4.49091477178395	4.18336409615535	3.43767326715486	4.69659968597349	4.17891816394131	3.79221065705755	4.90631062575473	4.40279891368846	4.17184589747204	4.27348488617459	4.36325575120525	4.31532970889918	4.43289056385459	4.6639501205307	4.40598857143672
"Faecalitalea cylindroides"	3.32660362759074	2.62257893253937	3.01695623793066	3.07878835511034	2.52001931683925	2.865360524787	2.74385795254025	2.89438549393185	3.05290407353776	2.93550893864001	2.58312133309185	2.69273978345583	3.07019448209285	2.29596470963597	3.19938028818643	2.56828401281378	3.71506239293228	3.20731336519082	2.84628763501688	2.64098820289302	2.78827899590184	4.03462282024902
"Amedibacterium intestinale"	3.00117675895862	2.52742344418676	2.87559700938941	2.8226628776657	2.32323672629946	2.86198541019821	3.02211951796219	2.98045230435289	3.08760428814556	2.1551388679493	2.90987943008898	2.57611840007906	2.87114323260239	2.42718287200725	2.67076460063426	2.39044382053667	3.14524774081236	2.8268856766934	2.62840257270084	2.60965418100435	2.60001621371362	3.19387729369071
"Longicatena caecimuris"	2.94179809148729	2.45663069215131	2.79054115598453	2.70286939099342	2.43219788042877	2.6838583353227	2.75740665762038	2.65420669035081	2.7626255849887	2.23328397830347	2.84037468330604	2.62482099855217	2.79620442778192	2.36817725333133	2.51227299735733	2.25079473499652	2.99707472701323	2.69386445462327	2.85160892304674	3.1591154809624	2.82419486254634	3.01215910314789
"Erysipelothrix larvae"	1.37126020989846	1.58700590153903	1.37575510092761	1.42151170623028	1.13371670346765	1.87396598720918	1.81572442885411	1.74760662217358	2.02926981790365	1.29634762218804	1.85605831069501	2.06133584871443	2.11680943541895	1.38460618066258	1.66758953485865	0	1.76677107773051	1.40778315499829	0	0	1.38556741712526	1.56912821992201
"Allobaculum sp. Allo2"	2.04852135943258	1.58700590153903	2.31134200676014	2.27707900115348	1.75453686057784	1.88212896699804	1.98959724950614	1.89739712676258	1.94104922987784	1.62015662504211	1.88804796006718	1.89245146975716	1.89794790990153	0	1.94649535182773	1.44226975456705	2.36322219204592	2.08090069615398	2.43708436313094	2.4061738764777	1.85704570704607	2.48687322775696
"Allobaculum mucolyticum"	1.88755587192493	1.70085860507737	1.99103149644963	2.08266555695569	1.78551859245071	2.1883658074214	1.77499507146141	1.93472708641805	1.89524061445918	1.46505984354276	1.82865375958974	1.65093673610981	1.75089767764054	1.6926373935154	2.2281276578164	1.07144761730153	2.20725347104773	2.16404480836436	1.96312645886779	0	1.68712429945456	2.21993185485489
"Faecalibaculum rodentium"	2.22778979430361	1.75933413380743	2.41366821088113	2.1955372473954	1.84528720184635	2.24973822223754	2.43668690961658	2.37733920861519	2.38850293695806	1.91594803139624	2.34232837203101	2.43328988588269	2.45892044943016	1.54372240018618	2.17296042034118	1.25609219101761	2.52082705236215	2.30130511863747	2.4159744292892	2.49926552283922	2.22886146758608	2.42419448829472
"Intestinibaculum porci"	1.80755062765625	1.78068450721046	2.34947820147125	2.29286307931323	1.79397920281128	2.29264046772517	2.17708067827781	2.13807147895248	2.07150226630854	1.43282519185638	2.24156086679222	2.13688370301914	2.12612895706249	1.6599181438793	1.98068376635169	1.41469276415554	1.85958873150462	1.77427602931592	2.42312569309775	2.12374781000039	2.18308717032275	1.92151129779983
"Faecalibacillus intestinalis"	2.62239450483163	1.83907887885019	2.00823169251925	1.89242216419426	1.64560983129872	1.79264444766758	2.0502812183063	2.19073661448159	2.13503485910691	1.09621612590945	2.15069698381637	1.88712597361132	2.04528914703637	2.20930247018144	2.04394699134666	1.91484764471377	2.28832710070678	2.03588250452303	2.07121903622899	2.12374781000039	2.16459645716385	2.3860436236463
"Tannockella kyphosi"	1.97941436275981	1.53522404820184	1.93988487725949	1.6157477258343	1.25060112620834	1.4681830515795	1.62320665365414	1.62066549417493	1.48426196736381	0	1.50147195718825	1.37719353497427	1.53595476838145	2.04166304440221	1.51254980963428	1.19763348983375	1.84901485552106	1.46183572044141	0	2.49926552283922	1.70562964489375	1.70606376101519
"Turicibacter sanguinis"	2.35264227702791	1.18965464911643	1.77357824829718	1.30674046155162	0.845262533235894	0	1.52128255555714	1.41170176493352	1.21205215933652	0	1.43680038546969	1.21011891448851	1.03880698704161	1.8384984352146	1.53931148233267	1.9941482858662	1.53245155955158	1.48653211718117	4.11229370826611	0	1.19936812226426	1.82142077402633
"Turicibacter sp. TJ11"	2.44950052948167	0	1.87622418609132	0	1.07205765035574	1.79758477406811	1.83474086436247	1.68875763770342	1.94644994193284	1.19342976212627	2.04434566375141	1.94708859057287	2.01062171480109	1.81536715438419	1.11045058587723	2.03468552822625	1.4043540184973	1.44894010229999	1.94217348481	0	1.38556741712526	1.36800091874078
"Turicibacter sp. H121"	2.49869636716855	1.32768982974634	1.99539582958804	1.70682971645882	1.3875738658424	1.4681830515795	1.81572442885411	1.73362496087249	1.84402417747479	0	1.25554569273065	1.15593466220172	1.13903452045626	1.67658582470966	1.43739846258628	2.00646874124547	1.92717014001828	1.69283657751492	2.07121903622899	0	1.16928925045313	1.7983035170517
"Paenibacillus sp. FSL H7-0357"	2.3641734056816	1.57042194219041	2.57742467627268	2.42967905266157	2.09361204060123	2.45467539241095	2.5715820979399	2.36089471817567	2.58362144545927	2.03540956397149	2.53374064432882	2.53952952124483	2.66554692543214	1.58600378605321	2.00355466451745	1.63933718032558	2.51393605828973	2.18617234104582	2.84360233949278	2.83323882828396	2.37889409434549	2.40111621790896
"Paenibacillus sp. JZ16"	2.24523762532024	1.6881556155308	2.54436554354367	2.39740103447435	1.96773781145602	1.99848323783048	1.91903494191109	2.08450772529903	2.15207951939614	1.89912545340602	2.26158891714574	2.27733172863855	2.29100529401427	1.52093066211695	1.89532169145703	1.45108621756213	2.4950069195428	2.05575000164853	2.90853150207468	2.77069094516563	2.27761057086772	2.30166711890715
"Paenibacillus sp. HWE-109"	2.23877655398751	1.40839182861812	2.49915441377143	2.39740103447435	2.01554980617409	2.14645523798785	1.97637227283864	1.85655412461481	1.95178431699391	1.54949534071712	1.96937123727815	1.92310185773682	1.92072898275596	1.4155094465475	1.84055734570041	1.39528457481168	2.25180153637493	1.83212859933698	2.60103096080246	2.85223473920118	2.19204544296782	2.20156222963233
"Paenibacillus sp. FSL R7-0331"	2.38480847519523	1.47642161917596	2.1714715036421	2.19310615250092	1.88441816762391	2.17415260144651	2.14185413803964	2.07165106809318	2.25038106645848	1.85713669645696	2.30026581298039	2.13385832515372	2.242683769356	1.60569476635898	1.7889723044227	1.61008511064158	2.02305176204118	1.97797774684054	2.48882325799076	2.65094986298836	2.19791658654539	2.21084415894468
"Paenibacillus sp. FSL R7-0273"	2.22331606686966	1.91415684889227	2.30500216090268	2.18074225740294	1.9043638787067	1.7670629408263	1.87044442371319	2.12094057032178	1.85076641039993	1.6413675655531	1.85936541489529	1.81120218210071	1.61000835537009	1.87103753297682	1.92833587177147	1.50824695937945	2.57435966916861	2.23380023986211	2.43016110644684	2.75547727657648	2.42963117508985	2.53948727956852
"Paenibacillus sp. 32O-W"	1.95509027600166	1.58700590153903	2.41532260019452	2.32280796184599	1.80227813438565	2.27500393379652	1.94864915952298	1.8774555812595	1.8829915498344	1.75858325504721	1.97192108360165	1.99561376832053	2.06695296821081	1.72306337601157	1.93360223609422	1.02745574034496	2.31840074301555	2.04260649652148	2.68237978466799	2.7925565704123	2.15825369999822	2.21541177669013
"Paenibacillus sp. PK3_47"	2.0451456911955	1.70085860507737	2.28317490484698	2.22141788879073	1.84899388617749	2.19431761307297	1.96273189115139	2.03062646883978	1.88915926557921	1.71715752485646	2.15738313868957	2.06133584871443	2.07480617306053	1.54372240018618	1.889566825948	1.18170082871605	2.39783952411238	2.21177025379226	1.94217348481	2.76315072577404	2.02028347052384	2.35423207696018
"Paenibacillus sp. BIHB4019"	1.98722878616025	1.71320057064941	2.15674932166705	2.16281926005785	1.69038406719665	2.30042627079784	2.03880387771848	1.8457136534048	2.17168756150382	1.66159062474292	2.34664092408237	2.26403942542575	2.36611772855196	1.70811677979912	1.82738925915894	1.22784571121264	2.28832710070678	2.0525012283813	2.36231909883554	2.01078319984629	1.74043056491026	2.25449258415026
"Paenibacillus sp. YPD9-1"	1.8971906607251	1.18965464911643	2.28983903405267	1.89726698093044	1.74992480437344	2.00766469883971	2.11342250285222	2.0584021668965	2.25038106645848	1.33990453603558	2.14219188387173	2.18801911651264	2.18830476898937	1.31530034401562	1.57059916410575	1.2130022662839	2.28047164406786	1.91563929726586	2.37833734357276	2.65094986298836	2.30351896797323	1.76114268807126
"Paenibacillus sp. FSL R5-0912"	2.15266423596914	1.47642161917596	2.35330442784246	2.30244453657739	1.95923118666324	1.73987975454609	2.08299835091387	2.07812697029132	1.92443204184529	1.65159679615388	1.79560389516267	1.84789856067646	1.8214165080711	1.58600378605321	1.91214241493594	1.41469276415554	2.31107530571203	1.92448649271418	2.70888527701391	2.73160828408082	2.19204544296782	2.25862552346456
"Paenibacillus sp. URB8-2"	1.94239750978244	1.64765250795707	2.29640244753986	2.17315136045203	1.88780671779377	2.34581182425666	2.23258971856724	2.0969946976094	2.2556801419271	1.77410701537785	2.22056435530615	2.39509268835656	2.35537427099261	1.6599181438793	1.92300486147264	1.24219855426012	2.29220218051635	1.86346897951253	2.3194808459458	2.30968979271562	1.74871187841518	2.14663005444979
"Paenibacillus sp. B01"	1.93372477606426	1.43227223908462	2.17435698545197	2.22821655588768	1.8184148804963	2.29732867892743	2.11342250285222	2.03062646883978	2.35210779044971	2.14875010488187	2.29907047006367	2.41619871255619	2.47158886641113	0	2.11838821138908	1.2130022662839	2.37930014552773	2.26687696098453	2.45060832296991	2.2394841917663	1.80264056645646	2.26677524854099
"Paenibacillus sp. JNUCC-31"	1.8676203257019	1.70085860507737	2.23342220363222	2.02203466754954	1.74526324354566	1.96305277339089	2.13258221040246	2.03773870037213	2.06745910420781	1.39800478196246	2.00847434664576	2.01599714838354	2.13071477985546	0	1.42911543538154	1.18170082871605	2.10154605872085	1.93315705059662	2.22978421571633	2.91015039088815	2.31256972307972	1.90325406059053
"Paenibacillus sp. CAA11"	2.12536773973171	1.77014050814998	2.31343488767073	2.11007647541892	1.66857370219876	1.6024367031026	1.59181673186177	1.67270910834491	1.60562593060845	1.33990453603558	1.70232471896321	1.8047729368584	1.76700255469917	1.56537743594787	1.91488360335935	1.26955509658647	2.25601497598164	1.9066081173605	2.48268307971113	2.52633438607125	2.1038723089185	2.18238116459973
"Paenibacillus sp. 19GGS1-52"	2.20961154778413	1.60297981017288	2.24822822555755	2.1575595462174	1.68503330027264	2.10250504895705	2.10351605953229	1.89739712676258	1.91298983208502	1.39800478196246	2.07747884965161	2.03546658077858	2.08758728857464	0	1.70901143732895	1.53061470702094	2.17815206542588	1.76171969008642	2.19523527267299	2.18546001121883	1.78034292978741	2.08983957638835
"Paenibacillus sp. FSL P4-0081"	2.08401872583569	1.49691990104158	2.28983903405267	2.10113036333246	1.71115128899069	1.78259193322541	1.93409442326121	2.01604274924158	1.78595004084001	1.65159679615388	1.68789856924395	1.87074608277274	1.75633259803317	1.81536715438419	1.85958983208951	1.7443619694307	2.38866875458481	2.1764767913473	2.63280136989466	3.14355869158705	2.21225631258129	2.20156222963233
"Paenibacillus sp. RUD330"	1.75797287716936	1.92175082389732	2.09229649166224	2.09506224083843	1.7161915567001	1.93174724232527	1.62320665365414	1.71917815820457	1.6172340136796	1.92681163792108	1.75983022776679	1.85947255074591	1.81201676372415	1.72306337601157	1.97358084958603	1.14796691068847	2.17310643963683	1.96220931016134	2.60571437957542	2.15569913405746	1.77264851445579	2.08983957638835
"Paenibacillus sp. DCT19"	1.8971906607251	1.35628945988009	2.0598473699166	1.86735261660709	1.56838844132457	1.94941699724305	1.83474086436247	1.56152516469737	2.02030715192976	1.59785630958876	2.06122815464551	2.06133584871443	2.2496771313301	1.47141099226202	1.55835322679704	1.28261317693817	1.99338261323194	1.44894010229999	2.39378573717007	0	1.27881909495487	1.88419550039516
"Paenibacillus sp. H1-7"	1.92932258552811	1.61838696234439	1.90921994496009	1.92974683741901	1.49154740745023	1.9697134024382	1.70569874839703	1.71917815820457	1.73665310146285	1.29634762218804	1.75566718933961	1.6863720788891	1.88609299397497	1.31530034401562	1.69108754623369	1.07144761730153	2.05749694976035	1.9020211104126	2.31038174404434	2.60965418100435	1.8996312894304	2.11916243000314
"Paenibacillus sp. R14(2021)"	2.0584937330986	2.03968734815656	2.36458491241971	2.29672106554565	2.1704523217419	2.16791588679228	2.03880387771848	1.96075902490389	2.046658639842	1.73420484505278	2.02227560830225	2.00795822991952	2.08251988956822	1.6599181438793	2.15289588082784	1.50052750000914	2.13604366408622	1.9066081173605	2.07121903622899	0	1.40409475446425	2.17246330294957
"Paenibacillus sp. sptzw28"	2.14734046576259	1.38312151717002	2.1415105067277	1.9385974738871	1.72609992858559	1.82147701790632	1.88725260929984	1.74760662217358	1.65030522603701	1.87563107500222	1.66788660239324	1.6947968909755	1.91326728455703	1.35133429842431	1.84055734570041	0.951784332151064	2.30362418400891	2.01506238351257	2.27194999098549	2.2394841917663	1.9276801881787	2.17246330294957
"Paenibacillus sp. IHBB 10380"	1.48339742808007	0	1.78075555557787	1.59692051232559	1.4830591750708	1.7227137659623	1.85295944162231	1.70423419737264	1.96226043775898	1.39800478196246	2.07145587265936	1.86514589590134	1.98587051493601	0	1.24429625281871	0.951784332151064	1.53245155955158	1.32912008225533	1.75775022151056	0	1.48645567860766	1.69112887181268
"Paenibacillus sp. FSL R5-0345"	1.84134079759983	1.47642161917596	2.16564238120499	1.98429276333884	1.65146563408314	1.58675904694601	2.00243137671838	2.00095223711787	1.95705396494263	1.43282519185638	1.82510332891294	1.85372411056501	1.95280553627434	1.47141099226202	1.47659765794682	1.07144761730153	1.84901485552106	1.61985159388475	2.2818814393482	2.21331160451036	2.07775701148766	1.81001594224652
"Paenibacillus sp. E222"	1.71668194837122	0	1.69441258557352	1.58719171890173	1.54672911556925	1.68620154114277	1.91903494191109	1.92569108259658	1.82314574545731	0	1.85272582990037	1.85947255074591	1.80240906481926	0	1.346464039806	0.923316684915767	2.12484619767902	1.42193995984213	1.87246708358324	0	1.66779520872757	2.02448959230508
"Paenibacillus sp. 37"	2.43593429540315	0	0	2.5809708547901	2.16691665133006	2.42674828592326	0	0	0	2.0436853859271	0	0	2.30190569080121	0	2.58286096533547	0	2.56827344595621	2.42799632434879	0	0	2.13864993028101	2.44073242310944
"Paenibacillus lutimineralis"	2.21422793876282	1.92175082389732	2.64078192112997	2.43249785716508	2.07207228407057	2.48998568838667	2.20174374857028	2.23770041373683	2.4838914915216	1.92681163792108	2.43819212161429	2.44973384523037	2.49092074676845	1.75149660974799	2.09375909646681	1.57871954480924	2.37930014552773	1.98565233946868	2.95885046964154	3.06759565740046	2.30351896797323	2.44073242310944
"Paenibacillus donghaensis"	2.33561928909975	1.63326620102689	2.52684174243558	2.44359360611245	2.06985836536629	2.43247922371183	2.3076053623869	2.29593466688602	2.09117203009394	1.92141380206869	2.19547261257303	2.17716465408344	2.294147710215	1.67658582470966	2.11667456603192	1.28261317693817	2.50928055818445	2.23594300202548	2.80119327629129	3.06380592886807	2.37308907778656	2.44342853891611
"Paenibacillus mucilaginosus"	2.29564009557035	1.60297981017288	2.62882840258121	2.53467430159235	2.0540366346722	2.36084038895547	2.23258971856724	2.10913265223778	2.310064033514	1.88753711912378	2.23744198820342	2.41935664530697	2.2496771313301	1.49687624440871	2.18924281405103	1.44226975456705	2.58234418671642	2.30314006391125	2.60571437957542	2.47039669132333	2.0660654112833	2.44342853891611
"Paenibacillus cellulositrophicus"	2.16052949140944	1.60297981017288	2.45021033934063	2.37713541402992	1.93870941750095	2.09514016275997	1.96273189115139	1.95225391531773	2.13154415746759	1.81760307332932	2.17525636990769	2.14877876474345	2.19817959890283	1.47141099226202	2.03986780429407	1.2952900689741	2.43270064166343	2.19799510184846	2.78608387367687	3.10029252338803	2.29427557214052	2.42137588619225
"Paenibacillus tianjinensis"	2.20961154778413	1.96472096258721	2.51123717223655	2.46496923515467	2.0540366346722	2.3621811816587	2.15093224628343	2.15455221757416	2.36252725669887	1.81064956093722	2.30736959287866	2.27073642917169	2.33162184936821	1.84961789745507	1.92300486147264	1.39528457481168	2.44372572495129	1.9931936629262	2.58666982322101	2.3508889254537	2.17084791187124	2.43528945316514
"Paenibacillus odorifer"	2.18083265626953	1.61838696234439	2.49915441377143	2.31917583497753	1.95635821082393	1.83968737964502	1.81572442885411	2.00856303399088	1.83021733539386	1.69026217512224	1.93754488998915	2.00795822991952	1.80240906481926	1.4155094465475	1.77031953490511	1.5232860516368	2.29604298970853	1.97016508994981	2.63280136989466	2.93644791000638	2.22063824706104	2.14663005444979
"Paenibacillus macerans"	2.18576353072769	1.66157749903846	2.26254607581594	2.26278109115288	1.91716962725244	1.90954848282401	2.0502812183063	1.90703471773227	1.96226043775898	1.86338940788562	2.1523781975503	2.01996148653603	1.98904266412241	1.6926373935154	1.93360223609422	1.42408101076239	2.33966363911284	1.94999551704146	2.49487783356163	2.55181462382458	2.04585154670694	2.16231364611533
"Paenibacillus lycopersici"	1.94666978260568	1.26413340892501	2.32780928074134	2.23491043153757	1.63967399148278	2.16581691902215	1.96273189115139	1.85655412461481	2.0111556161116	1.72576482419101	2.03784160655177	2.00795822991952	2.12612895706249	0	1.84055734570041	1.00366740964446	2.17815206542588	1.89738513798524	2.32839321406476	2.62035202328087	2.13529484503138	2.07124590871505
"Paenibacillus jilunlii"	2.14195062369561	1.49691990104158	2.34755237238598	2.37393195255088	1.9265320760956	2.19824064628664	2.02701496642311	2.03062646883978	2.26608817934757	2.00959160504295	2.19242301819023	2.17440811341237	2.35537427099261	0	1.91488360335935	1.14796691068847	2.07054481647774	1.70023780214152	3.06304049538583	3.01554535932842	2.23693187320366	2.08372971307214
"Paenibacillus borealis"	2.13923040920672	1.58700590153903	2.45626309501433	2.25650631914657	1.9043638787067	2.07226510121082	1.83474086436247	2.07812697029132	2.06337794738324	1.69941361141577	2.2628918446358	2.06490880715486	2.29100529401427	0	1.75873080559042	0.923316684915767	2.29604298970853	1.91563929726586	2.7441469074873	2.8200970001168	2.21225631258129	2.20622799099203
"Paenibacillus protaetiae"	2.01715198878202	1.40839182861812	2.37194567623999	2.26896649371513	1.92343363182405	2.07486709256487	1.7531022460504	1.82318552888851	1.70973393403695	1.68091374155709	1.93754488998915	1.81120218210071	1.92072898275596	1.31530034401562	1.81034702145309	1.35365481830466	2.30362418400891	1.98183199553603	2.80415308569422	2.68865757134521	1.92221346182497	2.21541177669013
"Paenibacillus polymyxa"	2.68957765503746	2.08332196898712	2.95582497189892	2.70286939099342	2.42146596661748	2.72114613930847	2.6378748039566	2.7968775489012	2.83145148314021	2.3895414553595	2.74405130068412	2.87492157065636	2.74722733332237	2.24163809519103	2.58403325617717	2.23529571472954	3.16533859656358	2.80148704655764	3.16536702559354	3.33510637144292	2.40860810039304	3.15284647509537
"Paenibacillus dendritiformis"	2.20961154778413	1.38312151717002	2.3915671983901	2.34741628344706	1.91716962725244	2.08258081817629	1.85295944162231	1.62066549417493	1.45197595268716	1.89912545340602	2.0754804573208	1.96536754646224	2.11444796819507	1.31530034401562	1.85958983208951	1.05000846071163	2.10154605872085	1.89269914339287	2.779889787387	2.78538965577978	2.15181693385309	2.19684579767735
"Paenibacillus graminis"	2.17332975861603	1.75933413380743	2.35709723853389	2.18820275145687	1.85266920166354	1.96639585676908	2.10351605953229	1.97728529912283	2.12090048574139	1.69026217512224	2.07145587265936	2.07891375227755	2.00760386587704	1.62453154421359	1.75873080559042	1.02745574034496	2.31107530571203	1.84808143358041	2.95885046964154	2.96124356328601	2.08158529829099	2.16231364611533
"Paenibacillus stellifer"	2.04852135943258	1.72520146730953	2.26721568364162	2.14412463580907	1.77251036852953	2.04535003017254	1.97637227283864	1.94357891118043	2.0550987453556	1.91594803139624	2.10453171865613	2.1152496454752	2.17820017435043	1.60569476635898	2.00132101875486	1.13006357990617	2.33269103954362	2.16404480836436	2.62395876555166	2.69759426136059	1.93307895610109	2.12479669298294
"Paenibacillus physcomitrellae"	1.84672545982245	1.55317947935411	2.16564238120499	2.08890812941365	1.70605183819206	2.15300551036858	2.18545829018594	2.26779288389585	2.33489854563165	2.04776490012785	2.3257638225571	2.37465562287236	2.4621223660789	0	1.50559354170762	1.19763348983375	1.89948367297152	1.55316986897192	2.49487783356163	2.66068814107391	2.11460109379328	1.96405478166385
"Paenibacillus riograndensis"	1.83588853382848	0	2.15071780788053	2.03274601444297	1.82626384180699	1.6733152402142	1.73004694136727	1.98531843779934	1.69081375620472	1.54949534071712	1.81060403237107	1.79824708182262	1.86976562279455	0	1.81034702145309	1.45972725590345	2.16800150412017	1.96220931016134	1.89696691968682	0	1.65779818455323	2.16231364611533
