"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Massilia"	3.10796496573909	3.3025034145929	2.9932875328735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09282152949038	0	0	0	0	3.2122022190336	0	0	0
"Mesorhizobium"	0	0	0	0	0	2.6061960762929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54870175759707	0	0
"Methanomassiliicoccus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778732397640364	0	0	0	0
"Methylibium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5235873439608	0	0	0
"Methylobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22775283010194	0	0	0	0	0	0	0	0	0	0	0	0	0
"Methyloceanibacter"	0	2.55673672024585	0	3.85682404399907	3.84115442398385	3.91480231042737	2.6735050868609	0	0	2.59736463047296	2.55584837026891	2.57119408016998	2.73619615666263	0	2.802689314567	2.46972256050808	3.85343656216701	3.84305812008776	3.85178134841794	3.86885995539364	3.77678988613634	3.85459217727452	3.81551058517591	3.81412429966877	3.79601061537066	3.81627103726087	3.71585842081605
"Methylophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.626611919335	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microlunatus"	0	0	0	2.53282049934304	2.39748843288409	2.49605481946025	0	2.13262909964464	0	0	1.96381425150323	0	0	0	0	0	2.38087405370081	2.38746826649704	2.38962951685824	2.46459661673887	2.35069027506264	2.3912806261022	2.4774541508619	2.29693506162845	2.32279080016379	2.37521107509053	2.40825436651494
"Micromonospora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11279201320592	0	0	0	0	0	0
"Mitsuaria"	0	0	0	0	0	0	0	0	0	2.54956910541705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mle1-7"	0	0	0	0	0	0	0	2.58140654249384	2.76817674363663	2.23512360333537	2.39544185529194	2.56502542415602	0	0	0	0	2.57439948850183	2.87651681214402	2.54440446407322	0	0	0	2.82253716057283	0	0	2.80003422605616	0
"MM1"	0	0	0	0	0	0	0	0	0	0	0	1.92977502949617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MND1"	0	2.5404803058993	2.712924443155	0	0	0	2.41207588452055	2.54834384573107	2.63004379591602	2.58089208056791	2.46844905905799	0	2.668459187108	0	0	0	0	2.39124578068222	2.15738469690359	0	0	2.39654488307914	0	0	2.52566261907182	0	0
"Mucilaginibacter"	2.6789844091938	2.58646757577455	2.6995455949758	0	0	0	0	2.27667587994997	0	0	0	2.31998510003638	0	1.93867916783833	0	0	0	0	1.93754644100634	0	1.69005102544768	2.05342230325019	0	0	2.18901387132752	2.13446392789767	1.98209621423727
"Mycobacterium"	3.13588529709924	2.87120056028272	3.16553024016299	0	0	0	2.9064457855501	3.12535035130325	0	2.89173350936531	3.15419267626495	3.13149734881726	2.89251682758906	0	2.98053440284916	0	3.0649766069986	0	2.07395706120433	1.9636554080763	2.74421321210747	3.07589359868942	3.04592180932375	0	0	2.91743967991467	1.85382443269268
"Neochlamydia"	0	0	0	0	0	2.55117059115704	0	0	0	0	0	0	0	0	1.81579358473479	0	0	0	0	0	0	0	0	2.5272007094533	0	0	2.73482095352455
"Niastella"	0	0	0	0	0	0	0	0	0	0	2.69895985925147	0	2.72213597717011	2.55426487694003	0	2.56069274561279	0	0	0	0	0	0	0	0	0	0	0
"Nitrobacter"	0	0	0	0	0	0	0	0	0	0	2.30763138937359	0	0	0	0	3.34599700387036	0	0	0	0	0	0	0	0	2.38428534309182	0	2.34608897830321
"Nitrolancea"	0	0	0	0	0	0	0	0	0	2.30064353958478	0	0	0	0	2.59802643955075	0	0	0	0	0	0	0	0	0	0	0	0
"Nitrospira"	2.92002228537483	2.89537731964541	3.03098175781042	2.97776938031433	2.9654171496628	2.89590150851251	2.96808549738334	2.96071146767105	3.00014694017822	2.88761052606256	2.97079499511478	2.95108979675566	2.99418029909471	2.41986683258826	3.02664181094675	2.74016081139913	2.72906822825609	2.8332089764828	2.83694848915841	2.87385956738985	2.85526593146256	2.84107966291009	2.82007562629585	2.85830556278857	2.75821785771062	2.81168941222637	2.83834704970183
"Nocardioides"	3.32715849256301	3.15560169435106	3.44228004090097	3.19885462112632	3.04083169570593	3.0718087524299	3.17140870405221	3.09921402748697	3.03608128989549	2.99658391797352	2.98903507764033	3.04076454207533	3.02749599738123	2.65492342495161	2.93732459125761	0	3.14544425167191	3.33373278381083	3.22971616736309	3.45628015565888	3.26801265295455	3.24189321046623	3.20168406400545	3.11948800592258	3.23065340826805	3.42129865927721	3.34974216628945
"Nordella"	0	0	0	2.82422120279222	0	2.72972361122918	0	0	0	0	0	0	0	0	0	0	0	2.75686482297241	0	0	0	0	2.82007562629585	2.78402946818488	2.68112230114969	2.82762884576735	2.73906681128469
"Nostoc_PCC-8976"	0	2.39414276637627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Noviherbaspirillum"	0	2.40235095394056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Occallatibacter"	0	0	0	0	0	0	0	0	0	0	2.81828612668736	0	0	0	2.67158172672641	0	0	0	0	0	0	0	0	0	0	0	0
"Ohtaekwangia"	0	0	0	0	0	0	0	0	0	0	1.97813728319178	1.91812399100805	1.90755607478913	1.9980312554577	0	1.99243248965187	0	0	0	0	0	0	0	0	0	0	0
"OLB12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27106733271345	0	0	0
"OLB17"	0	0	0	1.49765393914142	0	0	0	0	0	0	0	0	0	0	0	2.5478787206548	0	0	0	1.49587699746247	0	0	1.63917052346345	0	0	0	0
"Oligoflexus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00374654016275	0
"Opitutus"	0	1.55618579573335	0	0	0	0	0	0	0	2.014338077907	1.87972469972135	0	1.94333818329713	0	0	0	0	0	0	0	0	1.56853927997546	0	0	1.84790700702568	0	0
"Oryzihumus"	0	2.12205244910311	0	0	2.60602549803805	2.5859715172256	0	0	0	0	0	0	0	0	0	0	2.69762075543682	0	2.7066555872534	2.54471753462067	0	2.64576841347251	0	2.64056919523435	2.50258188629278	2.68809939154653	2.59862638215054
"Oxalophagus"	0	0	0	3.05024971809109	2.96803214012054	2.6454127329672	0	0	0	0	0	0	0	0	0	0	2.67289889834992	2.96272211779488	2.92835777594091	0	2.86956838974837	2.692311326626	0	3.01375411206322	0	0	2.99191492936715
"Paenarthrobacter"	0	0	3.36061703118675	0	0	0	0	0	0	0	0	0	0	1.70950350411952	0	0	2.88833526501416	0	0	0	0	0	0	0	0	2.94913204239291	0
"Paenibacillus"	3.55233819690128	3.40968522987046	3.51661723691692	2.65460187425914	0	0	3.19559859571438	3.1867005275521	3.42081282116162	3.19351010601992	3.36938723833421	3.17456532712144	3.31148562774715	3.12108006866666	3.48569344312791	3.18495504486844	3.08653383751046	2.63190936632805	2.80475692918809	0	0	2.4874841745833	0	2.67347420814444	2.81097610716296	0	0
"Pajaroellobacter"	0	2.64138114221365	2.76500722282909	0	2.61316677091285	2.86014410666992	2.869337472893	2.81854185358294	2.83968212121362	2.80026311683643	2.80432207765823	2.86054806839333	2.90017131638771	2.42508586714526	2.82418628383137	0	0	2.92862948434784	2.6025951832661	2.90686254666687	2.57699430054949	2.85767894349527	2.90635740303975	2.68446797649482	0	0	0
"Pandoraea"	0	0	0	0	0	0	2.83842914345137	2.9663144142683	0	0	3.01954078012985	0	0	0	2.96809818829143	3.09236848172475	0	0	0	0	0	0	0	0	0	0	0
"Parachlamydia"	0	0	1.99172747084439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paraclostridium"	0	0	0	0	0	2.86267788368603	0	0	0	0	0	0	0	0	0	0	0	0	2.15392074524299	0	0	0	2.7667369497844	0	0	0	0
"Pedomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92092256501588	0	0	0	0	0	0	0	0	2.65030568747394
"Pedosphaera"	0	0	2.82290590157683	0	0	0	0	0	0	0	0	0	0	0	0	2.49099000993613	0	0	0	0	2.71639989345779	0	0	0	0	0	2.6021152964046
"Peredibacter"	0	0	0	0	0	0	0	0	0	1.175835977764	0	0	0	1.626611919335	0	0	0	0	0	0	0	0	0	1.80139225599169	0	0	1.66099069691385
"Phenylobacterium"	0	2.48502602103979	2.65070324349659	0	0	0	0	0	0	2.52735719134958	0	0	2.71152795145817	0	2.58445813027742	0	0	2.45253075351067	0	0	0	2.38236253232637	0	0	2.53618173088889	2.49269810590574	2.50807339457691
"Pir4_lineage"	0	0	0	0	0	0	1.79037633586688	1.70747419230493	0	2.038411877072	1.61388579587813	1.65597096478055	0	0	1.71909805318631	0	1.94777296177867	2.01870187043388	2.78650577985094	2.20140782622906	2.20006078424381	2.4268568912403	0	2.57593755090127	0	2.14714584241813	2.06132798036495
"Pirellula"	0	1.99301939715039	0	0	2.43286238245714	0	2.34752961305963	2.37545763233496	2.52891639660733	2.43219041275407	2.33635061880489	2.35876954949912	2.54454851219394	1.8585893146427	2.38101600520416	2.17325486593684	2.31570789609866	2.62974297016426	0	2.39231677511	2.21412061137976	2.31209909811033	0	2.45564673164303	2.55093985026428	2.29417420942843	0
"Planctomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44992044934637	0	0	0	0	0	0	0	0
"Planctopirus"	0	0	0	0	0	0	1.9782037099707	0	0	0	0	0	0	0	1.77965602634184	0	0	0	0	0	0	0	0	0	0	0	0
"Plantactinospora"	0	2.77305360205414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polycladomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93050401900732	0	0	0	0	0	0	1.99468761827021	0	0
"Polycyclovorans"	0	0	0	2.70956396963868	2.68881258538344	2.48614837658226	0	1.91110606302745	0	0	0	0	0	0	0	0	0	2.26312231646864	1.98622685053951	2.08741202939256	2.23306968926532	2.10071472152309	2.17241904533136	2.10536135046482	2.2016694592694	2.35049515535825	2.12135850052173
"Pontibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39488391049088	0	0	0	0	0	0	2.37165165854798	2.43958749793107	0	2.47210345222221
"possible_genus_04"	0	0	0	0	1.22052585301405	0	1.58191195174354	0	0	0	1.44705232655869	0	2.23316386494322	0	0	0	0	0	0	0	0	0	1.2678313494616	0	0	0	0
"Povalibacter"	0	0	0	0	2.76668660555563	0	0	0	0	0	0	0	0	0	0	0	2.49998277923673	0	0	2.81858984835336	0	0	0	0	2.79024944825644	2.5291932800766	0
"Pseudarthrobacter"	0	0	0	0	0	0	0	1.82663704562128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudenhygromyxa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38419950148626	0
"Pseudoduganella"	0	2.79990950958364	0	0	0	0	0	0	0	2.99915493616977	0	2.88501365624418	0	0	0	0	2.90833704781009	0	0	0	0	0	0	0	0	0	0
"Pseudolabrys"	0	0	0	0	0	0	2.47713761128147	2.50110096844128	0	2.29419409361737	2.41904373953388	2.45099301580458	2.55306813955878	2.0326711196396	2.42295899727446	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47778358005966	0	2.44241417272465	0	0	0	0	0	0	0	2.54252026849173	2.14299782601991	0	0
"Pseudonocardia"	0	2.74957471614581	2.24657319500678	0	0	0	2.72610616272655	0	2.96865712205247	0	2.6874195660663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudoxanthomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29896851273053	0	0	0
"Quadrisphaera"	2.68271518301923	2.69842744226368	0	0	0	0	2.50685778092033	2.47478510619814	0	2.33301589238367	2.47072109310531	2.40732468097722	2.52399430480017	0	2.54209451548398	2.70899946181163	0	0	0	0	0	0	0	0	0	0	0
"Ramlibacter"	0	0	0	0	0	0	2.6614566750722	2.73837377979774	0	0	2.64328689987372	0	0	0	0	0	2.16081938865173	2.45740252421596	0	0	0	2.2556175072042	0	0	2.40663592469765	0	0
"RB41"	2.63152058973496	2.59698223206433	2.8094025192167	2.83643757624392	2.87667828110018	2.81931921616962	3.08602281613653	2.92504817077776	2.86803773106946	2.90784483007138	2.91669025489921	2.98578644295334	2.95975178836488	2.34685250567171	2.66996769271525	2.56195359650015	2.80904503869817	2.86656031881169	2.84339452492626	2.90772062180405	2.84503109138203	2.8594847463571	2.85256590425491	2.88751918618263	2.76780692084027	2.88951666242345	2.89558723104494
"Reyranella"	0	2.73621206673509	0	0	0	0	2.79995839258518	2.60942439690294	3.02808523829662	2.77738265481718	2.74590168424123	2.71948368961094	2.80670375571629	0	2.71668234434415	0	0	0	0	0	0	0	0	0	0	0	0
"Rhizobacter"	0	0	0	0	0	0	2.52098840922767	0	0	0	0	2.56679685609406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhizocola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14180779400118	0	0	0
"Rhodanobacter"	0	0	0	0	0	0	0	0	0	1.98223859493454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhodococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05812237555658	0	0
"Rhodoplanes"	2.71492390503918	2.35242803042028	2.55781827929104	0	2.64392439787341	0	2.92131458882225	2.89424644976773	2.6204419589161	2.80529930076123	2.64707792466122	2.97659527469616	0	0	0	2.37044966301433	2.64668437362095	0	0	0	2.6310753936955	2.59141064653729	0	0	0	2.56045183223983	0
"Risungbinella"	0	0	0	2.70956396963868	2.88685409753563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77721594172482	0	2.69944869209034	0	0	0	0
"Roseateles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5100750245977	0	0	0
"Roseimicrobium"	0	0	0	0	0	0	2.0241975988853	0	2.1035903784822	1.88562665176326	0	0	0	2.20570147152383	0	2.13460992660257	0	1.8126391090614	0	0	0	0	0	2.21656000983762	0	0	0
"Rubrobacter"	2.01122905516861	1.9716333589124	2.17551904477332	0	0	0	1.92283648182989	1.85323038294602	1.96357512917954	1.79322717704066	1.9710348113685	1.88116919424213	1.95463910171175	0	1.88013319400551	0	1.22429374252267	0	1.45322385159051	0	0	0	0	0	1.42469214810487	0	0
"Rugosimonospora"	0	0	0	0	0	0	0	0	0	0	2.08665775100639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ruminiclostridium_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54156477823267	0	0	0	0	0	0	0	0
"Rummeliibacillus"	0	0	0	0	0	1.96788937167576	0	0	0	0	1.95275320548779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95835733057669	0
"Salipaludibacillus"	0	0	0	0	1.40721053135125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Schlegelella"	0	2.51614763319108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Schlesneria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8335099259502	0	0	0	0	1.95372397768712	0	0	0	0
"Scytonema_PCC-7110"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77446464145531	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sediminibacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59330799989447	0	0	0	0	0	0	0
"SH-PL14"	0	0	0	0	0	0	0	0	0	0	0	0	1.93173532564606	0	0	0	2.4084559128045	2.47013290010779	2.44638780132629	0	2.44151344757353	2.49727547236178	2.57588327538186	2.59481945189606	2.45656012812636	2.71257363071566	2.50663264723034
"Shimazuella"	0	0	0	0	0	0	0	0	0	2.27932282364642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Simkania"	0	0	0	0	1.88563836576654	0	0	0	0	0	0	0	0	0	0	0	1.87435753519317	0	0	0	0	0	0	0	0	0	0
"Sinomonas"	2.68395168613956	2.74442687312988	2.8062258131121	0	0	0	0	2.65975407767849	0	0	2.4569070994346	0	2.56554217752373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21831250680071
"Solirubrobacter"	0	3.3484847949795	0	0	0	0	3.42701989994998	0	3.15125711680067	0	0	0	2.9982350611025	3.05044636967603	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorangium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62620387629088	0	0	0	0	0	0	0	0	0	2.66973288146302	2.36248425052388
"Sphaerisporangium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22953671435268
"Sphingomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46344085507157	0	0
"Sphingomonas"	3.29692900978158	3.37904828069752	3.32735072130344	2.90329393975229	0	0	3.31176703814651	3.37690878450433	2.84187421278168	3.04097393071643	3.34947874931102	3.4595641672057	3.24424707797759	2.76690095676449	3.26067337309414	2.9145934615339	3.00206384526212	2.92808350278333	3.08228653377427	0	3.1438031456764	3.02112208631952	0	2.76641343824762	3.29414974250853	3.03354074191451	3.33734753910059
"Spirosoma"	0	0	0	0	0	0	1.83596413162253	2.13533195727857	0	1.83725244265929	1.98857783964787	1.99047342257897	0	1.97525425175659	0	1.95334462865899	0	0	0	0	0	0	0	0	0	0	0
"Sporocytophaga"	0	0	0	0	0	0	1.72103537128649	0	0	1.13092622829107	0	0	0	1.24379635687467	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sporosarcina"	3.02125159668075	2.97490181465903	3.06096024919891	0	0	0	2.92642021646024	2.84771531261932	2.93996953928835	2.74294782694919	2.9227345514185	2.93359405002011	2.95864792667719	2.31596299097262	3.01510942288922	2.61520698276303	0	0	0	0	0	0	0	0	0	0	0
"Stenotrophobacter"	0	0	0	0	0	0	0	0	2.93352551395048	0	0	0	0	0	0	0	0	0	0	0	0	2.30784125830113	0	0	0	0	0
"Stenotrophomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35946992976014	0	0	0
"Steroidobacter"	0	0	0	2.56996388138443	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56674858716107	0	0	0	0	0	0	0	0	0
"Streptosporangium"	0	3.21128922920135	0	0	0	0	0	0	0	0	3.11540588139321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Subgroup_10"	2.11878441626872	2.07974636435258	2.39529500948979	1.71394407232088	0	0	2.54513187605725	2.39068796354149	0	2.16014950854083	2.32540656121279	2.38507059896267	2.38935825370014	1.85474845149854	2.08954956663839	0	0	0	0	0	0	0	0	0	0	0	0
"SWB02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12790733146185	0	0	0	0	0	0	0	2.04551587268927	0
"Taibaiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8773000503988	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tellurimicrobium"	0	2.69429566019157	2.71685902832722	0	0	0	0	0	0	2.84726705700355	2.61740021093523	2.54318473624383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Telmatocola"	0	0	0	0	2.3143698257696	2.17025222197021	0	0	2.37818376481532	0	0	0	0	0	0	0	0	1.69927570888668	0	0	2.211344824089	0	0	0	2.06501093075956	0	0
"Terribacillus"	0	0	0	0	0	0	0	0	0	0	0	2.35302354192637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Terrimicrobium"	0	0	0	0	0	0	0	0	0	1.58608394436445	1.92180101597367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thermosporothrix"	0	0	0	2.86667974634333	3.00018343161499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01184396515452	2.88751918618263	0	0	0
"Tumebacillus"	3.09570031818796	3.0288467973915	3.11586433302249	2.85452635421459	2.76502549290104	2.31375633994072	2.8520781848029	2.85548298184246	3.01702725517763	2.76106119512084	2.87676788687084	2.83509833327632	2.96304663826432	2.33552483380183	2.94640290702488	2.56820352069942	2.77016941828624	2.65913114512846	2.73766455539609	2.74539314101218	2.54202803860313	2.59913656195263	2.66203510387836	2.74443083542065	2.53386607014235	2.59186109902476	2.75156086852181
"UTCFX1"	0	0	0	2.47777033796599	0	0	0	1.76167878052081	0	0	1.72158533300035	0	0	0	0	0	0	0	0	0	0	2.13388328715221	2.26727795932619	0	2.02193865391468	0	2.45293586771257
"Verrucomicrobium"	0	0	0	0	0	0	0	2.03921626362085	0	0	0	2.15947366617736	0	0	0	0	0	0	0	0	0	0	0	1.9464700881342	0	0	0
"Vicinamibacter"	1.97487950771322	1.84531494697354	2.26543582630153	0	0	0	2.34604645497303	2.22726639711833	2.4068933212113	2.18799046971076	2.17115775823065	2.31527865307257	2.37476676022219	1.76508151429016	2.23245830062524	2.15756852118446	0	0	0	0	0	0	0	0	0	0	0
"Virgibacillus"	0	2.73470162658367	0	0	0	0	2.72919145259113	2.65733091486588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vulgatibacter"	0	0	0	0	0	0	0	0	0	0	1.90127222547533	1.72870739076444	0	0	0	0	0	0	0	0	0	0	0	1.66802664228751	0	0	0
"Xylophilus"	0	0	0	0	0	0	0	2.31927332568774	0	3.27148265981214	0	2.76322576199133	0	2.72995193231324	0	2.91626716195817	0	0	0	0	2.37998509818551	0	0	0	0	0	0
