"SRR5865065"	"SRR5865066"	"SRR5865067"	"SRR5865068"	"SRR5865069"	"SRR5865070"	"SRR5865071"	"SRR5865072"	"SRR5865073"	"SRR5865074"	"SRR5865075"	"SRR5865076"	"SRR5865077"	"SRR5865078"	"SRR5865079"	"SRR5865080"	"SRR5865081"	"SRR5865082"	"SRR5865083"	"SRR5865084"	"SRR5865085"	"SRR5865086"	"SRR5865087"	"SRR5865088"	"SRR5865089"	"SRR5865090"	"SRR5865091"	"SRR5865092"	"SRR5865093"	"SRR5865094"	"SRR5865095"	"SRR5865096"	"SRR5865097"	"SRR5865098"	"SRR5865099"	"SRR5865100"	"SRR5865101"	"SRR5865102"	"SRR5865103"	"SRR5865104"	"SRR5865105"	"SRR5865106"	"SRR5865107"	"SRR5865108"	"SRR5865109"	"SRR5865110"	"SRR5865111"	"SRR5865112"	"SRR5865113"	"SRR5865114"	"SRR5865115"	"SRR5865116"	"SRR5865117"	"SRR5865118"	"SRR5865119"	"SRR5865120"	"SRR5865121"	"SRR5865122"	"SRR5865123"	"SRR5865124"	"SRR5865125"	"SRR5865126"	"SRR5865127"	"SRR5865128"	"SRR5865129"	"SRR5865130"	"SRR5865131"	"SRR5865132"	"SRR5865133"	"SRR5865134"	"SRR5865135"
"Anaeroglobus"	1.29447389108819	0	0	0	0	0	0	0	0	0	0	0.537611469692641	0	0.444191676842108	0	1.67490199418714	0	0.56484576275576	0.444191676842108	0	0.678448395736978	0	0.444193086173029	0.276571905720761	0	0	1.13864973982082	0.802271341108598	1.33204654364225	0.630786378243509	0	0.444188858209394	0.574487244209383	1.56351442390872	0.537826369236037	0	0	0	1.48266874586764	0.802169407052225	0	0.736574815328009	1.23117960160807	1.12924110159148	0	0	0	1.25331423623317	0.276569832542274	0	0.659138772940692	0.564831351103386	0	1.53080220594567	0	0	0	0	0	0	0.276561540149561	0.474084119939833	0.759499452378518	0	0	0	0	0	0.474126364294509	0	0
"Anaeroplasma"	0	0.276573978931373	0	0	1.15706529707978	0	0.564816940287243	0	0	0	0	0	0	0	0	0	0.891007604221346	0	0	0	0.678448395736978	0	0	0	0	0	0	0	0	0.502748058130765	1.15127388402791	0	0	0.466048091320436	0.66978966734941	0.757699626552802	0	0	0	0.444105726012199	0	0	0	0	0	0	0	0	0	0.736578409335254	0	0.659142209420994	0.276567759395911	0	0	0.679067472483709	0	0.539964351244027	0	0	0	0	0.528130335985296	0.859316991679049	0.873833307781492	0	0.798662606562242	0	0	0	0
"Anaerostipes"	1.85877424908523	1.88474723192494	3.20223759022653	1.27531633370865	3.86980132492041	2.56531122357607	3.9730195307336	2.18163315570346	2.61333184207525	1.81957455184015	2.0107640567209	2.94506571433596	1.57414512619775	1.59428443827128	2.72203351211442	2.30010581455238	3.10251658587431	1.38297401948736	1.61353695166927	2.44111828107373	2.19183787254993	1.65465040752608	1.48266874586764	1.5530170831993	3.12672597076412	1.443480119664	3.38986504140707	1.99148435684376	2.49134771628369	1.61672216401784	2.75455672756568	1.12925332474404	1.22025603556448	2.35071161125737	2.37329009308525	2.37076837481604	2.10229903936392	2.18446630441782	1.38295925230207	2.99680807289535	1.26153993847187	1.81956154803589	2.38598204406066	2.08671223567861	2.37768780406204	1.649628492541	2.53408530927551	0.99584338574797	1.15706529707978	3.31230688888777	2.77770722391896	2.62090391573208	2.96123744193113	1.6228480384727	3.36747325346741	3.41310561961092	2.02519334232284	2.23043677917825	2.12788779771344	2.46457401065826	2.32274015842193	2.44415894188451	2.57664173552734	3.29303020779381	3.0045864816098	2.739580972541	2.59087273234121	3.37730359869185	1.62907352460156	1.51532033496524	3.23756352552226
"Anaerotruncus"	1.4564461297388	1.80163812758239	0.909737866781575	1.59680470920488	0.276569832542274	0.758588791615898	0	1.84148431850846	0	1.09954843637974	2.59317588988258	0	0	0	2.06397563969051	1.8423983077958	0.70486240299319	0.859351127099058	0.95492871547197	0	0.780003317029488	1.47730007786181	2.1346620032495	0	1.18384484678556	0.611525729426129	0	1.9186633075052	0	0	0	2.10227938963439	0.669495308877086	0	1.33896402622453	2.17893955785587	0	0	2.30204144469747	2.04682352459697	0.518718260896649	0	0	0	0	0.802258365856902	0.80227875577735	0.444193086173029	0.444191676842108	0	1.03322357766173	0	0	1.78290883375785	0	1.17159367455719	0.933911067784649	1.31673904151746	1.09557593404711	0	1.64088708216951	1.73588239114242	0	0	1.03012330983988	0.714605454811658	1.51509246284639	0.773027943092159	1.07505792567437	1.04253269215914	0.876297515634408
"Atopobium"	0.802291731866313	0	0.659126745594003	0	0.276569832542274	0.461542417257513	1.77646911829159	0.604066929644531	0	0.802284316893089	0.444180402544268	0	0	0.95492871547197	0.659145645943757	0.95492871547197	0.569631447869878	1.91869374542049	1.06765258562711	0.276553248270784	0	1.29931334221184	0.909759093729384	0.859339748231949	0.528706874960095	0	0.720462291647561	1.8796532860317	0.909753304430018	0.729545578116209	0	0.444188858209394	1.1117240222812	1.06388175882433	0.770860518701775	0	0.444201542362456	0	0.954930672009496	1.65810446225863	0	0.736574815328009	0.859339748231949	0	0.794745223080715	0.444173356423646	0	0.954930672009496	0.995841407262024	0	0.909751374685526	1.65823358090867	0.444188858209394	0.659140491175535	1.07877639469808	0	0	0.672155684513966	0	0	0.85932078432849	0.774351501597394	0	0.444177584066895	0.627305620144092	0	0	1.37431419870036	0	0	0
"Bacteroides"	4.35383311400924	4.30533103327164	4.87376871233233	4.44671341460735	4.24457304621987	3.4883078589574	3.19266596405405	4.10780899042684	4.4628388640685	4.15194974901372	4.45814662042257	4.62065941168929	3.96335293827507	3.99845424348879	4.30883311155576	4.49885718676103	3.98924640828409	3.64477906109573	4.31777834162863	5.00066381796286	3.96166815346132	4.42572983353448	4.58807213189913	3.62182539785983	3.91828483750481	4.16326986060003	4.87918078427455	4.81694473296792	4.3268141583602	4.40120406972799	4.97828486305881	4.3335402178559	4.43815685618475	4.3738121118059	4.29639458610039	4.68818782364979	3.77474418791666	4.01090163219883	4.11183109179666	4.56952876054071	3.25240536312779	3.59069790325958	3.53678710252497	4.36534486612916	3.19096609172933	3.47762296317892	4.71024192017806	4.641464175288	3.56757569298801	4.2661308527798	3.94017907122249	3.85477183043874	4.80803259972215	4.82240691699106	4.91445958319731	4.7142401731705	4.11088682047908	4.33162356055496	4.62125324929184	4.8072549910622	4.80706166737393	4.80969728352021	4.71740685245695	3.37823796874076	4.27947223040968	4.71784519372806	4.34864740780924	3.92773749604438	4.11247305221585	4.12070759894743	4.87927095135515
"Barnesiella"	3.50036283706943	3.15729566380758	0.564816940287243	1.71376089058345	0.909757163951946	0.82496349784156	0.444177584066895	2.1929883621678	3.29367977419415	2.26374803126057	2.68927145046274	3.67339655618942	2.64957030830758	0.659143927677068	0.859337851792383	0.276569832542274	2.37962031025412	1.7765080673186	2.83674304126595	0.736555049058593	2.11947591442224	0	2.53522103589234	1.25331631410183	1.9828801535142	1.54368988022551	0	0.564823344991184	0.444188858209394	3.51151530913647	0.81199003445183	2.42108714234029	2.0565676114828	3.35748800713968	2.65140939332807	2.25078582845227	0.954942411465954	2.68903745754593	0.659145645943757	0.659039133478517	1.38049215833667	1.5530021098273	1.7139717382684	0.659130181925698	1.55074621354186	0.736560439730044	2.74279260270034	3.14776243227558	2.35636900009058	2.66320665166791	2.04694999685148	1.72865788243012	2.6606820264045	2.47740338236964	0.616964935422856	2.983459467741	0	1.12500668204617	1.49257686042517	3.63727599402947	0.444180402544268	2.32991128600689	1.69604739797353	1.70640883437765	1.20729109842857	0.861829060640963	2.02858534168906	2.11774298659718	3.04004372677699	1.70879946898456	3.57950120225465
"Bifidobacterium"	1.06766264747628	0.564839357473684	2.11431613279019	1.90263778644522	3.54258659226862	2.76814684024049	4.09737022633719	3.54587168456232	2.00250628441534	1.91398963987854	1.6748847614004	2.76710517454837	3.24522012825336	1.27437502794476	2.09921937330028	2.72858272990217	4.01514281215025	1.85339395609847	0.736583800426939	3.00039804372978	0	0	3.33792229406169	2.36145047309408	2.46942194416538	0.485545374984629	0.824226873050654	2.39850261429632	1.54204728251802	1.75319950508657	0	2.09921282386045	2.77042857223501	2.6526359233409	3.02204661413742	2.09280483107648	1.3136782609053	1.81200879459719	1.85337876700895	3.36095727661407	2.02415985408276	3.13518538766457	3.12050802865326	0.444180402544268	0.714912250178123	2.07056945221168	2.02194950019415	2.00699475025649	2.1231640217044	2.17004259705183	2.31157284470218	3.2511079389643	3.1821341258394	0.564829749860298	1.13221645032401	0.862929505635927	1.45975495198163	0	0	1.15605524158241	0	1.14189190545913	3.12436165573809	0.564816940287243	2.71902048010542	3.34393713459403	0	2.28391113884159	1.71986109430651	2.00556282050651	2.70075505340277
"Bilophila"	2.61719817771998	2.10836141764027	0.564816940287243	2.09037466398252	0.736583800426939	1.56810261440327	0	1.85996933403334	0	1.64090643501145	2.75314290923814	0.921429104734613	2.01454417683432	2.64257464426661	2.54304389660425	2.66237259800173	2.52977542834257	1.78925929543106	2.84455708448906	0	1.5876247049126	1.93839791990299	2.88519081357632	1.25331631410183	1.89374478829195	1.64575578135773	2.16323467114824	0.276563613199555	2.2962085388855	2.53470864072715	0.632631106682173	2.31905908751793	2.92143967597139	2.5018481322566	2.02171615454284	2.54624275046719	0.85934923059386	1.87799804591941	2.65129575215316	0.444105726012199	1.65059409393075	0.564824946192978	0.802286170620083	2.05039623507706	1.79036123040586	1.27434794122458	2.48506482944947	2.54304389660425	2.83617947835439	2.56883452218364	1.92330863132306	1.74980486804065	2.79105142549605	3.08510478933761	0	1.60226650484473	2.36632110359146	1.44929203525414	0	2.63617475733657	0.276561540149561	2.48960559386431	2.23831386881323	0.564816940287243	1.76514389032398	2.55722185194595	1.68673955066305	2.0583561647995	1.78090386842351	0.885697084952792	2.39014301603398
"Blautia"	2.87086046949913	2.58523554776503	3.46746901539337	2.67364931659338	4.43485973959291	3.1032157170848	4.27012009064736	3.85795029390974	3.07951555252129	2.83955213560198	3.20369600109858	3.58599109412505	2.9766178092903	2.99106062849519	3.03101318183741	3.36092301685151	3.83504429534256	2.97170348557818	2.75384266797107	3.82748068083186	3.37139004296856	3.02709094764024	2.9794609273441	3.06193479748471	3.75873194206743	2.74894944348772	3.29331279421264	3.31828775552255	2.99223892688237	2.96213065957439	2.34113878872605	2.62915463004413	3.16123981071679	3.17586094132225	3.18948651335769	3.17153222241299	2.89614745826467	2.93561132782323	3.32494183166274	3.47982875055207	2.61105900301477	2.87549933258735	3.31941886987641	2.7632648465023	2.54741037170008	2.84231024353083	3.45694763358742	3.02776035743167	2.76858585116681	3.41545987418699	3.62209145182704	3.67919686612196	3.58851567650602	3.37712105465909	3.62586946180897	4.16470184338685	3.08326822003992	3.20670142409609	2.94269461933798	3.73472589868693	3.60388645149954	3.2322280546898	2.99655421687515	3.64095501912639	3.34740734386359	3.37700328185508	3.39735578951696	4.17394233690733	2.81307213841877	2.91910779539112	3.39940899942555
