"Sample1"	"Sample10"	"Sample11"	"Sample12"	"Sample13"	"Sample14"	"Sample15"	"Sample16"	"Sample17"	"Sample18"	"Sample19"	"Sample2"	"Sample20"	"Sample21"	"Sample22"	"Sample23"	"Sample24"	"Sample25"	"Sample26"	"Sample27"	"Sample28"	"Sample29"	"Sample3"	"Sample30"	"Sample31"	"Sample32"	"Sample33"	"Sample34"	"Sample35"	"Sample36"	"Sample37"	"Sample38"	"Sample39"	"Sample4"	"Sample40"	"Sample41"	"Sample42"	"Sample43"	"Sample44"	"Sample45"	"Sample46"	"Sample47"	"Sample48"	"Sample49"	"Sample5"	"Sample50"	"Sample51"	"Sample52"	"Sample53"	"Sample54"	"Sample55"	"Sample56"	"Sample57"	"Sample58"	"Sample59"	"Sample6"	"Sample60"	"Sample61"	"Sample7"	"Sample8"	"Sample9"
"Flavonifractor"	1.40243042854553	0.563489286094515	2.12835704695817	2.13939161542328	0	0.910258017524276	1.85749080823694	2.03160456763576	1.4710530040537	0.622634023141293	0	1.98751277563181	0	2.3794056602178	2.58902036683228	0.468931798384331	1.61111604500295	1.62914399634607	1.95532007583467	1.5370900315617	1.98030776029196	2.76389680290702	1.46467308029534	0	1.89739547314413	3.08062408955756	0.436496426444572	0.963436030060082	1.19668280130038	1.1122375673812	0	0.612007212313729	0.953581362907391	1.48537689299004	1.08447025681004	0.984977022342169	0.570545086139421	1.2400068531734	0	0.806122462371396	0	1.17193666100513	0.436496426444572	0.944219501807723	2.1531084408713	1.63790278624857	0.436551753821753	0.613570373712508	0.791808322561009	1.80768120340898	0	0.899294274748063	1.90677195289502	2.67246622267451	0.680879462284241	2.10238013259909	1.45812349051833	0.270957871996563	2.11987747407167	2.07803190095787	1.48728550022881
"Fusicatenibacter"	0	0.698109568028396	1.98351976005462	2.47523276169743	0	2.68985896702638	2.1170261263317	0.270969446163473	0	1.8719419475517	1.89261707549841	0	1.14591020778445	3.28407098080997	2.46283767182739	0	2.75526008033225	3.01717900143136	1.5413756172544	2.04015488214655	0.79613842321742	1.94016387073334	2.48366633264352	1.35035914892884	0	0.442748311110589	1.19653102767492	2.18731653068576	1.70228615286293	1.91320863987317	0.989068095454245	1.15841043603573	1.38150424044925	1.29947395344318	2.25818308880374	2.49037418776902	0	2.46128503713167	0	0	0	2.66522217305728	1.65483589480311	1.49571915657394	0	3.08562562257488	2.64447950484428	1.86016385934357	1.02193627504708	2.5840980347697	0	1.33828025313991	2.53433468181746	2.78828367225202	3.38113952089057	0	2.20276260230159	0.270957871996563	2.58707788309977	2.30531087627011	2.39073333753349
"Fusobacterium"	2.0653339081439	1.3211947723409	1.66313290081341	0	2.28971569389407	0	0.270952085295832	2.10541570266484	2.15020410138798	0	1.17200642772283	0	0.270957871996563	0	0.985044074769901	0	0	0	0	0	0	0	0.53757073096155	0	0	1.6726938800057	0	0	1.19668280130038	0	0	0.914673150986692	2.53144629487526	0	0	0	0	0	0.984898810612638	0	0	0	0.270923155618735	0	0	1.17197154276085	2.61719816219212	0	0	0	0	2.15291973931505	0	1.05662261214548	0	0	0	0.84901322196857	0.436528040229105	1.11820431912518	0
"Gemella"	0	1.48087983443258	1.64647671906765	0	2.3025195411269	0	0.436535944450027	1.41699317964355	1.55202239589993	0.72088159466718	1.6111525313849	0	1.37145882884467	0.522100850679751	0.556115083200851	1.55619713544531	0	0.899218006665788	0.899272482106206	2.00572260065128	0.491570097665523	0.961295747359112	1.07976440530887	0.802871731706763	0.436543848980903	1.7544169153385	1.11808914502043	0	0	0	0.989068095454245	1.61494748721467	2.28481730583115	0.839801405402123	0.817797799389756	0	1.47731706912873	0	1.59213605838299	0	0.792069502712451	0	1.41689726357531	0.436504329425871	0	0.792174035716103	1.89261707549841	0.858228139327019	0.984653115140247	0	1.34889011767809	1.44490693725432	0.985021722544723	1.66308411949205	0.782568471684935	0	0.55610608103923	1.53039884989612	0.985044074769901	0.436575470204343	0
"Gemmiger"	2.21683558397336	1.44091995687318	2.24755160390433	3.16097188271452	2.81460311139583	3.08280923722253	2.99798346056497	1.88778523831375	3.21958202680331	2.40368708603465	1.14592178452231	3.21474443861718	2.32528218389024	0	0	2.36610744975665	2.19564178312429	1.8574662207618	2.07167413184351	2.0720566590745	0.491570097665523	0	2.80028194866291	0	3.50712653622704	3.36997444597195	2.66194529607787	3.44077668213308	2.50608751205271	2.82913775448762	3.73887109182506	3.14578322497703	2.038456662863	1.5478712921031	1.98948376942281	3.25352058414817	2.5530602524221	2.44965512610087	0	1.13347575795439	2.75711374971777	3.48829149088821	3.03554738235113	0	0	3.01100095333657	1.86783725166048	3.00471480121845	0	0	2.34519868532488	1.92063625563645	0.270934726724333	0	0	0.436512232717047	3.45479640507348	2.33233960664935	0	0.436575470204343	0
"Gordonibacter"	0	1.59737704874348	1.47104095846512	1.90431601866435	0	0	1.70218838393428	1.51918710661449	0	0.72088159466718	0.726818263532151	1.65126074265942	1.620254108353	0	0	1.81391879414206	0.985044074769901	1.38712898735702	1.53042305049127	1.24848984764118	1.92972291666799	2.6732228243549	0.770561537837724	1.9636667915923	0	1.65602948936512	0	1.88909883001915	1.21996965653657	0	0	2.05052005476772	1.34824302177384	1.99126333419442	1.33114839799026	0	0	1.21182501739297	0	0	0.984932327802255	0	0	2.06838611653604	2.08622121056764	1.62022977177857	0	1.6681590937425	1.85179412884035	1.68692857331181	0	0	1.95939592210615	0.726747367592038	1.83290931891409	0	1.05665672743802	0	0.556115083200851	1.30229972811699	1.27889767577693
"Granulicatella"	0.782051836440257	1.67716156760615	1.7897951606111	0	1.95381665207587	0	0	1.43116187827047	1.58258003551397	0	1.26303143269083	0	1.11815824521341	0	0.792174035716103	1.03018653653152	0	1.02231966756224	1.11818128145754	1.70895768736953	0.618281602689703	1.54099663013472	0.852484199283945	0.659690165846847	0.436543848980903	1.46756982892132	0.649743441353474	0	1.14599125242839	0	0.948231126269669	0.612007212313729	1.25188112184062	0.758315080949291	0	0	0.808888346886187	0	1.62007161890989	0	0.726686613106307	0	1.19653102767492	0.270928941044005	0	0.792174035716103	1.51917501577279	0.613570373712508	0	0	0	1.70224948683088	0.436512232717047	1.62018110292154	0	0.556097079207823	0	1.33823266890252	1.33820887892686	0	0
"Holdemania"	0	0	0	0.913939801007528	0	1.18373297786421	2.01371549600494	1.11818128145754	1.88284953741951	0.495456827034396	1.02236479949974	1.2351823405288	1.0566908459264	0	0	0.592835908826479	1.2198642035463	1.48356188172373	1.11818128145754	0	0.79613842321742	1.40555258800317	0.921378601871561	0	0.556133088514817	1.86185920393574	0.649743441353474	0.810346818773497	0.792268145220073	1.16989046012674	0	0	1.22974885251199	1.27289564953388	0.673544150904964	0.649724095844549	0	1.71865626808591	0	0	0	1.17193666100513	0.726747367592038	0.726757494547729	1.09614697660104	1.11813521039262	0.270963658952437	0.613570373712508	1.59186898951361	1.78359928241835	0	1.05673634221654	1.69461884353028	0.792132218333154	0.934094589715858	1.48354982486245	0.726777749494783	0.726808134504851	1.64647671906765	0.849056034582502	1.25782225176236
"Howardella"	0	0	0	0	1.57332724333753	1.97188215635047	0	1.08853400638347	0	2.40002119218783	1.68701404564451	0	2.26426969057662	0	0	0	0	0	0	0	0	0	0.669506679680501	0	0	0	0	0	1.62033929763237	1.52075191195489	0	1.09130835780963	1.03185443581196	0	0	1.79578261024976	1.33952049118025	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97048779321006	1.70224948683088	0	0	0	0	0	1.54135139834965	1.9160220657176	2.11130326390665	1.9416617704972
"Hungatella"	0.702715237731851	0	1.47104095846512	0.763546704749285	0	0.910258017524276	0.985055251413536	1.26304322037636	0	0.72088159466718	1.95111788330839	0.586182698939635	0.270957871996563	2.11837258996244	2.57623608524864	0	1.05666809991236	0.848981116190956	1.41699317964355	0	1.552358517197	1.10171563430127	0.852484199283945	0	0.436543848980903	1.12716939771293	0	0	0.985144677310459	0.453060412290782	0	0	0.801006021991165	0.657924346982835	0	1.3713633403627	0	0.878022472379222	0	0	0	0.55608807770661	0.270923155618735	0	1.83875729059819	0	0.270963658952437	0	0.649443738621383	1.08844240674965	0.801576427896946	0.556169103106209	0.899207112634265	1.89253092650995	0	2.57720809688047	1.02231966756224	0	0.649782136449526	0.2709810213511	0.568312704849289
"Intestinibacter"	0	0.80072657654743	2.26219298552206	1.18765484667956	0	0	0	0	0	1.8841868833606	1.53041095001488	0	0.726808134504851	2.34654850180279	2.08419972800356	2.53546733852685	0.726787877486187	2.30893352523833	3.06349908787735	2.46778364977011	2.07438970488659	0	0	0	0	1.52861717382129	0.436496426444572	0	0	0	1.09261022614929	2.68157095645618	0	0	1.80730853748039	0.270911585533297	0	0	0	0	1.02221814144627	0	0	1.26296071407116	1.99565691332549	0	1.11816976315755	2.19702516364853	0.55580020389025	0.848949013569441	0.658489520773912	0	0.792153126327605	0.848949013569441	0	0	0	0	0	0	0.568312704849289
"Intestinimonas"	2.13497582898044	0	0.649782136449526	0	0	0	1.11814672762511	0	0.270952085295832	0.495456827034396	0.649811161340633	0.586182698939635	0.270957871996563	2.18922717458185	1.17197154276085	0	0.848991817766122	0.55610608103923	0.436559658972597	0	0.716251813663233	2.4404090501162	1.95594260908047	2.0810423319403	2.39724286518004	2.66180123367003	0.556079076535572	0	0	0	0	0	0.735346432946542	0.967604391036492	0	0.436480621411524	0.570545086139421	2.27601189528434	0	0	0	0.436504329425871	0.649743441353474	0.270928941044005	1.22769893478172	0.556115083200851	0.270963658952437	0.613570373712508	0.436251587616452	0.270923155618735	0.658489520773912	1.24203589432564	2.11698901204841	1.43106583963355	0	1.44481077795354	0.55610608103923	0.436543848980903	1.41694521875065	0.849056034582502	0.740487120565629
"Lachnospiracea_incertae_sedis"	0.849109558243549	2.80848557261402	0	2.65083909780836	2.42055420664434	2.82241760823039	2.09643324977658	0	0	2.17004594169534	1.60184342504258	1.5813040725734	2.42779303450782	2.28030628529153	1.99126453805891	3.11314781124938	1.97959495539782	2.85147581246749	1.88778523831375	3.18259068094178	2.72129276816544	3.04993242492463	2.28868325569223	3.31263564659123	0.436543848980903	1.64745120652769	3.06111822701039	2.19495385792998	2.10547755938873	2.61378262544549	3.16845766670505	3.03231680437692	1.20642783989993	1.18173935535184	3.20124752199658	2.2097185944815	3.01248583076332	2.48520458507066	0	0	0	1.95938359304945	0.792132218333154	2.82862108037616	0.56214797160137	2.69888468360009	2.16333830241624	2.74441714404599	0	1.72397232189297	3.42345255048129	1.8019074566171	2.49163817357103	2.15805525413443	3.05051571074524	0	2.51409947712358	3.31440507458761	1.66313290081341	1.90687045717089	2.25348923440638
"Lactobacillus"	0	0	0	0.763546704749285	0	1.18373297786421	0	0.556151095149883	0	0	0	0	0	0	0.899228901049471	2.0776640547677	0.270946298850229	0	1.05671359336107	0	1.46790523707809	1.75486496080028	0.669506679680501	1.64158777799496	0.944274747894852	1.25118243863956	0.270923155618735	0	0.792268145220073	0	1.37573136991392	0.789189784469704	0	0.839801405402123	0.817797799389756	0	0	0	1.28290163378609	0.568151984739098	1.14577131469894	1.28301977671969	1.37138721034017	0.270928941044005	0	0.436528040229105	1.44487087483559	0.711237006425361	0.436251587616452	0.270923155618735	0.995087808834826	0.436575470204343	0.436512232717047	1.11808914502043	0.680879462284241	0.436512232717047	0	0.726808134504851	0.436528040229105	0	1.38753567227719
"Lactococcus"	1.32667425851597	0.953286363782873	2.87618960912073	0.913939801007528	0	0	1.5191508351622	1.21991106797536	1.35515150469168	0	0.726818263532151	0	1.41696919848233	2.12600140021181	1.57261902054352	1.26706921112858	0	0.792163580847588	1.02237608337083	0	1.40083337120392	1.34144150857892	1.65383452249298	1.47042485189544	1.08851110434199	0.442748311110589	1.54127875021754	1.30354057871841	1.14599125242839	0.574895606725288	3.46401966085598	0.612007212313729	1.56222989357927	0.657924346982835	1.73939299136807	0.556061075183938	1.57132340538583	0.878022472379222	0	0.74030692076979	1.54120611495521	0.436504329425871	1.26294892888327	1.4169092518332	1.41030422113588	0.270946298850229	1.67126401326887	0.967851367074022	1.37101738612363	0.984999371735534	0	0.556169103106209	0.649762788221746	2.72298264451635	0.547856978056528	2.05202716650571	1.11812369351593	0	1.45813552303868	0.556169103106209	1.25782225176236
"Lactonifactor"	0	0	0.649782136449526	1.47435489006831	1.23129813039457	0	0.556124085692707	0	0	0.495456827034396	0	0.463037043360535	1.19660106955459	0	0	0.468931798384331	0	0.55610608103923	0.436559658972597	1.41633421809499	0.79613842321742	0.833755240048018	0	0.659690165846847	0	0.442748311110589	0	0	0.649869220302824	0.453060412290782	0	1.53133236492195	0	0.527121688946625	0	0	0	0.729775451714896	0	0	0	0	0.649743441353474	0	0.733569381431963	0.270946298850229	0	0	0.726433603082054	0.436496426444572	0	0.2709810213511	0.848970414966467	0.726747367592038	0	0	0	0	0	0.79223677224752	0.568312704849289
"Megasphaera"	0.480244521159062	2.28747703076595	2.25597844944267	1.47435489006831	0	0	0	0.726828392904791	1.21987591911866	0	0	0	0	0	0	0	3.01719145609923	0	0	0	0	1.23791350984089	0	0	0	0	0	0	0.436599189377403	0	0.653267530099706	0	0	0.908387221120887	0	0	0	0	1.92040225377346	0.447114213661607	0	0	0	2.46020103171791	0	0	2.08732450500613	0	2.24068878485024	3.48742283166135	0	0.2709810213511	0	0.556079076535572	0.782568471684935	0	2.8691165721529	0.84901322196857	0	0	0
"Mogibacterium"	0	0.883671243815976	1.2198642035463	0	1.94671856379351	0	0.436535944450027	0.944296848802568	1.21987591911866	0.495456827034396	0.89926158631368	0	1.44485885474432	0	0.436528040229105	1.51950416082946	0	0.270940512659735	0.899272482106206	1.83176911853555	0	1.71777011279841	0.53757073096155	0	0.436543848980903	1.7406567785052	0	0	0.944352107255456	0	0.653267530099706	2.47556608742735	2.16062927601163	0	0	0	1.00288833197041	0	0.555998080850756	0	0.556025076441878	0	0.726747367592038	0.436504329425871	0	1.08848820372263	0.726818263532151	0	0	0	0	1.67924704638893	0	0.726747367592038	0	0	0	2.69131886382262	0.436528040229105	0	0
"Murimonas"	0	0	0.726787877486187	0.763546704749285	0.918441975480089	0	0.72679800582287	0	0.270952085295832	1.06620836425521	1.05670221946615	0	0.556133088514817	0.522100850679751	0	0.468931798384331	0.649782136449526	0	0	0	0.863588343443328	0.522159435788387	0	0	0	0	0.792132218333154	0.810346818773497	0	0	0	0.485974413398763	0	0.967604391036492	0	0.270911585533297	0.570545086139421	0	0	0	0	0.726757494547729	0.649743441353474	0.270928941044005	1.22769893478172	0.556115083200851	0.436551753821753	0	0.726433603082054	0.270923155618735	0.801576427896946	0.2709810213511	0.436512232717047	0	1.09300153101575	0.726767621848637	0.726777749494783	0	0	0.2709810213511	0
"Odoribacter"	2.4932121310753	0	1.75153722587222	0	0	0.910258017524276	1.9988859617149	2.31267363335285	1.37144689153421	0.9270002226704	1.40233462344074	0.884509115306373	0	0	0	0	1.08848820372263	0	0	0	0.491570097665523	0	1.62957746180557	0	0	0	0	0	0.436599189377403	0.967192729879571	0	0	1.03185443581196	0.967604391036492	0.817797799389756	1.14581760669894	0	1.14929998898829	0	0.913754002739702	0	0	0	0.436504329425871	0.799172653286427	0	1.45817162274443	0.487367667607173	0	1.17192503446563	0	1.55208298760556	0	0	0	1.62020543663481	0.55610608103923	0.556133088514817	2.17098098358525	1.61118902098631	1.23567168422544
"Oribacterium"	0.605572091486107	0.698109568028396	0	0	1.29990838638521	0	0	0.436559658972597	0.792184490933172	0.495456827034396	0.792205402413048	0	1.47106504999976	0	0.556115083200851	0.689123960957628	0	0	0.270969446163473	0	0	0	0	0	0	0.442748311110589	0	0	0	0	0	1.71192261410013	1.27293998052843	0	0	0	0.742989238162445	0	0.984898810612638	0	0	0	0	0	0	0.726787877486187	1.24200063147627	0	0	0	0	0.985111139943006	0	0.436496426444572	0	0	0	1.0566908459264	0.649782136449526	0	0
"Oscillibacter"	1.9340407164565	1.01326885449087	1.7095806216549	1.53921539243302	0	0	2.17603882693844	1.5413756172544	0.899239795785333	1.5705345252729	2.40324245813536	1.51081918628538	1.08851110434199	2.4953602124504	2.03849544059175	0	2.18101395891612	1.21985248833051	0.985088783468878	0	1.84725855950341	2.07816187229098	1.9126731808009	0	0.84901322196857	2.13524739829421	0	1.30354057871841	2.76127958133234	1.6174501809403	0	0	0.735346432946542	3.00993394781346	1.08447025681004	1.28298433009374	0	1.72762667652887	0	0	0	1.08845385545973	0	0	2.07988716318015	1.11813521039262	1.53041095001488	1.19036949291621	0.436251587616452	1.63785406971498	0	1.84159440414951	1.77106282449309	1.99121518240742	0	1.65486027436459	1.30221680542471	1.88286184151136	1.77741324135395	1.77748679996991	2.26426040617133
"Parabacteroides"	2.96656691253739	0	2.00635167828486	1.18765484667956	0	1.47030084097187	2.73980011791993	2.86662910663115	2.63496909765122	2.06837375745449	2.25601564409942	2.14910781992894	0.726808134504851	0.652348100369894	0	0	2.40171613079127	1.33819698447472	1.97568370052716	1.5370900315617	1.62303224356737	2.61105167626281	2.71904433264299	1.18385292775033	1.5191629252887	2.26984914337851	1.05662261214548	1.52853366460754	1.93401606596104	2.47937994177901	0.559359233225852	0	2.38287513677988	1.7792462323101	1.83175594498098	2.34261598063397	0	0	0	2.14200878980478	0.270888448422343	2.39567100270614	1.11808914502043	0.98501054696314	1.79184495113335	2.31262400593896	2.80577720684968	1.29324300261543	0.436251587616452	2.15543356043354	0.801576427896946	2.86511696267453	0.649762788221746	0	0.547856978056528	2.84934007139851	1.86778805901744	1.49577949929024	2.78278647714594	2.84997146793511	2.45423381386074
"Paraprevotella"	0	0	0	0	0	1.06817485661596	0	0	0	1.48870820629605	1.3714707665124	0	0.726808134504851	0	0	0	2.60237979028946	0	0	0	0	0	0	0	0	0	1.05662261214548	0.963436030060082	0	0	0	0	0.65796088228224	0	0	1.75146375680299	0	0	0	0	0	0	0	0	0	1.02233095001463	2.22353466019308	2.16439298023583	0.436251587616452	0	0	0.726848652686171	0	0	0	0	0	1.30225234157922	1.63790278624857	2.01377723243625	1.00013687221794
"Parasutterella"	1.00421112476263	0	1.82495403351831	0.763546704749285	0	0	1.75816444672634	2.33930899716658	1.41695720843781	1.92451397599168	1.68701404564451	0	0	0	0	0	2.11987747407167	2.11986510201808	2.64106658361994	2.54671830738546	0	0	0	0.802871731706763	1.78981969041884	2.54079225463269	0.649743441353474	0	2.15030314458726	2.1097904481212	0	0	1.54057937420983	0	1.08447025681004	1.58249505580849	0	2.40537613681351	0	0	0	1.11810066082985	0.556079076535572	1.60177049517808	0	1.66313290081341	0.89926158631368	0.711237006425361	0	0.899185325627615	1.69013103148427	1.62030278579452	0	0	1.71276226457002	0.436512232717047	2.40762961432579	0.985066428411231	1.58256789448327	1.05673634221654	0.447255801613673
"Parvimonas"	0.849109558243549	0	0	0	1.57332724333753	0	0.649791811073283	0	1.26300785839036	0	0.792205402413048	0	1.11815824521341	0	0	1.21884192981458	0	0	0.436559658972597	0	0	0	0.53757073096155	0	0	0	0	0	0	0	1.06076242402299	2.13696674804738	1.80620105552025	0	1.01238140757125	0	0.665270512285793	0	0	0	0	0	0.270923155618735	0	0	0.270946298850229	0	0.487367667607173	1.7642393039088	0	0.658489520773912	1.24203589432564	0	0	0.680879462284241	0	0	1.02235351598336	0	0	0
"Peptoniphilus"	0	0	0	0	0	0	1.14589863140268	0	0.849002519691987	0	0	0	0.270957871996563	0	0	0	0	0.55610608103923	0	0	0	0	0	0.802871731706763	1.87790716898379	0	0	1.40786067185836	0	0	0	0.485974413398763	0.443221575206951	0	0	0.848927613574881	0	0	0	0	0.436449015063086	0.726757494547729	0	0.944219501807723	0	0.649782136449526	0	0	0.55580020389025	0	1.3821535748609	2.08427391924425	1.19655437354255	0	0	1.05664535531877	0	0.792194946498813	0.649782136449526	0.899294274748063	0.662876853447641
"Peptostreptococcus"	0	0	0	0	1.98110282712044	0	0.72679800582287	0.556151095149883	1.21987591911866	0	1.51917501577279	0	0.649801486036979	0	0	0.468931798384331	0	0	0.436559658972597	1.24848984764118	0	0.522159435788387	0	0	0	0.993813777761465	0	0.810346818773497	0	0	0	2.55724382760755	1.59280731640844	0	0.673544150904964	0	0.665270512285793	0	0	0	0	0	0.270923155618735	0.436504329425871	0	0	0.436551753821753	0	0	0	0.801576427896946	1.40237054767418	0	0	0	0.944230550318698	0	0.726808134504851	0	0.2709810213511	0.568312704849289
"Phascolarctobacterium"	0	1.11295038974534	1.87788256490471	1.02543577394482	1.8138017198616	0.910258017524276	0	0.436559658972597	0	2.66364796209945	2.43890076336767	0	0.944274747894852	0.522100850679751	0	0	2.83365257281811	0	0.649820836984265	0	2.09686758501227	0	3.27384290709852	0.996470309632897	0	0	0	1.07640014380654	0	0	0.439377707704935	0	2.43258415428119	2.36268543107305	1.51299458415357	2.19316345640457	0	2.54185319898226	0	3.25086394570474	0	2.24323887550044	0	0	2.26634676538296	1.76466792232683	1.50764065087601	2.37505027882624	1.67080059086512	0	0.801576427896946	3.49447075793874	2.83582899623984	2.96982077404597	0	2.74453040146266	2.74454284530646	3.13272931048557	2.84829941725076	2.46291222157496	2.31444000113109
"Prevotella"	3.80442974566967	0	0.270946298850229	0.763546704749285	1.14977727506078	1.27491579840234	1.35515150469168	0.649820836984265	1.59230610134361	2.63994050358867	2.68516174758996	2.19102013820393	1.30225234157922	0	2.73079223138976	0.468931798384331	0.436528040229105	0.270940512659735	0.436559658972597	0	0	0	3.16834677700065	0	1.26301964536217	0	0.944208453649932	1.24017722410028	0.436599189377403	0	0	0	0	1.24458413885611	0	2.75518541721025	0.916631965296917	0	0	0	0	0	0	0.270928941044005	0.733569381431963	0	0.792205402413048	0	0	0	1.34889011767809	3.73743197336352	0.649762788221746	0.270923155618735	0	1.05664535531877	2.90799884611814	2.73568395914748	1.14588705537697	0.985111139943006	1.55765506752713
"Pseudoflavonifractor"	0	0	0.436528040229105	0	0	0	0	0.270969446163473	0	0.622634023141293	0.270963658952437	0.463037043360535	0	0	0	0	0.556115083200851	0	0	0	0.716251813663233	0.752481296433253	0	0	0	0	0	0	0.436599189377403	0	0	0	0	0.758315080949291	0	0	0	0	0	0	0	0	0	0	0.799172653286427	0.436528040229105	0	0	0	0.270923155618735	0	0.2709810213511	0.726767621848637	0	0	0.649762788221746	0	0	0	0.556169103106209	0
"Romboutsia"	0	0	1.97163730839483	1.59563602043762	0	2.19846184420141	0	0.985088783468878	0	2.10978826028521	0.270963658952437	1.02207154329279	1.95529541641348	0	0	2.39082717157612	0.985044074769901	1.91142150355093	0	0	1.80648277788679	0.652413207415395	0	0	0.436543848980903	0	2.87262386630634	0	2.41504926554988	2.08095244072235	2.57265174608718	0	0.443221575206951	1.75283469356503	1.9078791521421	1.17190178245511	0.449223083868155	1.14929998898829	0	0	1.02221814144627	1.56240050788325	0	0	2.1531084408713	0	1.02236479949974	2.00189728389547	1.02193627504708	1.92945366636389	0	0	0	0	1.70198257999056	0.556097079207823	1.67121520765433	0	0	1.08855690984725	0
"Roseburia"	2.48178226655925	2.69991832986299	1.87788256490471	3.04912861305279	0	2.50300652715553	3.17291994654246	3.1941567957151	2.82530924579755	2.79876383956018	2.54525057135797	3.451462413395	1.81931290244547	3.14351518438403	3.19434747657618	0.892309329000042	3.52340899778186	3.40461882457091	2.12559837516666	2.89127511682162	1.71126474508193	0.522159435788387	3.32377329809855	1.5850096421463	1.87289531784905	2.4499665146701	2.18343686331199	2.9323500110259	3.70442645564292	3.49283129915109	1.76907740105143	2.76060149410473	2.66337717441292	1.89152022311111	2.65378834312385	3.55766994581331	1.79694707010135	2.72204855615082	0	0.999938654009205	0	3.22111749456846	2.52091682746635	2.84665882586156	1.91502674525991	2.66117509367778	3.33245877180862	3.19539632554187	3.58660383100194	3.40071196488892	1.06688607795911	2.78224043391035	3.14524362899084	2.33575131819187	2.85792036809811	1.50758025279755	3.24339445284375	1.9676277957091	2.45367098206968	2.95183258101883	2.94920019891712
"Rothia"	0.605572091486107	1.39690728034715	1.05666809991236	0	1.91710590046434	0	0	0.899272482106206	1.33822077373612	0.9270002226704	1.05670221946615	0	1.35516342173579	0	0	1.86288533076892	0	0.55610608103923	0.849034627573976	1.5370900315617	0.79613842321742	1.10171563430127	1.16029296769638	0.659690165846847	0.270957871996563	1.15496688230647	0.270923155618735	0	1.5077131403708	0.574895606725288	0.439377707704935	1.26776187058571	1.41239830740835	1.41235329030709	0	0	1.49024232563399	0	2.10520545672159	2.00768028488096	1.02221814144627	0.436504329425871	1.76461891519981	0.270928941044005	0	0.556115083200851	0.944285798172056	0	1.78321938700386	0	0.658489520773912	1.74489339912866	0	0.944208453649932	0	0.270934726724333	0	1.71688540656222	1.38714094277962	0	1.23567168422544
"Ruminococcus"	1.23485173859036	0	0	1.84894610827408	0.592747375367583	2.2622017376097	3.41402426752038	1.19662441969932	0	2.56747443575931	2.88709533322647	0	1.91604669756593	2.22976932805197	2.35115138497086	0	0.270946298850229	0	0.556151095149883	0	2.9498680262789	0.961295747359112	2.33284713709869	0	0	2.74333300085497	1.98736006180147	2.47518094699462	2.76581937050267	3.14181632804018	2.8212565098434	0	1.42705847441566	2.72022713767679	2.87596768787737	2.86290967058627	0.570545086139421	3.18582741030291	0	0	0	1.74478321202676	0	0.944219501807723	3.26255211734496	1.05666809991236	0	2.50799247535142	1.2826418448382	0	2.72046052713638	1.938337138315	2.58412290132337	0	3.43013413846143	2.55051522644833	1.92055002939761	0.84901322196857	0	0	0
"Ruminococcus2"	1.95401425713673	3.07313182923404	3.57987448400949	3.28745231616058	2.27652286741068	2.74336707896203	3.13575455624246	1.63795150850507	0.72679800582287	2.98095134737833	2.88218885495226	2.60303256439973	2.32170999431739	2.83362844246591	2.14213181364712	2.876414303411	3.48673745023257	2.97427069375253	2.15553259786322	3.02644652070542	2.2281924936973	1.55530313774625	2.89789577293733	1.23183388464774	2.83915999033522	2.85322884736252	2.71217255059188	3.06301404733377	3.01766497808551	2.71396589350463	2.6769927107084	2.85642707394683	2.95419593176987	1.82768999221156	2.52073938331524	3.05649462873807	3.13674463337132	2.97815329201413	3.08731288974148	2.10984822953195	2.8879081692427	3.30809687432483	3.33828003975369	3.14415295218361	2.47243566666982	3.14310942081468	2.65874320920818	2.90791217622758	2.61853853551313	1.91138456435498	1.91784816173757	2.2075405367306	1.44481077795354	2.08104048686708	2.75327999918971	2.81789786667525	3.3444870773243	3.29233170218698	3.18190793122016	2.84084114143876	1.98826335514275
"Slackia"	2.25507038678002	3.12114087920093	0	0	3.0877464771561	1.60457428081724	0	0	0.270952085295832	2.01372064036581	2.13118429987275	2.58081318213005	2.80986381561968	0	0	0.468931798384331	0	0	0	0	2.32674443527732	0.652413207415395	2.08699075517076	0	0	0.442748311110589	0	0	0.436599189377403	0	0	1.69418299550473	0.65796088228224	0.839801405402123	0.673544150904964	0	2.32685744083984	0	0	0	0	2.1932006123792	2.03498976001619	0	0	2.23019092564927	1.59233039891635	2.29395493685687	0.436251587616452	0	2.56904747249659	2.24549347612874	0	0	0	0	0	2.11990221925242	0	0	0
"Solobacterium"	0.480244521159062	0	1.30222865045256	0	2.01906431853103	0	0.649791811073283	0.849034627573976	1.507616490572	0.495456827034396	1.30226418767808	0	1.44485885474432	0	0	1.26706921112858	0.270946298850229	0.436520136318118	1.58261646075206	1.88221021725397	0	2.06093581733131	0.53757073096155	0	0.792194946498813	1.7544169153385	0	0	1.11823887829608	0	0.730436043641202	2.41456186256538	2.36161616424375	0	1.36724534905959	0	1.63962214875035	0	0.848852724635971	0	0.792069502712451	0	0	0	0	0.726787877486187	0.849023924595893	0	0.436251587616452	0	0.658489520773912	1.32066249942099	0.726767621848637	1.08844240674965	0.993759769599717	0	0	0.436543848980903	0.436528040229105	0	0
