"Sample1"	"Sample10"	"Sample11"	"Sample12"	"Sample13"	"Sample14"	"Sample15"	"Sample16"	"Sample17"	"Sample18"	"Sample19"	"Sample2"	"Sample20"	"Sample21"	"Sample22"	"Sample23"	"Sample24"	"Sample25"	"Sample26"	"Sample27"	"Sample28"	"Sample29"	"Sample3"	"Sample30"	"Sample31"	"Sample32"	"Sample33"	"Sample34"	"Sample35"	"Sample36"	"Sample37"	"Sample38"	"Sample39"	"Sample4"	"Sample40"	"Sample41"	"Sample42"	"Sample43"	"Sample44"	"Sample45"	"Sample46"	"Sample47"	"Sample48"	"Sample49"	"Sample5"	"Sample50"	"Sample51"	"Sample52"	"Sample53"	"Sample54"	"Sample55"	"Sample56"	"Sample57"	"Sample58"	"Sample59"	"Sample6"	"Sample60"	"Sample61"	"Sample7"	"Sample8"	"Sample9"
"Coprobacillus"	0.480244521159062	0.80072657654743	2.01370314979234	1.39807771063731	0	0.910258017524276	0.556124085692707	1.41699317964355	0.72679800582287	0	0	0	0	1.10163850661266	0.649782136449526	1.26706921112858	1.41694521875065	0.899218006665788	1.02237608337083	1.24848984764118	2.00354961130851	1.71777011279841	0	0.910370594218446	0.270957871996563	0.442748311110589	0	0	0.726879044948799	0	1.3064922687785	0.612007212313729	0	1.27289564953388	0.673544150904964	0.436480621411524	0.570545086139421	0	0	0	0	0.899196218954881	0.984999371735534	0.270928941044005	2.22269142053077	0	0	0	1.95064966342122	2.30889631105758	1.5835119142108	0	0.985021722544723	0.270923155618735	0	1.78977063223446	0	0	0	0.726848652686171	1.58897988431719
"Coprococcus"	1.98689929483465	0	0	0	0.592747375367583	2.636041044073	1.35515150469168	0	0.270952085295832	2.71380298121877	2.53658939079326	2.05076560166404	2.44568166598179	0	0	1.94683611930261	2.82529679742941	2.98452554941862	2.20045980484614	1.96832350999976	0.491570097665523	0	1.70913901998785	0	0	0	2.47806571590623	2.49837641510525	1.24207116038641	1.2207790906026	0.439377707704935	0	1.88825602120782	0.657924346982835	2.79733109296846	2.97619941608156	1.95789739019157	1.45174250548704	0	0.447114213661607	0.270888448422343	2.77587185317285	2.47681289913318	0	0	2.75127664061428	2.25601564409942	2.26804950971134	0	0	1.95364034713524	2.11420525864007	2.92974749351133	2.15543356043354	0	0	2.61350004364164	2.31991282043354	0	0	0
"Corynebacterium"	0	0.563489286094515	0.726787877486187	0	0.592747375367583	0	0	0.270969446163473	0.792184490933172	0	0.436551753821753	0	0	0	0	0	0	0.649772462165687	0.726828392904791	0	0	0	0	0	0	0	0	0	1.02243250804755	0	0	1.09130835780963	1.46828478793912	0	0.673544150904964	0	0	0	0.649656397265823	0.66270448783319	0.270888448422343	0.436504329425871	0.436496426444572	0.270928941044005	0	0.270946298850229	0	0	0	0	0	0.436575470204343	0	0	0.547856978056528	0	0	0.792194946498813	0.556115083200851	0	0
"Dialister"	2.75208000370346	0.698109568028396	0.270946298850229	0	1.41126094585009	0	1.75154947196913	1.56248538683743	3.13877116024282	0	0	2.78082230568129	0	2.94427606842916	2.88215150191223	0.592835908826479	0	2.73977522965437	3.12745671298598	2.59543565379754	1.45208317828689	1.46140553491779	0	2.03353900148351	3.22724089404928	2.14361939221462	2.16066121644595	3.29203878074516	2.46294950128135	3.01726982630448	0.653267530099706	0.612007212313729	2.14158143291708	1.41235329030709	0.925897436381463	0	0	0	0	0.568151984739098	0	0	0	2.27432427565383	0	1.57261902054352	1.47107709630332	1.19036949291621	1.17156478829908	2.85090861668901	0	1.05673634221654	0.556097079207823	0	1.17373034976777	0.726767621848637	2.77841019409995	0	0.649782136449526	0.726848652686171	0.447255801613673
"Dorea"	2.83525831486104	0	0.270946298850229	2.96289133569893	1.65057084408166	2.9471928935177	2.58709031784745	2.47313201670225	1.78980742533607	2.59062999440586	2.28035741413148	2.54930023840154	2.63585246911293	3.05254383704668	2.61716085039826	3.0182685573838	3.09600166705477	2.98724559494546	2.01738213167134	2.94391770958212	1.46790523707809	2.36664292788827	2.95808308313926	2.49329506998189	2.3033945542318	1.58213134415996	1.77736420943236	3.21543688366801	2.58621529837127	2.39004395764987	1.93833940214525	2.39155641336417	2.74476599927437	1.48537689299004	2.79604253065269	2.80033747612921	2.81303208387133	2.6540386496998	3.69529362904929	3.17168758124266	1.93378195765365	2.9363176840062	2.77269700079027	3.00431131446248	1.27087788453392	2.83640248378038	3.16349583787552	2.57990551811144	2.95633744216958	3.01241568476387	1.8245665532125	2.33413582919724	2.31624638011817	0.270923155618735	2.69525899764909	0.270934726724333	3.1163138267101	2.94713403685958	2.93329555176551	2.92851852978144	2.71565373012946
"Eggerthella"	0	1.78427168076495	3.05953124299826	2.84931686873376	1.49981044693184	1.27491579840234	2.41058735289826	0.899272482106206	0	0.800952263267641	0.792205402413048	0.586182698939635	1.40232264941104	2.57079412110552	1.84690536877533	2.409308515593	2.13667422244764	2.27033067698135	2.39272252291099	2.75550612058368	2.48382257698457	3.49110391491457	0	2.38026675708059	2.78897032960226	2.93597986408199	1.95937126435052	2.17162674797952	2.18359788151573	1.63629947328097	1.99570521416452	3.36519663651969	2.00166961288853	2.01174178198648	1.6588518455587	0.436480621411524	0	1.48402790762472	2.02077175452896	0	2.20966904623724	0.848959714092636	1.02228582233272	2.46667051652886	2.0924642042795	2.02804298230272	0	0.916489452798804	2.26585339260765	2.35277432965762	1.78841729883406	0	2.58996349145109	2.49643679395055	2.06970791460744	2.46668293989946	1.47102891323401	0.556133088514817	2.36597771797076	2.47943918750754	2.18767181107121
"Eisenbergiella"	0.702715237731851	1.48087983443258	1.89258015235652	1.30548770824009	0.592747375367583	0	1.65489684638928	1.65493342163342	2.26833224760052	0	0	1.301956305087	0	2.69100275325982	2.29199787305884	0	0.899228901049471	1.62914399634607	1.28310249800388	1.83176911853555	1.06097870903843	1.69796263713138	0.980825548111904	0	0.436543848980903	1.25118243863956	0.270923155618735	0.810346818773497	1.21996965653657	0	0	0.914673150986692	0.735346432946542	0.908387221120887	0	0	0	0.878022472379222	0	0	0	0	0	0	0.85615422733665	0	0	0	2.64315324835366	0	0	0.649840189291549	2.23893321780229	2.1883399132689	0.680879462284241	2.43746714558782	0.436520136318118	0	1.85222411690664	0.899294274748063	0.447255801613673
"Erysipelotrichaceae_incertae_sedis"	0	0	0	0.763546704749285	0	0	0.72679800582287	1.8135968716453	1.26300785839036	0	0	1.02207154329279	0	2.41386592420838	0.848991817766122	1.7802507438892	1.05666809991236	0	0.899272482106206	0	0	1.87114213679006	0.669506679680501	0.802871731706763	2.37561283548785	1.44052654582744	0.270923155618735	0	0.792268145220073	1.34518956173115	1.56680084492234	2.32277933633867	0.443221575206951	1.01970748065564	0	0	0.916631965296917	0	0.792038149605077	2.59476636611571	0.848884817792502	0	0	1.58253147353683	0.656262105000906	1.26299607177537	0.436551753821753	0	1.61069060824355	2.1759769110963	2.07304125571121	0.2709810213511	0	0	1.27218244040748	0.792153126327605	1.11812369351593	0	1.19657772083572	0.436575470204343	1.33660480441523
"Escherichia.Shigella"	2.40433170637605	0	0.270946298850229	1.66852627770557	4.05167899812454	1.06817485661596	1.30224049583739	2.94331807691574	0.270952085295832	1.10419787869279	3.83317154298602	0	3.58521116128528	2.26134546735339	2.3675942735295	1.68687749763176	2.38653766484101	0	3.26584959765502	1.70895768736953	0.618281602689703	1.29275513425632	2.33036993466889	2.84965841046097	3.25003912969166	1.29232231852147	0.726747367592038	1.07640014380654	0.899326966353173	0.453060412290782	0.852845675791544	0	3.80616697829682	1.27289564953388	1.01238140757125	0	1.70643615651335	0	3.27090903553355	2.30269588520847	1.9674798228096	1.99122752078361	2.99488721729338	3.0005710962953	0	1.81928834607544	3.41607444982639	1.19036949291621	1.47061958792014	1.37138721034017	2.60499926251908	2.87173856464224	2.79679879191516	3.00243277860949	0	2.280295405981	0	2.27238172502531	2.9235372549603	2.65960516179054	3.24689670115572
"Eubacterium"	1.00421112476263	0.80072657654743	0.556115083200851	1.02543577394482	1.33053521636876	0	0	1.44488289528433	1.86781265462331	0.495456827034396	0.270963658952437	2.42593461046589	0	0	0	0.943288553729162	0	0	1.05671359336107	1.70895768736953	2.27905959114263	0	0.770561537837724	0	2.88610601054311	2.72124410019022	0	0.963436030060082	0	0	1.34249019988473	2.17747667737523	0.801006021991165	2.10980515553153	0	0	0.570545086139421	0	0	0	0	0	0	1.14585232943604	2.52010983954599	0.726787877486187	0	0.487367667607173	1.67874681844657	0	0	0.436575470204343	0.436512232717047	0.270923155618735	0	2.3511265631067	0	0.556133088514817	1.38714094277962	1.11820431912518	1.03756462566731
"Faecalibacterium"	2.87565907025895	2.27231706775708	2.8086717033309	2.66684826576885	1.66449794854089	3.26429409707722	2.7391147372114	3.30484072019779	1.862682395533	3.75017882188127	2.88952794096162	3.7240115976548	2.86249326178773	0.75241235178595	0	2.75260166342086	3.25422424668862	3.06213472247127	3.0387549274079	2.12958848966283	1.32147695787662	2.23869444457988	3.47780543004629	2.09371215394057	1.38716485469666	2.71683594237549	3.52459720737011	3.20520682007812	3.36861056885392	3.72876669385236	2.86591459286181	1.65636977080013	2.62582636167418	2.32789458706306	3.16912290081623	3.48284403739321	2.84736990973667	3.15342666258007	0	1.07181962147809	0.270888448422343	3.22471946167646	2.84449946899733	2.47682532312968	1.1797482072345	2.9654127293856	2.13944872167975	3.87321354995044	3.35482003715452	3.60416874771453	2.09218678806841	3.02762697998237	3.82553103174956	0.649743441353474	2.97482204607319	1.57259475466242	3.03245444260675	3.30444271625719	3.50721861793472	3.02443793411351	2.77466878776039
