"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Ammoniphilus"	1.54241772426285	1.69766045343273	1.58282744134723	1.10100392422437	1.02007621100559	0.9944908691361	1.57726429752756	1.50808322684976	1.45181354548942	1.39469205576085	1.32700209071407	1.39835647752015	1.6026196996766	0.813976499952974	1.66330267266868	1.28754969210938	0.814063327601471	1.17010659253514	0.871420609782763	1.0916759580612	1.14224698831359	0.74797238533713	1.07288636073603	0.967350917627135	1.04588628712238	0.871392862408773	0.922062637579617
"Amycolatopsis"	1.52280705997053	1.85467233666467	1.68944256376187	0	0	0.50765178490444	1.55559249716118	1.53215725592473	1.48679636888869	1.5110021708534	1.3963945040151	1.36503822917869	1.41943812075856	0.967262269180747	1.58772643572803	1.19620371138939	0.283196947663274	0.453210561023668	0.45320433062174	0	0.453218868516473	0.453148265398922	0.50043738885052	0	0.575011616460087	0	0.670117561620426
"Anaerobacter"	1.65937604868924	1.49686351990875	1.51776804142659	1.53044009324813	1.61052301191575	1.3439130730672	1.32693183129986	1.32631835608519	1.30086782817109	1.1564185680572	1.55566417816254	1.4581841803508	1.37969557585602	0.74792500199775	1.34536498301668	0.670036909007251	1.59792147962815	1.58777328027552	1.45619620398106	1.67817375069345	1.22100900905142	1.4698627147278	1.51053467636378	1.28759225342694	1.67186287075089	1.48324344265707	1.60793880992906
"Anaerobacterium"	0.610536788665569	0.87582849098833	0.80098466553752	1.491560198402	1.2083606461574	0.942737311469428	0.670062110465117	0.574543888254965	0.759526832912802	0.682162847898795	0.453214714728607	0.671727880121935	0.897157142077024	0.283147816808379	0.748011877121208	0.45314618919932	1.11240414164436	1.32699598070394	1.08046512259288	1.41867891350498	1.30777771936584	1.32690434188522	1.17827219972294	1.04590378972147	0.87136511735821	1.2209577857612	1.38005488144992
"Anaeromyxobacter"	2.43446992848193	2.50682332442853	2.50090092784182	2.02352202660313	1.91628998716847	1.72537618103136	2.35815909668342	2.44016061778895	2.36191177363045	2.38721188578506	2.29624275637913	2.35498356863746	2.33401866280552	1.58762339644922	2.47289352149705	1.88305841616126	1.83913782208563	1.96831837197246	1.89347708194096	1.89867391913613	1.87258734432912	1.8153192293431	1.79737645470227	1.85055097798801	1.70460124799126	1.73507523456413	2.00928933276023
"Anaerospora"	0	0.934438090470976	0.80098466553752	0.833095751270267	0	0.636260236779993	0.814049759222164	0.452750014620272	0.909673678730623	0.760629480905122	0.871434484341152	0.815843066644232	0.647942890416159	0.283147816808379	0.814066041346643	0.283173915377605	0.814063327601471	0.670115040876243	0.575058672419674	0	0.748061907446582	0.28317545074266	0	0.575025732324519	0	0.670082273257022	0.670117561620426
"Anaerovorax"	0	0	0	0.687778270493033	0.758651660221746	0.636260236779993	0	0	0	0	0	0	0	0	0	0	0.453177334369182	0.575065731572222	0.575058672419674	0.78136456348349	0.670125123988489	0.670039429051446	0.807105945889023	0.575025732324519	0.453162799376333	0.871392862408773	0.453212637865772
"Aneurinibacillus"	0.93937460319906	0.80805679586765	0.657941090621601	1.32903526780011	1.23310554349528	0.9944908691361	0.453166952127811	0.452750014620272	0.759526832912802	0	0.670120082387194	0.671727880121935	0.647942890416159	0.283147816808379	0.748011877121208	0	1.19624873250272	1.17010659253514	1.17009762480223	1.39727331459482	1.0459650554723	1.00836338298833	1.0311897805423	1.24431622827148	1.2664748655301	1.08043572840916	1.11245443339769
"Angustibacter"	1.124353058541	1.48158128930036	1.56220522093684	0.766486876714261	0.584550233400994	0.636260236779993	1.19623372487587	1.04530626246474	1.21567544850172	0.981045467139345	1.04595922019289	1.08235420877958	0.956169970539512	0.453110896976075	1.17006175599069	0.45314618919932	0.67007471204071	0.748051374059197	0.45320433062174	0.863661700636481	0.453218868516473	0.670039429051446	0.985060573701503	0.967350917627135	0.81404433203216	0.57503514334052	0.814109464411817
"Anoxybacillus"	0	0	0	1.26546840062004	1.09229062066625	0.815990462267702	0	0	0	0	0	0	0	0	0	0	1.19624873250272	1.19629676086781	1.00844144458693	0.863661700636481	0.922071104827576	0.921975154976244	0.874852301296962	1.04590378972147	0.967333758109713	0.871392862408773	0.575068084667054
"Aquabacterium"	0	0	0.657941090621601	0	0	0	0.670062110465117	0.574543888254965	1.39341139741225	0	0.453214714728607	0	0	0	0	0	0.453177334369182	0	0	0.546823765775494	0	0.453148265398922	0	0	0	0	0
"Aquicella"	1.79641350594037	1.80591881342779	1.68944256376187	2.34963840762174	2.30498617454725	2.39118719745201	1.90351017199662	1.82676325802366	2.21698513981085	1.98769963994529	2.10378179059675	2.0113163815166	2.08493529231053	1.26639907570147	2.21663863241675	1.68851535820988	2.38695942064966	2.40309211747697	2.42162597141241	2.42047894195704	2.40152326312024	2.42903843364472	2.40912929110235	2.41548767094025	2.47688195824935	2.35290090752612	2.37539141107866
"Aquihabitans"	1.82733750138882	1.79092127680654	1.9779771693791	2.27607243758203	2.2732803501013	2.36496851974808	1.908468630607	2.01247391230718	1.92475640249887	1.90342417963315	1.75663104578793	1.89551068198097	1.83005852183444	1.30761924281997	1.86713807570063	1.44190994931969	2.29416148254763	2.32362261361256	2.37537864129457	2.34822804799512	2.34400354718753	2.41390930998662	2.41095849065556	2.34030357538119	2.30811203231521	2.31593111968983	2.30225517268835
"Aquisphaera"	2.54842296621997	2.45381789632537	2.50332629994417	2.21135886232476	2.10052640063113	2.18143518462854	2.33107320249447	2.36618385297301	2.27268668970645	2.20432545768922	2.39352116646213	2.35320790795967	2.40034725472524	1.5771800490078	2.46611996833964	1.9682200671152	2.19931949793661	2.26047825400289	2.15418835070447	2.24624836451882	2.22152237714928	2.15410240677693	2.21039095901532	2.26910643497129	2.22857216605926	2.15134713095081	2.22390447867768
"Arenimonas"	0	0	0	2.26479335188782	2.3209947407969	2.32126237120858	0	0	0	0	0	0.576571489741257	0	0	0.453179410879631	0.283173915377605	1.85615169576968	1.74957291057155	1.78373049069228	1.84734234328556	1.9810321993778	2.21171347886527	1.93172781657259	1.90352283398756	2.05727596683109	2.03944588141193	1.89856408225915
"Aridibacter"	2.06038473849736	2.37593506373507	2.28077315869511	1.50491066548025	1.33926995312851	1.58787121175224	2.62639461465499	2.50708897464086	2.53058961883702	2.35372704005546	2.49903258776482	2.49469407905838	2.46133729173647	1.68020326885165	2.23095044843272	1.92298145098739	1.45615598699891	1.63652592326435	1.77038447661761	1.77094341947138	1.60794819082066	1.4698627147278	1.56502278721939	1.79020863277858	1.66327758524888	1.58773268136028	1.777121357143
"Armatimonadetes_gp5"	0.610536788665569	1.0322113438872	0.908406032296314	0	0	0	1.72009548195955	1.56593721928273	1.59089828059642	1.47094643055712	1.52098294865163	1.59997010089073	1.6026196996766	1.04581336871879	1.48323724208519	1.11235977221276	0.922014660473352	1.04595338500738	0.871420609782763	1.04489694212947	1.11246330911872	1.04586586849118	1.17827219972294	1.36302451231777	1.2664748655301	1.08043572840916	0.871431709382997
"Armatimonas.Armatimonadetes_gp1"	0	0.80805679586765	0	0	0	0	0.747996079789173	1.30708941951378	1.32591706959449	0.463160849520858	0.575070437783878	0.576571489741257	0.518138970897968	0.283147816808379	0.453179410879631	0	0	0.283221519710072	0	0	0	0	0.50043738885052	0	0	0	0
"Arthrobacter"	2.14948783270999	2.44713428517639	2.18139677173026	1.71050960988401	1.78305040997517	1.52072012606847	2.03206482860115	1.97612329693408	1.79744574676481	1.73514165706003	1.89856724777692	1.80503819178105	1.85860764443832	1.74942179015116	1.78369265451928	1.58767647407479	2.07780574123766	1.90357665167211	1.98100999189917	2.01875641706921	1.77713081457115	2.22618425737503	2.0118951400148	1.89343277516446	1.95956685401217	2.17600040087959	2.07113095886905
"Asanoa"	0.610536788665569	0	0	0.467814953206538	0.584550233400994	0.942737311469428	0.453166952127811	0	0.528153658913101	0	0	0.454539813384707	0	0	0	0	0.453177334369182	0.670115040876243	0.670107478779208	0.863661700636481	0.670125123988489	0	0.726802828918447	0.575025732324519	0.575011616460087	0.283201554585841	0.575068084667054
"Aspromonas"	0	0	0	0	0	0	0	0	0	0	0	0.576571489741257	0	0	0	0	0	0.748051374059197	1.04594463240517	0.679738392406774	0.283227663411496	0.670039429051446	0.807105945889023	0.575025732324519	0	0.57503514334052	0.922062637579617
"Asticcacaulis"	0.749601963074498	0.501208169164372	0.657941090621601	0.890834089285933	0.882592051387994	0	1.24430413671043	1.77641895055709	0.759526832912802	1.60265150479228	1.24437366833992	1.19821682457044	1.00811485614689	1.19615269386919	1.0084067484341	1.08038282479989	1.04590670690346	1.26654460519358	1.24435855170687	1.39727331459482	1.32700820081866	1.14214585154703	1.11092800514928	1.04590378972147	1.53277596421069	1.38001187059492	1.45620857924072
"Azohydromonas"	0.93937460319906	0.80805679586765	0.80098466553752	0	0	0	1.0804122147541	1.16944355234795	0.968913915333912	1.21060707926772	0.967405261653434	0.576571489741257	0	0.574952808876166	0.670077232423567	0.574992796538591	0	0	0	0.546823765775494	0	0	0.50043738885052	0	0	0	0
"Azonexus"	0	0.501208169164372	0	0	0	0	0.28318926980378	0	0	0.463160849520858	0	0.454539813384707	0.518138970897968	0	0	0	0	0.748051374059197	0	0	0.575075144083504	0.28317545074266	0	0	0	0	0
"Azospirillum"	1.07099572849062	1.23762297843904	1.12783089470731	0	0	0	0.814049759222164	0.966765110625154	0.759526832912802	1.23536016391381	0.748056640707065	0.969229243820257	0.828845433427135	0.921924368909502	1.11240709979461	0.747969752734746	0	1.00845011915246	1.04594463240517	1.374757726238	0.283227663411496	0.574995148951841	0.50043738885052	2.09738522941766	0.87136511735821	0.670082273257022	1.1422380633866
"BRC1_genera_incertae_sedis"	0	0.727718043496326	0.657941090621601	1.19097528550338	1.09229062066625	0.883971380679559	1.0804122147541	1.11179526365477	0.909673678730623	0.827065111771267	0.871434484341152	1.14413789221142	1.16975999450787	0.453110896976075	0.575030437788546	0.670036909007251	1.2443192512207	1.28764394124493	1.26653550800791	1.20773329334833	1.3630889164933	1.04586586849118	0.933442958051144	1.22094573421261	1.0804063365753	0.967362357773126	1.00845301072119
"Bacillariophyta"	1.21469037698298	1.43221615566051	1.49371924037427	0	0.4615922536631	0	1.63646015768615	1.67123903667798	2.19451813378543	1.47094643055712	1.79026855566618	1.66535555368908	1.37969557585602	1.08033286726906	1.62715646286692	1.19620371138939	0.57502808504554	0.814106750296934	0.74804347425923	0.679738392406774	0	0.28317545074266	0.628204556950547	0.453175257879458	0.575011616460087	0	0
"Bacillus"	2.52311516388624	2.88317129217123	2.70481093674705	2.52130038644544	2.64956537173229	2.35657209966409	2.83517817433864	2.74472968632547	2.85538654473439	2.82833743287934	2.78519862085563	2.7629962159409	2.73673506249041	1.95063207541161	2.90463114172997	2.07440668750264	2.62166507708934	2.73453778301001	2.63763425029816	2.50695052479615	2.77526782408195	2.6273087487957	2.52296394803747	2.59306576660073	2.55135694207831	2.55138890753034	2.54121683174866
"Bacteriovorax"	0.610536788665569	0	0	0	0	0	0	0	0	0	0.575070437783878	0.454539813384707	0	0	0.453179410879631	0	0.453177334369182	0.575065731572222	0.74804347425923	0.679738392406774	0	0	0	0.453175257879458	0.747990814195065	0.453183563962708	0.922062637579617
"Bauldia"	0.93937460319906	1.2094509275215	1.0662435484761	1.53044009324813	1.63977579888467	1.65676632681869	1.14217262039601	1.11179526365477	1.21567544850172	1.1564185680572	1.22100298242828	1.0102997180362	0.897157142077024	0.283147816808379	1.19625173409879	0.814022624196176	1.55560807892357	1.41213258301354	1.56661970148772	1.5748764151174	1.53285998161533	1.54430905765375	1.46465394842249	1.48323104160786	1.54433085440589	1.56658851323221	1.46995872143695
"Bdellovibrio"	1.83717480680503	1.79092127680654	1.93541819871447	0.987388800760808	1.02007621100559	1.1556676492304	2.23559900936544	2.08047708114315	2.03750630983941	2.08626637396196	2.26048463080689	2.22354759306244	2.28253968052354	1.92292761588529	1.93710527307753	1.9682200671152	1.4961653379298	1.61767639341409	1.59796210261185	1.47721113924272	1.24437971515828	1.55556445147823	1.39480361107212	1.99330578155905	1.65451915426182	1.58773268136028	1.67193817024826
"Beijerinckia"	1.124353058541	1.0322113438872	0	0	0.4615922536631	0	1.11238935124588	1.19563090563912	0.968913915333912	0.827065111771267	0.871434484341152	0.749736098193535	0.897157142077024	0	0.748011877121208	0.574992796538591	0	0	0	0.546823765775494	0	0	0	0	0	0	0.575068084667054
"Belnapia"	1.40876095776601	1.41443016541821	1.4682602831667	0	0	0	1.14217262039601	1.24369702115417	1.10958979440164	0.884673294470239	0.81411217854981	0.923865242268346	0.897157142077024	0.453110896976075	1.04590962410892	0.670036909007251	0	0	0	0	0	0	0	0	0	0	0
"Blastocatella"	1.61304789666312	1.71617491075133	1.38147992655658	0.467814953206538	0.680267441433004	0.50765178490444	1.95516799083381	1.79598826160914	1.91858229453467	1.79213348284099	1.95524090570126	1.97462194799033	1.63846242273297	1.3962406672304	1.65454423033862	1.36298158198692	0.283196947663274	1.04595338500738	1.04594463240517	0.863661700636481	0.922071104827576	0.814025337594824	0.874852301296962	0.922011838500547	0.81404433203216	1.11241301616568	0.748054007371675
"Blastochloris"	0.749601963074498	0.727718043496326	0.80098466553752	0	0	0.50765178490444	0.575016321660293	0.574543888254965	0.968913915333912	0.463160849520858	0.670120082387194	0.671727880121935	0.956169970539512	0	0.453179410879631	0	0	0	0.45320433062174	0	0	0.453148265398922	0	0	0.453162799376333	0.453183563962708	0.283223055609561
"Blastococcus"	2.2193696827673	2.2809654212821	2.27671670947879	0.467814953206538	0	0.883971380679559	2.12218057265129	1.95893644201734	2.01816728651041	1.92361586569703	2.06084128960924	2.01906615455093	1.9515335027958	1.22085234749882	2.00134833720607	1.7350185983246	0.748009244175271	0.814106750296934	0.814098608090942	0.546823765775494	0.453218868516473	0.574995148951841	0.628204556950547	0.670072191680433	0.453162799376333	0.453183563962708	0.814109464411817
"Blastopirellula"	0	0	0	0.687778270493033	0.680267441433004	0	0	0	0	0.463160849520858	0	0	0	0	0	0	0.57502808504554	0.814106750296934	0.670107478779208	0	0.453218868516473	0.28317545074266	0.807105945889023	0.670072191680433	0.67005706999293	0.453183563962708	0.670117561620426
"Bosea"	0.610536788665569	0.87582849098833	0.657941090621601	0.687778270493033	0.882592051387994	0.735357286514987	0.871370666182466	1.04530626246474	1.32591706959449	1.21060707926772	1.3963945040151	1.24630132774214	1.09641498554681	1.53269818568253	0.814066041346643	1.32690128762384	1.11240414164436	1.70467352369945	1.34540171546746	1.58921421190246	1.28765610407575	1.2664536428922	1.28794597736129	1.68855931460292	1.2442980910714	1.19625773736161	1.6176795220844
"Bradyrhizobium"	2.01762248360508	2.11090652243474	2.01673524803339	2.10001774666197	2.13802773782311	2.25158706360612	2.26477418938035	2.35751809704105	2.16381133518957	2.11258537426189	2.26267155451805	2.20891383025264	2.28513449503406	1.41198468089825	2.26043043099006	1.54430594392657	2.12520017062815	2.23333836648901	2.20686673005369	2.16067830044257	2.1570019676236	2.10052350985991	2.05539412710336	2.19423938526088	2.14564141588664	2.14280825580888	2.21425777551903
"Brevibacillus"	2.08305377320809	2.06471106280732	2.10379980045648	1.75705839754746	1.6929607912752	1.47480367210955	1.96393416305552	1.99265580884465	2.13076709545033	1.84250653781973	1.86173493536772	1.88517996530571	1.87220794501457	1.16996313424544	1.97254591502313	1.52088035056795	1.66329953665844	1.8333656572321	1.72769375960421	1.75197265252422	1.56664153467363	1.73502174458133	1.71507032718849	1.78368634882163	1.74233228181995	1.62716272287698	1.83919153141813
"Brevundimonas"	0.749601963074498	0.501208169164372	1.18175940437308	0	0	0	0.453166952127811	0.452750014620272	1.39341139741225	0	1.08047982056606	0.576571489741257	0	0.453110896976075	0.453179410879631	0.283173915377605	0	0	0	0	0	0	0	0	0	0	0
"Bryocella"	0.610536788665569	0.80805679586765	0	0	0	0	0.967339477855315	0.870813473491829	0.909673678730623	0.586322554530731	0.81411217854981	0.873204080258473	0.956169970539512	0.453110896976075	0.871387313212798	0.45314618919932	0	0	0	0	0	0	0	0	0	0	0
"Burkholderia"	1.70123508158847	1.88642330869703	1.76183928501381	0.687778270493033	1.2083606461574	0.815990462267702	2.07106103134209	2.25314344479749	1.89951518502107	1.94760293201697	2.25828663891274	2.07316066085614	2.1278651748956	1.32684936879137	2.03943952866708	1.7350185983246	1.14218749280253	1.34541089911152	1.46994633219815	1.13390265319917	1.00846168556799	0.967313739736669	1.23656196194518	1.08042397139365	1.30769542550152	1.2209577857612	1.3269990356972
"Byssovorax"	0	0.934438090470976	1.0662435484761	1.0663330175299	1.09229062066625	0.9944908691361	1.00838940162315	1.19563090563912	1.02103485521187	1.09449175955564	1.08047982056606	0.815843066644232	0.956169970539512	0.283147816808379	1.0084067484341	0.814022624196176	0.967353777628553	1.30776552659631	1.11244259943235	1.04489694212947	1.0459650554723	1.04586586849118	0.726802828918447	0.967350917627135	1.00838361954029	0.871392862408773	1.19629976284097
"Caldilinea"	0	0	0	0.467814953206538	0	0	0.670062110465117	0.452750014620272	0.759526832912802	0.682162847898795	0.81411217854981	0.454539813384707	0.956169970539512	0.283147816808379	0.575030437788546	0.283173915377605	0	0.575065731572222	0.283216912115071	0	0.453218868516473	0	0	0	0.283186198780651	0.283201554585841	0.283223055609561
