"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"Luteimonas"	7	8	6	11	11	2	0	0	0	0	0	2	0	0	0	0	12	10	7	8	5	16	10	19	12	12	15
"Luteolibacter"	3	5	3	12	8	13	0	12	15	289	2	91	0	4	2	1	50	33	34	30	27	39	33	104	87	153	51
"Lysinibacillus"	31	41	17	37	34	29	75	32	29	27	36	45	28	6	68	17	39	37	44	33	34	39	34	36	41	32	34
"Lysobacter"	0	0	2	47	71	41	3	2	0	0	0	3	0	0	0	0	36	35	96	44	43	44	38	53	51	51	82
"Marmoricola"	190	346	230	114	120	113	212	201	134	98	149	150	113	24	120	51	156	155	161	131	127	163	122	143	145	154	202
"Massilia"	469	921	373	45	57	9	51	76	34	126	72	58	51	32	34	23	64	63	200	87	31	40	26	235	21	25	95
"Mesorhizobium"	23	17	10	65	99	65	66	109	35	39	64	56	48	16	41	30	99	128	111	120	119	169	103	138	147	171	148
"Methanocella"	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	3	1	0	1	1	3	7
"Methanomassiliicoccus"	12	8	5	28	8	11	16	29	21	25	5	19	19	3	17	7	4	6	11	6	16	19	16	11	11	9	11
"Methylobacter"	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	0	3	2	4	3	1
"Methylobacterium"	79	136	123	0	0	0	91	89	57	57	78	87	52	15	41	32	0	0	2	2	0	0	0	0	0	2	0
"Methyloceanibacter"	38	45	24	619	676	578	59	47	45	48	66	51	52	5	71	11	650	670	666	548	599	661	582	656	617	644	628
"Methylocystis"	0	0	0	0	0	0	4	8	2	0	3	0	3	0	2	0	2	0	0	0	0	1	2	0	0	2	0
"Methyloferula"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	2	3	2	4	0	2	3	2	2
"Methyloligella"	4	3	2	10	7	6	5	5	4	0	9	3	4	0	4	2	8	4	4	6	5	5	8	5	6	4	6
"Methylophilus"	0	0	0	0	0	0	0	0	2	2	2	2	0	11	0	11	1	0	0	0	0	0	0	0	1	0	0
"Microbispora"	6	28	4	0	2	3	17	16	11	8	10	11	8	1	11	2	3	2	2	0	2	1	2	4	2	0	0
"Microlunatus"	9	11	9	60	84	69	31	54	34	24	35	9	11	4	20	10	59	84	78	55	74	66	54	59	63	53	74
"Micromonospora"	0	0	0	2	4	2	0	0	5	0	0	0	0	0	0	0	3	4	4	0	0	4	0	5	2	1	3
"Microvirga"	143	281	115	60	75	53	307	350	218	208	279	202	291	150	204	183	68	82	93	51	65	49	49	110	62	81	71
"Minicystis"	2	5	6	27	16	19	11	11	4	5	5	13	5	0	6	1	25	23	21	5	18	21	12	22	22	25	16
"Mobilitalea"	3	0	0	2	3	3	0	0	0	0	0	0	0	0	3	0	4	3	2	5	8	1	5	5	3	3	6
"Modestobacter"	38	49	28	2	0	0	41	38	12	19	31	22	27	5	32	12	0	0	0	0	0	0	0	0	0	0	0
"Motilibacter"	24	57	37	0	0	0	38	36	21	19	36	30	29	7	40	9	0	0	0	0	0	0	0	0	0	0	0
"Mucilaginibacter"	128	163	104	17	18	9	78	174	63	82	115	101	67	35	75	43	22	24	24	21	18	43	25	28	67	63	42
"Mumia"	58	42	47	25	24	20	18	8	12	9	12	12	11	3	5	5	30	16	29	22	29	43	21	37	37	30	36
"Mycobacterium"	103	186	87	111	106	80	266	250	131	173	244	161	192	43	197	58	84	132	124	72	95	86	58	120	85	84	124
"Mycoplana"	3	17	0	2	0	2	2	3	2	0	4	6	0	1	5	2	0	0	1	2	0	1	3	3	0	2	2
"Myxococcus"	0	0	0	0	0	0	4	6	3	3	0	0	0	8	2	6	0	0	0	0	1	0	0	1	0	0	0
"Nakamurella"	6	11	7	4	0	2	9	16	10	6	24	14	10	2	11	1	0	3	3	2	3	5	0	0	2	1	1
"Nannocystis"	0	0	0	2	2	0	4	5	2	8	7	5	15	18	0	17	0	4	1	2	5	0	0	2	22	2	2
"Neochlamydia"	9	9	13	74	60	42	19	19	22	19	20	16	21	4	20	6	109	71	151	80	90	194	114	122	281	96	99
"Neorhizobium"	18	21	11	0	0	0	2	2	0	6	2	3	0	7	0	4	4	19	11	17	3	7	4	15	13	6	17
"Niastella"	46	37	26	6	3	2	134	222	132	91	163	156	165	140	53	136	19	98	28	48	18	18	23	65	38	33	36
"Nibrella"	0	0	0	0	0	0	9	13	3	5	18	16	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
"Nitrobacter"	10	15	9	12	15	5	17	26	15	16	13	23	9	5	23	10	15	18	11	12	12	21	11	17	22	14	22
"Nitrolancea"	29	52	28	0	0	0	45	48	34	32	52	36	38	4	66	17	6	0	0	0	0	0	3	0	0	0	4
"Nitrosomonas"	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	1	2	2	4	3	0	3	2	4	4	2
"Nitrososphaera"	333	629	438	404	426	348	619	2113	1991	680	612	764	555	111	698	221	423	548	412	306	440	445	439	501	461	448	481
"Nitrosospira"	6	15	9	3	5	2	8	9	5	4	7	9	9	6	12	6	2	3	8	3	5	2	3	5	4	11	5
"Nitrospira"	466	726	524	548	635	401	942	867	744	803	928	894	735	160	975	369	396	478	437	351	501	421	387	477	387	428	456
"Nitrospirillum"	0	0	2	0	0	0	2	4	0	7	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Nocardia"	26	44	26	40	35	34	36	31	21	26	30	29	60	6	46	12	36	30	36	27	23	34	24	45	27	27	35
"Nocardioides"	203	321	190	165	144	158	208	159	87	93	160	150	130	27	99	44	217	246	276	185	187	216	141	217	176	242	306
"Nonomuraea"	6	16	6	17	10	10	19	13	6	14	26	8	11	2	22	7	10	11	21	9	6	21	10	10	18	8	21
"Noviherbaspirillum"	10	14	6	2	0	0	16	37	19	11	14	13	13	14	13	8	1	0	0	0	1	0	0	0	0	0	2
"Novosphingobium"	7	4	6	2	3	3	87	82	34	106	40	67	10	51	13	58	47	47	68	50	23	36	24	25	57	41	103
"Nubsella"	11	7	7	3	3	2	7	8	4	5	10	11	5	0	11	3	1	9	2	0	6	6	2	5	5	2	2
"Oceanobacillus"	3	3	4	0	0	0	4	3	5	2	4	0	3	0	5	0	1	2	0	0	0	0	0	0	0	1	0
"Ohtaekwangia"	0	8	4	0	0	0	18	31	42	21	41	22	10	36	20	36	0	0	1	0	0	0	0	0	0	0	0
"Oligoflexus"	12	10	10	0	0	2	5	4	9	4	6	6	6	2	4	3	1	4	0	0	1	2	2	3	1	5	2
"Oligotropha"	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	0	2	0	0	0	0	5	3	2	4	0	2
"Opitutus"	23	36	7	22	21	11	138	93	76	111	80	116	76	20	104	26	20	27	24	20	20	30	27	33	55	47	26
"Ornithinibacillus"	2	2	0	4	2	0	2	0	0	0	4	0	2	0	0	0	2	0	0	0	0	0	0	4	1	0	1
"Oryzihumus"	20	52	27	74	75	34	22	11	10	13	12	13	17	0	5	8	64	58	73	56	76	128	63	77	81	79	77
"Oxalicibacterium"	2	8	2	0	0	0	0	11	4	6	2	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Oxalophagus"	60	77	73	164	150	104	112	67	76	69	94	85	46	14	79	24	180	260	158	149	157	174	146	253	176	132	188
"Paenibacillus"	168	329	138	79	99	74	263	232	225	211	223	225	206	114	405	110	97	125	115	76	98	90	74	108	109	85	90
"Paenisporosarcina"	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	4	1	0	0
"Paludibaculum"	6	8	10	9	5	0	15	12	10	5	16	16	7	4	15	4	2	3	2	7	3	4	4	1	3	10	7
"Parachlamydia"	18	26	24	31	35	28	38	48	54	33	31	41	43	23	63	25	62	74	67	50	64	84	64	73	76	74	68
"Parafilimonas"	0	5	5	6	5	3	11	6	5	7	8	6	9	2	4	6	5	6	13	5	10	10	10	8	12	9	7
"Parasegetibacter"	0	0	0	3	3	4	4	4	0	9	7	0	2	0	0	0	9	6	2	2	4	8	0	7	8	7	4
"Parcubacteria_genera_incertae_sedis"	9	17	13	43	49	34	78	94	125	108	101	93	85	19	113	31	17	17	25	12	25	34	20	18	26	33	26
"Paucimonas"	3	15	2	0	0	0	6	8	2	2	11	9	3	4	8	4	0	0	0	0	0	0	0	1	0	0	0
"Paucisalibacillus"	14	16	11	3	8	0	6	16	13	18	13	11	9	2	13	4	7	4	3	6	1	5	5	9	11	4	9
"Pedobacter"	6	19	7	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	4	8	1	0	1
"Pedomicrobium"	32	52	33	1106	1022	745	75	63	42	55	47	73	55	8	82	20	970	932	918	660	1025	859	754	896	816	968	934
"Pelomonas"	0	0	0	0	0	0	0	11	20	0	3	2	0	1	0	3	0	2	3	0	3	0	0	1	6	4	2
"Pelosinus"	2	6	0	8	5	0	5	2	7	2	0	0	3	0	4	1	2	2	2	4	1	5	2	3	5	0	7
"Peredibacter"	12	8	7	9	6	4	47	17	19	10	35	32	22	31	6	22	13	29	24	23	14	12	8	55	11	23	26
"Phaselicystis"	4	4	0	8	7	8	8	18	10	9	17	9	9	6	12	4	8	8	6	5	8	5	6	16	11	8	6
"Phenylobacterium"	88	115	95	23	35	29	203	329	136	125	253	199	171	117	187	123	56	73	55	56	55	64	47	53	65	83	67
"Phreatobacter"	0	0	0	0	0	0	0	3	0	0	2	0	2	1	0	0	1	2	2	0	2	0	2	13	3	0	0
"Phycicoccus"	60	119	59	42	59	32	72	60	29	33	51	36	30	5	38	11	71	55	84	57	33	78	53	63	48	69	78
"Phycisphaera"	3	2	2	2	2	7	1	3	3	0	2	3	0	0	3	0	9	15	9	4	10	19	7	10	15	12	15
"Phyllobacterium"	0	0	0	9	7	9	0	0	0	0	0	0	0	0	0	0	7	8	6	5	2	11	9	9	3	6	7
"Pirellula"	65	86	38	70	78	69	211	228	201	231	203	223	211	39	193	75	98	174	102	120	145	99	100	162	162	131	132
"Planctomicrobium"	0	0	0	19	14	21	4	2	0	4	0	3	0	0	2	0	23	32	32	20	22	20	29	45	28	30	18
"Planctopirus"	2	2	0	0	0	5	8	17	13	8	13	6	2	4	4	5	6	15	8	5	14	16	10	12	14	13	12
"Planosporangium"	2	5	4	4	2	8	3	4	6	2	5	4	3	0	19	3	12	6	9	5	5	11	4	8	6	3	9
"Planotetraspora"	0	0	0	10	11	6	2	0	0	0	4	0	0	0	0	0	5	6	7	10	10	9	9	8	6	3	7
"Plantactinospora"	7	63	9	5	0	0	9	12	6	5	14	6	8	2	8	2	1	5	2	0	0	2	0	0	2	1	3
"Polyangium"	0	0	0	0	0	0	2	0	0	3	0	2	2	8	2	8	0	0	0	0	0	2	0	0	0	0	1
"Polycladomyces"	0	0	0	29	25	3	0	0	0	0	0	0	0	0	0	0	25	25	10	6	16	23	20	20	21	20	16
"Porphyrobacter"	0	0	0	0	0	0	0	5	0	0	3	2	0	0	0	0	10	3	6	7	4	18	8	5	9	4	10
"Povalibacter"	12	11	3	133	128	119	15	7	20	9	24	17	9	3	16	2	161	195	172	105	150	146	141	135	134	158	148
"Prosthecobacter"	3	0	0	2	2	0	0	0	3	2	2	2	0	1	0	0	0	6	0	0	0	1	0	8	1	1	0
"Pseudobacteroides"	0	2	0	5	2	2	0	0	2	0	0	0	2	0	2	0	5	6	9	7	5	6	3	4	5	1	7
"Pseudoduganella"	2	0	0	0	0	0	6	13	3	10	3	5	9	3	7	9	56	9	23	14	6	5	18	12	16	17	13
"Pseudolabrys"	24	37	16	74	67	62	73	47	35	76	88	50	52	7	79	23	62	54	53	39	79	74	49	65	70	60	71
"Pseudomonas"	0	3	0	0	0	0	0	0	0	0	2	0	0	22	0	6	0	1	0	0	0	0	0	18	10	0	2
"Pseudonocardia"	36	57	21	27	32	21	80	58	27	46	64	46	27	13	68	21	27	29	34	11	28	16	11	18	17	19	25
"Pseudoxanthomonas"	0	0	0	4	8	3	0	0	0	0	0	0	0	0	0	0	1	1	2	2	10	2	7	52	4	5	4
"Psychrosinus"	0	5	2	0	0	0	2	0	7	3	2	2	3	1	6	1	0	0	0	0	0	0	0	0	0	3	0
"Pullulanibacillus"	11	19	8	4	0	4	13	9	11	9	12	16	17	4	17	0	2	2	0	0	2	5	4	6	2	2	1
"Pyxidicoccus"	2	0	0	31	30	28	0	0	2	2	0	0	2	0	0	0	19	18	21	14	23	22	27	21	21	33	22
"Ralstonia"	4	3	2	0	0	0	5	20	29	15	38	18	16	32	16	26	0	2	0	0	0	0	0	0	0	2	0
"Ramlibacter"	76	127	77	5	11	7	120	150	95	103	123	100	78	43	72	38	24	28	26	24	15	14	16	23	15	20	25
"Renibacterium"	60	87	41	5	2	3	56	44	16	38	53	40	24	20	43	29	26	13	8	9	15	27	21	16	21	33	20
"Reyranella"	141	136	78	57	35	57	274	200	166	221	313	295	241	53	221	108	46	44	37	22	41	38	36	42	44	54	31
"Rhizobium"	11	15	14	19	26	9	136	261	128	923	186	315	96	47627	91	28895	107	130	133	112	96	102	69	96	165	151	180
"Rhizocola"	0	0	0	15	12	7	3	0	0	0	0	0	0	0	0	0	10	14	26	12	11	11	13	12	12	16	6
"Rhizomicrobium"	35	34	21	4	10	9	70	69	60	68	84	66	72	8	106	18	8	17	9	7	9	30	15	13	16	14	13
"Rhizorhabdus"	30	31	32	16	12	15	45	39	27	38	55	60	49	6	42	12	12	15	23	25	14	24	19	20	15	21	13
"Rhodanobacter"	0	0	0	11	0	3	0	0	0	2	0	0	0	0	0	0	3	3	4	6	7	16	7	10	6	7	13
"Rhodococcus"	0	5	3	25	32	15	0	3	0	0	3	0	0	1	0	0	30	23	29	14	29	24	24	21	116	18	29
"Rhodoligotrophos"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	3	6	1	2	5	3	2	2	1
"Rhodomicrobium"	0	5	3	26	17	19	3	0	5	2	5	0	0	0	0	0	30	17	18	16	24	18	26	13	9	19	19
"Rhodopila"	18	44	26	4	2	4	35	48	23	23	45	39	46	5	32	20	2	5	2	11	6	7	2	2	1	2	0
"Rhodoplanes"	0	0	0	7	2	4	3	4	0	5	3	2	3	0	5	0	3	8	2	2	0	3	3	6	3	0	0
"Rhodopseudomonas"	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	7	6	5	6	13	3	11	18	2	9
"Romboutsia"	0	0	2	37	19	19	0	0	0	2	0	0	2	0	3	0	33	42	24	24	26	14	23	17	23	16	31
"Roseiarcus"	19	18	12	10	9	11	30	27	12	20	30	24	24	2	28	9	13	13	12	5	13	18	16	17	20	15	7
"Roseimicrobium"	0	0	0	0	2	0	35	35	79	94	61	84	12	118	1	96	1	23	13	14	13	1	3	95	79	0	6
"Roseomonas"	4	9	3	0	0	0	2	2	3	5	3	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"Rubellimicrobium"	2	4	2	0	0	0	4	5	3	2	11	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"Rubritepida"	2	2	3	0	0	0	4	3	4	5	6	2	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"Rubrobacter"	30	34	29	11	5	6	45	38	28	34	36	31	30	6	23	14	3	7	15	3	5	3	5	6	6	7	6
"Rudaea"	5	4	4	0	0	0	7	10	8	6	24	15	16	4	16	3	1	0	0	0	4	1	4	1	1	2	3
"Rugamonas"	6	6	0	0	0	0	3	0	0	2	3	0	0	1	0	0	2	3	7	0	1	6	2	0	3	2	0
"Rugosimonospora"	133	234	100	23	25	21	160	147	91	183	185	177	136	33	371	77	29	46	38	29	35	33	28	32	34	32	51
"Rummeliibacillus"	0	0	0	11	10	7	3	3	2	4	18	14	3	0	6	1	7	8	8	7	9	5	10	3	7	12	17
"Saccharibacteria_genera_incertae_sedis"	404	684	460	145	163	96	1112	1453	1059	1237	1158	1257	1170	235	1045	444	338	276	444	288	454	494	345	398	525	747	557
"Saccharococcus"	0	0	0	15	8	7	0	0	0	0	0	0	0	0	0	0	16	9	12	5	12	6	8	15	8	8	3
"Saccharopolyspora"	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	1	9	2	0	3	4	3	3	0	1	2
"Salinarimonas"	2	4	2	7	4	7	0	2	2	3	3	0	0	0	2	3	7	6	3	5	6	3	4	3	5	7	3
"Sandaracinus"	0	0	0	7	12	3	5	9	12	6	4	7	6	1	1	1	9	18	9	6	4	6	4	40	13	5	4
"Schlesneria"	4	6	4	8	4	4	36	41	31	30	37	38	24	6	10	10	17	15	11	10	10	18	15	26	32	22	10
"Sediminibacterium"	0	0	0	0	0	0	3	7	2	5	8	5	0	7	3	6	1	3	6	2	1	5	0	9	11	0	0
"Segetibacter"	29	82	39	0	0	0	32	15	13	14	12	23	15	4	12	5	0	0	0	0	0	0	0	0	0	0	0
"Shimazuella"	71	98	55	64	63	25	113	77	115	90	79	86	75	12	166	42	55	65	71	45	47	73	59	55	64	68	61
"Shinella"	3	4	0	4	3	0	8	16	13	5	10	6	3	23	0	21	8	15	19	14	12	7	6	56	24	10	35
"Singulisphaera"	35	57	34	55	52	60	65	58	40	52	67	69	55	8	79	27	80	68	68	66	68	83	55	96	84	60	56
"Sinomonas"	117	233	117	5	2	0	136	227	89	104	130	130	118	47	127	64	3	10	6	13	1	5	8	4	5	10	17
"Sinosporangium"	0	0	0	6	9	4	0	2	0	0	0	0	0	0	0	0	6	6	14	8	3	8	8	7	3	7	4
"Skermanella"	4	3	2	0	0	0	8	5	11	2	4	7	5	1	5	3	0	0	0	0	0	0	0	0	0	0	0
"Smaragdicoccus"	11	20	15	5	4	6	19	13	10	9	16	19	11	0	13	5	5	1	2	3	0	2	4	4	6	6	6
"Solibacillus"	0	0	0	6	6	2	2	0	0	0	2	0	0	0	0	0	13	9	8	10	11	6	10	11	14	11	12
"Solirubrobacter"	209	341	196	112	75	82	366	335	219	287	344	291	213	41	375	85	99	115	98	55	86	68	60	68	64	77	83
"Solitalea"	0	0	0	12	6	18	0	0	0	0	0	0	0	0	0	0	6	7	8	9	4	6	10	4	5	8	9
"Spartobacteria_genera_incertae_sedis"	653	1015	668	5337	6346	5830	1758	1724	1662	1694	1528	1838	1529	284	1985	595	6834	6269	5933	4133	6309	6860	5685	6458	7204	7447	6228
"Sphaerisporangium"	44	51	29	32	20	15	68	47	40	41	48	41	57	8	68	18	21	19	32	59	28	28	18	17	36	19	178
"Sphaerobacter"	16	36	12	0	4	3	40	44	28	26	26	22	32	2	47	13	0	3	7	0	7	2	3	4	8	3	3
"Sphingobium"	4	10	3	2	0	3	4	0	0	0	0	2	2	9	0	7	6	10	7	8	7	3	4	3	4	7	9
"Sphingomonas"	105	205	118	64	84	54	275	224	203	150	284	230	190	87	199	103	104	155	248	132	120	123	93	131	116	122	258
"Sphingosinicella"	2	9	6	3	7	3	13	16	8	5	14	21	6	0	3	0	5	4	5	6	5	5	3	5	3	9	10
"Spirillospora"	13	11	4	6	4	4	5	10	15	8	12	9	13	0	23	9	4	0	7	0	2	4	7	2	11	9	1
"Spirosoma"	3	11	0	0	0	0	28	66	12	25	32	29	8	30	8	30	0	0	0	0	0	0	0	0	0	0	0
"Sporacetigenium"	0	0	0	10	4	3	0	0	2	0	0	0	0	0	0	0	2	4	4	5	5	4	4	4	1	3	3
"Sporichthya"	5	13	3	0	0	0	33	26	19	20	21	24	19	2	19	9	5	9	4	4	6	9	9	8	9	10	1
"Sporolactobacillaceae_incertae_sedis"	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	5	0	3	3	1	0	0	3	1	1	0
"Sporolactobacillus"	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	5	1	4	2	4	3	0
"Sporomusa"	0	0	0	5	4	6	2	0	0	0	0	0	0	0	0	0	4	11	11	3	2	5	3	10	10	8	6
"Sporosarcina"	157	280	150	9	8	3	253	205	185	175	229	205	187	32	284	81	4	7	6	3	2	14	6	7	9	1	6
"Stakelama"	2	0	0	0	0	2	0	3	0	0	2	0	0	1	0	2	4	0	0	0	0	0	0	0	3	0	1
"Steroidobacter"	10	10	6	9	5	10	13	13	37	20	13	14	122	1	11	19	13	32	11	9	33	6	12	9	10	4	13
"Stigmatella"	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	4	0	3	3	0	1	0	2	1	1	2
"Streptacidiphilus"	35	48	32	24	21	12	59	44	23	25	23	47	38	9	42	8	17	33	21	22	15	11	16	17	22	17	16
"Streptomyces"	44	149	87	160	156	115	142	112	93	93	154	102	103	21	143	40	106	132	112	75	109	108	72	120	117	108	116
"Streptophyta"	0	0	2	0	4	0	40	173	70	507	133	235	96	12	134	43	4	28	45	45	6	14	6	25	159	102	87
"Streptosporangium"	53	86	36	4	27	6	77	86	60	59	84	55	81	11	63	29	8	5	4	3	6	4	2	4	6	4	8
"Subdivision3_genera_incertae_sedis"	236	496	269	416	424	357	587	640	597	618	477	545	469	110	625	207	304	377	329	257	400	346	306	390	429	403	349
"Taibaiella"	2	6	3	0	2	2	8	3	0	0	4	5	2	49	0	40	0	7	3	3	1	1	0	1	3	0	2
"Tardiphaga"	0	2	0	0	0	0	9	4	0	10	3	6	0	1	2	1	1	0	0	0	0	2	0	0	1	0	0
"Telluria"	11	5	6	0	0	0	0	5	0	5	5	4	2	0	2	0	0	1	0	0	0	0	0	3	2	0	0
"Tepidamorphus"	0	0	0	4	5	7	0	0	0	0	0	0	0	0	0	0	3	6	8	4	3	6	6	2	5	10	4
"Tepidisphaera"	13	23	12	45	39	33	64	58	31	35	44	50	42	10	17	19	30	60	75	41	61	41	34	46	38	59	60
"Terrabacter"	204	442	235	3	0	0	175	159	81	93	152	144	115	30	118	55	0	2	0	5	1	1	2	4	2	2	8
"Terracoccus"	8	0	5	0	0	0	2	6	3	2	2	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Terriglobus"	11	7	8	0	0	0	16	11	4	12	19	13	13	2	8	3	0	0	0	0	0	0	0	0	0	0	0
"Terrimicrobium"	9	12	7	320	412	529	43	57	34	27	62	53	30	8	18	12	426	556	457	338	472	404	380	473	407	477	403
"Terrimonas"	17	9	6	13	9	12	29	17	14	10	27	17	27	14	17	10	6	24	21	17	20	12	15	32	17	37	25
"Thermoactinomyces"	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	0	8	5	2	2	5	4	2	6	2	6	8
"Thermoflavimicrobium"	0	0	0	9	3	5	0	0	0	0	0	0	0	0	0	0	12	10	8	3	11	5	4	5	1	6	4
"Thermogutta"	2	10	3	10	9	7	8	16	7	16	14	13	15	3	24	6	9	8	13	3	6	14	14	15	6	11	13
"Thermoleophilum"	93	175	109	512	493	469	192	165	107	145	168	137	139	23	186	73	549	578	537	450	513	519	492	515	499	452	575
"Thermomonas"	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	11	1	1	0
"Thermosporothrix"	81	87	59	56	54	44	115	100	74	108	104	111	99	18	108	48	52	45	52	40	54	47	32	43	54	42	61
"Tomitella"	0	0	2	2	0	0	0	2	3	2	3	0	5	0	0	0	1	1	0	2	1	0	0	1	1	4	0
"Tuberibacillus"	4	5	5	0	0	0	15	4	7	4	9	7	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0
"Tumebacillus"	317	538	270	246	251	66	462	497	551	353	476	395	427	85	535	153	229	184	222	154	150	171	193	234	150	156	256
"Turicibacter"	12	6	5	7	12	5	6	6	9	2	4	9	3	1	3	3	7	9	7	9	11	10	8	9	7	6	6
"Unclassified.Acetobacteraceae.Family"	740	1181	705	75	76	65	1347	1417	913	1001	1445	1109	1088	199	1375	468	81	77	67	47	52	104	76	96	88	88	69
"Unclassified.Acidimicrobiaceae.Family"	0	0	0	6	2	4	1	0	0	3	3	0	2	1	0	1	4	4	5	0	6	3	2	3	0	1	3
"Unclassified.Acidimicrobiales.Order"	364	596	392	759	637	734	952	1019	651	1040	892	1002	793	189	942	399	798	808	763	579	843	779	604	783	733	739	754
"Unclassified.Acidobacteria.Phylum"	475	584	365	611	632	456	1108	868	728	996	1187	1050	837	85	1053	213	481	545	457	365	537	471	437	490	500	532	493
"Unclassified.Acidobacteria_Gp1.Class"	3498	4278	2845	888	1018	735	5361	5140	4981	4974	5760	5326	4614	900	6259	1920	679	789	722	565	764	830	688	825	860	880	756
"Unclassified.Acidobacteria_Gp3.Class"	2004	2538	1809	632	616	420	3565	3524	3007	3060	3570	3348	2863	607	3323	1256	481	618	527	484	552	581	490	544	669	679	613
"Unclassified.Acidobacteria_Gp4.Class"	180	290	194	140	183	139	850	618	480	566	617	762	468	122	417	230	154	239	232	156	202	199	168	237	198	247	218
"Unclassified.Actinobacteria.Class"	3613	4404	2952	8240	7604	7595	5525	5974	4041	4859	6010	5944	4582	636	6009	2021	9020	8420	8479	6081	8947	8656	7343	8399	8174	8246	8249
"Unclassified.Actinobacteria.Phylum"	1103	1572	970	4166	3636	4028	1821	1967	1370	1576	1972	1877	1536	219	2103	623	4926	4526	4429	3240	4802	4522	3838	4184	4192	4095	4353
"Unclassified.Actinomycetales.Order"	9412	11885	7771	5257	5279	4446	10015	10585	7292	7419	10478	9479	7635	1627	9555	3831	5950	5381	5349	4279	5557	6388	5051	5537	6240	6610	6127
"Unclassified.Alcaligenaceae.Family"	2	8	0	0	2	0	0	4	3	26	7	2	11	142	0	100	2	2	0	0	34	0	15	14	0	0	0
"Unclassified.Alicyclobacillaceae.Family"	112	134	69	21	29	6	57	62	48	51	50	44	50	20	79	24	32	22	34	26	14	10	22	27	18	13	33
"Unclassified.Alphaproteobacteria.Class"	1662	1880	1305	4450	4479	3784	3421	3679	2601	3667	4134	3725	2837	6578	3085	7995	4405	4451	4574	3347	4610	4682	3927	4762	4674	4887	4506
"Unclassified.Anaerolineaceae.Family"	20	33	20	191	174	87	54	43	57	60	42	42	41	9	36	17	181	194	185	145	166	129	133	199	133	214	235
"Unclassified.Armatimonadetes.Phylum"	7	3	9	0	0	0	50	39	43	54	47	48	35	8	47	15	1	1	3	4	3	5	3	7	6	8	6
"Unclassified.Bacillaceae.1.Family"	583	945	525	510	670	259	1000	889	825	999	950	998	713	147	1169	275	568	671	605	367	885	595	538	638	499	511	560
"Unclassified.Bacillaceae.2.Family"	415	574	440	364	314	173	607	568	461	612	637	690	557	76	750	200	413	399	372	307	358	467	375	437	460	332	375
"Unclassified.Bacillales.Order"	6194	9472	5955	6133	6710	3006	9639	8015	7732	8814	9523	10092	6861	1364	10957	3061	6633	7270	6567	4857	7332	6527	6180	7115	6661	6004	6594
"Unclassified.Bacilli.Class"	441	579	369	330	303	191	690	533	565	510	676	706	509	121	832	273	346	422	315	213	351	337	305	343	367	336	331
"Unclassified.Bacteriovoracaceae.Family"	0	0	0	3	0	9	0	3	0	3	2	0	0	0	0	3	5	0	8	2	1	4	7	3	4	2	0
"Unclassified.Bacteroidetes.Phylum"	94	106	80	92	127	124	291	249	205	637	232	425	192	158	161	164	108	184	137	123	127	150	147	192	194	196	145
"Unclassified.Beijerinckiaceae.Family"	11	23	15	75	87	76	44	47	15	17	20	31	21	0	24	8	57	70	60	52	50	56	46	50	73	72	45
"Unclassified.Betaproteobacteria.Class"	1508	1995	1055	1195	1158	1123	2133	2337	1459	2024	2437	2090	1651	583	2031	946	1191	1282	1203	833	1099	1120	961	1347	1143	1085	1231
