"C1.sm.bam"	"C2.sm.bam"	"C3.sm.bam"	"C4.sm.bam"	"C5.sm.bam"	"T1.sm.bam"	"T2.sm.bam"	"T3.sm.bam"	"T4.sm.bam"	"T5.sm.bam"
"Solyc01g005650.1"	0	0	0.33573733910721	0	0	0	0	0	0	0
"Solyc01g005680.2"	0.284997510764479	0	0	0	0	0	0.444553051114546	0	0	0
"Solyc01g005700.2"	0.284997510764479	0	0	0	0	0	0	0	0	0
"Solyc01g005730.2"	0.455610330853233	0	0	0	0.289061541442611	0	0	0	0	0
"Solyc01g005740.2"	0.455610330853233	0	0	0	0	0	0.802757722611525	0.315266490047392	0	0
"Solyc01g005770.2"	0.284997510764479	0	0	0	0.289061541442611	0	0	0	0	0
"Solyc01g005790.1"	0	0.446406831483151	0	0.334587479824386	0.289061541442611	0	0	0	0	0
"Solyc01g005800.2"	1.31128310981868	1.31695051829202	1.29363422121459	1.40438841310149	1.3569741973119	1.32650927542459	0	0.801625910074328	0.852534344056924	0.998722484500284
"Solyc01g005810.2"	0	0	0.522807552272921	0	0	0.354690153939281	0	0.315266490047392	0	0.258999022496285
"Solyc01g005820.2"	0.925317812708159	1.1324558832874	1.0606049775925	1.08013273835644	1.20763900583584	1.17299154959531	0.659584477855108	0.927705721668581	1.21224695605468	1.03286600937205
"Solyc01g005840.2"	0.925317812708159	0.862314101057728	0.903000993909004	0.704350301797017	0.679658889740153	0.54728949613226	0	0.721529640488759	1.00780479771611	0.705654882895141
"Solyc01g005900.2"	0.284997510764479	0.278200211277516	0	0.521312084030318	0.289061541442611	0.680252775692172	0	0	0.403158760520572	0.420124669874008
"Solyc01g005930.2"	0.284997510764479	0	0	0	0	0	0	0	0	0
"Solyc01g005940.2"	0.284997510764479	0	0	0	0	0.54728949613226	0	0	0	0
"Solyc01g005950.2"	2.29585933004874	2.29572128974306	2.15624620266294	2.16974538888555	2.09318573523245	2.37508988730295	1.62340305345772	2.01451296972566	2.0460111998828	1.9537150611271
"Solyc01g005960.2"	3.01501501675583	3.14595131506066	3.02962026874163	3.01839978352316	3.09400763161134	3.02506753326721	2.53578135223632	2.84818148488332	2.8268762599294	2.93887197989855
"Solyc01g005970.2"	0.284997510764479	0.278200211277516	0	0.198748500880882	0	0.54728949613226	0	0	0.608573690963013	0
