"C1.sm.bam"	"C2.sm.bam"	"C3.sm.bam"	"C4.sm.bam"	"C5.sm.bam"	"T1.sm.bam"	"T2.sm.bam"	"T3.sm.bam"	"T4.sm.bam"	"T5.sm.bam"
"Solyc11g011530.1"	2	1	0	4	3	3	3	4	0	5
"Solyc11g011540.1"	3	0	1	4	0	0	0	0	0	0
"Solyc11g011550.1"	18	11	9	20	10	14	3	4	7	6
"Solyc11g011610.1"	7	6	8	19	7	17	4	11	4	9
"Solyc11g011620.1"	1	1	1	2	3	0	2	1	3	8
"Solyc11g011700.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g011710.1"	5	1	0	3	0	1	3	3	5	3
"Solyc11g011730.1"	199	181	124	235	127	208	34	230	159	272
"Solyc11g011760.1"	9	11	12	19	13	22	1	17	12	27
"Solyc11g011780.1"	104	132	91	264	128	108	7	93	74	131
"Solyc11g011790.1"	2	9	2	6	7	1	0	0	0	0
"Solyc11g011800.1"	12	20	7	33	12	10	2	3	1	2
"Solyc11g011840.1"	1	1	4	3	4	2	2	2	4	1
"Solyc11g011900.1"	2	1	0	3	1	1	0	0	2	1
"Solyc11g011910.1"	291	277	218	408	236	188	27	262	107	372
"Solyc11g011920.1"	0	0	1	0	1	0	0	0	0	1
"Solyc11g011930.1"	1	0	3	2	3	2	0	2	0	1
"Solyc11g011940.1"	4	2	1	4	2	3	0	0	1	0
"Solyc11g011960.1"	0	1	0	0	1	1	0	0	1	1
"Solyc11g011970.1"	27	38	19	58	33	30	4	30	20	44
"Solyc11g011980.1"	575	644	411	803	555	278	23	141	63	146
"Solyc11g011990.1"	40	39	21	63	49	21	3	32	15	46
"Solyc11g012000.1"	16	12	10	21	24	8	7	20	15	24
"Solyc11g012010.1"	0	0	0	0	1	0	0	1	1	0
"Solyc11g012020.1"	361	370	241	570	410	156	50	194	109	200
"Solyc11g012030.1"	2	0	1	1	2	2	0	3	0	1
"Solyc11g012040.1"	9	3	5	9	5	7	4	3	1	8
"Solyc11g012060.1"	0	0	0	1	0	0	0	0	0	2
"Solyc11g012070.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g012080.1"	21	8	12	21	11	10	9	21	12	12
"Solyc11g012090.1"	4	5	3	2	5	3	0	8	3	7
"Solyc11g012100.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g012110.1"	14	13	14	14	13	11	4	14	17	22
"Solyc11g012140.1"	113	175	119	187	151	61	3	27	17	45
"Solyc11g012150.1"	34	48	26	68	40	16	4	11	11	16
"Solyc11g012180.1"	0	2	0	0	0	0	0	0	0	0
"Solyc11g012190.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g012270.1"	294	297	207	528	327	177	22	204	187	271
"Solyc11g012280.1"	31	22	11	23	25	19	8	18	10	20
"Solyc11g012300.1"	0	1	0	1	1	0	3	0	0	0
"Solyc11g012320.1"	1	0	0	0	1	1	0	0	0	1
"Solyc11g012360.1"	0	0	0	1	1	0	0	0	0	0
"Solyc11g012390.1"	29	14	9	16	18	14	10	9	7	28
"Solyc11g012400.1"	6	5	6	8	2	2	1	2	4	6
"Solyc11g012410.1"	33	35	20	78	33	32	13	32	28	51
"Solyc11g012450.1"	1	0	0	0	1	0	0	0	0	0
"Solyc11g012460.1"	6758	5697	4214	8717	5100	5225	410	2883	2820	2954
"Solyc11g012470.1"	7888	7396	4934	10660	6712	5288	617	3988	1768	4559
"Solyc11g012480.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g012490.1"	2	1	0	9	2	3	18	4	6	5
"Solyc11g012500.1"	1	2	1	1	0	0	1	1	2	2
"Solyc11g012530.1"	2	2	4	4	0	0	0	1	0	2
"Solyc11g012540.1"	4	9	5	14	7	8	0	5	4	6
"Solyc11g012550.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g012560.1"	5	1	0	0	0	2	2	1	0	3
"Solyc11g012570.1"	18	32	14	41	25	6	0	14	3	10
"Solyc11g012600.1"	0	0	0	0	1	0	0	0	1	0
"Solyc11g012670.1"	12	4	6	19	11	2	0	5	1	6
"Solyc11g012680.1"	2	1	1	5	4	1	1	1	1	2
"Solyc11g012710.1"	61	61	56	82	54	71	6	77	71	94
"Solyc11g012720.1"	4	2	2	6	5	3	1	1	1	3
"Solyc11g012730.1"	1212	1227	873	1769	1192	1152	442	1553	1325	2137
"Solyc11g012740.1"	26	36	28	54	40	12	2	16	2	18
"Solyc11g012760.1"	0	1	0	1	0	0	0	0	1	0
"Solyc11g012770.1"	1	1	0	3	1	0	0	0	0	0
"Solyc11g012780.1"	0	0	0	2	0	0	0	0	0	2
"Solyc11g012790.1"	2	0	0	1	0	0	0	0	0	0
"Solyc11g012800.1"	0	1	1	1	0	0	0	0	0	0
"Solyc11g012810.1"	6	6	6	6	6	8	0	1	1	1
"Solyc11g012820.1"	7	5	2	11	7	5	1	8	2	8
"Solyc11g012830.1"	257	282	239	470	250	231	54	301	185	375
"Solyc11g012840.1"	0	1	0	0	0	0	0	1	0	0
"Solyc11g012850.1"	0	0	0	1	1	0	0	0	0	1
"Solyc11g012860.1"	3	5	3	5	5	5	0	1	0	1
"Solyc11g012880.1"	475	549	357	813	514	390	93	404	214	514
"Solyc11g012890.1"	12	12	5	12	11	16	2	5	1	3
"Solyc11g012900.1"	105	119	81	206	104	86	7	67	68	90
"Solyc11g012910.1"	524	519	357	769	514	404	113	392	383	477
"Solyc11g012920.1"	1	0	0	1	1	2	0	0	0	0
"Solyc11g012940.1"	0	0	0	2	1	1	3	1	0	4
"Solyc11g012950.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g012970.1"	4	1	1	4	2	1	0	1	0	1
"Solyc11g013000.1"	0	0	0	2	0	0	0	0	0	0
"Solyc11g013010.1"	2	1	2	0	2	0	0	0	1	2
"Solyc11g013020.1"	128	102	85	186	121	103	70	144	102	191
"Solyc11g013030.1"	52	101	50	118	68	30	7	31	9	41
"Solyc11g013060.1"	0	3	0	2	0	0	2	0	2	1
"Solyc11g013070.1"	3	2	2	1	1	1	0	0	0	2
"Solyc11g013080.1"	0	0	0	1	0	0	0	0	1	0
"Solyc11g013090.1"	0	0	0	0	0	0	0	0	1	0
"Solyc11g013100.1"	282	180	179	301	189	276	941	288	251	447
"Solyc11g013110.1"	7	13	8	13	15	8	4	12	5	9
"Solyc11g013120.1"	197	205	175	353	221	139	10	167	92	176
"Solyc11g013150.1"	0	0	0	1	1	1	0	0	0	2
"Solyc11g013170.1"	22	20	13	19	15	6	4	5	13	17
"Solyc11g013180.1"	23	43	26	34	24	5	0	4	1	5
"Solyc11g013190.1"	7	4	7	4	3	1	0	2	0	0
"Solyc11g013200.1"	0	0	0	0	1	0	0	1	0	2
"Solyc11g013230.1"	1	0	2	0	0	0	0	0	1	0
"Solyc11g013240.1"	0	2	3	3	0	0	0	0	0	1
"Solyc11g013260.1"	4	9	5	4	3	7	1	3	3	7
"Solyc11g013270.1"	0	0	0	1	2	0	0	0	0	1
"Solyc11g013280.1"	1	0	5	1	4	1	0	0	0	0
"Solyc11g013290.1"	0	1	1	5	1	1	0	0	0	0
"Solyc11g013300.1"	0	0	0	0	0	1	1	0	1	2
"Solyc11g013320.1"	3	2	2	2	3	0	0	1	2	0
"Solyc11g013350.1"	2	1	1	2	3	1	4	1	0	4
"Solyc11g013370.1"	6	2	1	2	4	1	0	0	0	0
"Solyc11g013400.1"	6	9	6	9	9	7	1	6	1	5
"Solyc11g013440.1"	11	9	6	20	10	8	3	9	5	11
"Solyc11g013460.1"	28	37	25	57	38	33	13	42	27	66
"Solyc11g013490.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g013520.1"	16	11	14	35	14	10	1	3	4	7
"Solyc11g013530.1"	93	113	57	194	95	34	5	21	9	16
"Solyc11g013550.1"	3	1	1	2	1	0	0	2	0	0
"Solyc11g013730.1"	7	25	9	33	18	9	0	0	2	0
"Solyc11g013740.1"	1	2	1	1	2	0	0	0	0	0
"Solyc11g013760.1"	19	28	19	32	24	18	3	11	4	19
"Solyc11g013770.1"	1	2	4	4	2	1	2	6	2	15
"Solyc11g013810.1"	877	752	655	1070	749	799	762	1090	796	1505
"Solyc11g013820.1"	4	8	3	1	4	4	1	1	2	2
"Solyc11g013830.1"	15	36	12	22	7	18	31	25	19	47
"Solyc11g013840.1"	39	37	42	74	24	22	7	30	19	28
"Solyc11g013850.1"	20	19	9	18	20	28	37	30	28	41
"Solyc11g013860.1"	2	6	6	5	5	0	2	7	4	28
"Solyc11g013870.1"	20	20	7	11	14	10	3	13	12	39
"Solyc11g013890.1"	0	1	3	2	0	2	0	2	0	0
"Solyc11g015900.1"	1	0	0	0	1	0	0	0	0	0
"Solyc11g015910.1"	2	1	0	1	0	0	0	0	0	3
"Solyc11g016930.1"	89	59	53	116	62	61	4	49	31	64
"Solyc11g016940.1"	4	3	2	0	2	0	0	0	0	0
"Solyc11g016970.1"	0	0	0	0	0	0	0	0	1	0
"Solyc11g016990.1"	12	4	6	12	10	4	1	2	0	3
"Solyc11g017040.1"	16	35	14	42	24	19	4	18	10	16
"Solyc11g017050.1"	2	1	1	6	4	2	0	3	1	1
"Solyc11g017060.1"	2	2	1	2	0	1	0	0	1	0
"Solyc11g017070.1"	31	19	3	17	23	15	5	17	11	32
"Solyc11g017090.1"	6	4	2	4	6	1	0	0	0	1
"Solyc11g017130.1"	8	17	4	25	12	6	1	7	3	3
"Solyc11g017140.1"	1	0	0	0	0	1	0	0	0	1
"Solyc11g017170.1"	3	0	1	1	1	0	1	0	0	0
"Solyc11g017190.1"	0	1	2	1	2	0	0	0	0	0
"Solyc11g017200.1"	2	3	2	3	1	2	0	0	1	6
"Solyc11g017220.1"	3	1	0	2	5	2	0	1	2	0
"Solyc11g017230.1"	0	0	1	1	0	4	0	0	0	2
"Solyc11g017240.1"	8	10	18	11	18	5	5	10	11	12
"Solyc11g017250.1"	12	11	11	11	10	8	2	7	7	16
"Solyc11g017270.1"	0	1	0	0	0	0	1	0	0	0
"Solyc11g017300.1"	11	10	6	20	8	4	3	11	5	11
"Solyc11g017310.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g017330.1"	1	11	8	14	6	8	0	1	6	6
"Solyc11g017340.1"	2	2	3	1	0	0	0	2	0	0
"Solyc11g017360.1"	3	3	4	1	2	2	1	2	3	2
"Solyc11g017370.1"	0	1	2	2	0	0	0	0	0	0
"Solyc11g017380.1"	2	2	1	9	1	1	0	0	2	1
"Solyc11g017400.1"	5	4	8	10	6	7	2	2	4	21
"Solyc11g017410.1"	0	1	1	1	0	1	0	0	0	0
"Solyc11g017420.1"	16	15	12	31	21	6	0	3	1	2
"Solyc11g017430.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g017440.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g017460.1"	360	660	280	681	370	270	21	86	69	141
"Solyc11g017470.1"	2	1	2	3	0	0	0	1	2	4
"Solyc11g018470.1"	3	2	4	6	2	1	1	4	1	4
"Solyc11g018490.1"	105	78	65	91	74	60	52	94	68	95
"Solyc11g018500.1"	4	0	1	7	1	1	0	1	0	0
"Solyc11g018510.1"	0	0	0	1	0	3	0	0	0	0
"Solyc11g018520.1"	1	1	2	1	0	0	0	2	0	0
"Solyc11g018550.2"	5	7	7	7	3	4	1	1	2	8
"Solyc11g018560.1"	4	3	2	2	2	1	1	0	1	2
"Solyc11g018580.1"	84	98	52	110	53	65	11	49	26	56
"Solyc11g018590.1"	0	0	0	0	0	0	1	0	0	0
"Solyc11g018610.1"	161	184	125	286	186	116	13	113	83	133
"Solyc11g018620.1"	1	0	0	1	0	1	0	0	0	0
"Solyc11g018660.1"	0	0	1	0	0	0	0	2	0	0
"Solyc11g018670.1"	54	48	31	87	45	38	5	16	20	14
"Solyc11g018680.1"	2	0	0	3	1	0	0	2	0	1
"Solyc11g018690.1"	1	4	2	5	6	2	1	5	3	4
"Solyc11g018740.1"	0	0	1	0	0	0	0	0	0	0
"Solyc11g018770.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g018810.1"	2	0	1	0	0	0	0	0	0	0
"Solyc11g018820.1"	0	2	0	0	0	0	0	0	0	0
"Solyc11g018830.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g018850.1"	3	0	1	4	2	0	5	4	1	3
"Solyc11g019860.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g019920.1"	50	45	31	63	37	32	5	28	24	26
"Solyc11g019930.1"	0	3	3	2	4	3	0	0	0	1
"Solyc11g019950.1"	44	41	35	71	54	40	2	27	8	34
"Solyc11g019960.1"	2	3	0	0	2	2	0	0	0	2
"Solyc11g020020.1"	0	0	1	0	0	0	0	0	0	0
"Solyc11g020040.1"	0	0	1	0	1	0	0	0	0	0
"Solyc11g020050.1"	0	0	0	1	1	1	0	0	0	1
"Solyc11g020060.1"	1	2	0	0	0	1	0	0	0	0
"Solyc11g020160.1"	0	0	0	1	0	0	0	0	0	1
"Solyc11g020170.1"	0	0	0	0	0	0	0	0	1	0
"Solyc11g020180.1"	1	2	0	3	0	0	0	0	0	0
"Solyc11g020190.1"	2	1	0	5	1	0	0	0	0	0
"Solyc11g020200.1"	0	0	0	1	1	2	0	1	0	2
"Solyc11g020210.1"	7	2	1	8	5	4	3	4	3	7
"Solyc11g020230.1"	2	0	0	2	3	0	0	0	0	0
"Solyc11g020250.1"	0	1	0	2	0	0	0	0	0	1
"Solyc11g020290.1"	0	0	0	1	0	2	0	0	0	0
"Solyc11g020300.1"	14	18	9	9	12	7	2	6	5	17
"Solyc11g020320.1"	1	1	0	0	0	0	0	1	0	0
"Solyc11g020380.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g020560.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g020570.1"	24	10	9	19	18	6	2	8	8	17
"Solyc11g020590.1"	141	131	110	219	142	132	13	134	79	151
"Solyc11g020610.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g020670.1"	8	3	2	4	1	5	14	11	1	5
"Solyc11g020710.1"	0	0	0	0	0	0	0	1	0	0
"Solyc11g020720.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g020730.1"	1	0	0	0	1	0	0	0	0	0
"Solyc11g020760.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g020770.1"	0	1	0	1	0	0	0	0	1	0
"Solyc11g020780.1"	0	0	1	9	1	1	0	1	1	5
"Solyc11g020810.1"	3	6	4	4	4	3	0	1	1	0
"Solyc11g020820.1"	0	2	0	0	0	0	0	0	1	0
"Solyc11g020840.1"	3	0	0	0	0	0	0	0	0	0
"Solyc11g020850.1"	119	71	81	148	77	85	4	80	57	104
"Solyc11g020860.1"	0	0	1	0	0	0	0	0	0	0
"Solyc11g020870.1"	0	2	0	1	1	0	0	1	0	0
"Solyc11g020890.1"	9	6	5	18	9	4	10	8	6	13
"Solyc11g020910.1"	47	34	20	37	24	29	3	10	11	13
"Solyc11g020950.1"	12404	12781	9901	21213	12477	8949	711	7201	4908	8514
"Solyc11g020960.1"	0	0	0	0	0	0	1	0	0	0
"Solyc11g020980.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g021020.1"	0	0	0	0	1	0	2	0	0	0
"Solyc11g021060.1"	0	0	0	0	0	0	0	0	1	0
"Solyc11g021150.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g021170.1"	2	0	0	0	0	2	5	0	1	1
"Solyc11g021260.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g021280.1"	1	0	1	1	2	0	8	2	0	2
"Solyc11g021290.1"	0	0	1	2	0	0	5	0	1	3
"Solyc11g021310.1"	0	1	0	0	1	1	0	0	3	1
"Solyc11g022380.1"	18	21	25	27	15	18	1	10	3	11
"Solyc11g022390.1"	11	6	3	13	8	4	1	4	2	7
"Solyc11g022400.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g022420.1"	2	0	0	0	2	0	0	1	0	1
"Solyc11g022460.1"	0	0	0	2	0	0	0	0	0	0
"Solyc11g022470.1"	2	1	2	8	2	3	0	0	5	3
"Solyc11g022500.1"	0	1	0	1	0	0	0	0	0	0
"Solyc11g022530.1"	73	64	51	89	49	33	10	69	45	78
"Solyc11g022540.1"	428	419	323	698	442	277	32	224	91	384
"Solyc11g022590.1"	4	1	1	11	5	2	3	2	4	2
"Solyc11g022600.1"	3	10	6	11	6	7	4	9	2	3
"Solyc11g027630.1"	0	0	0	0	0	0	0	0	1	0
"Solyc11g027650.1"	22	33	30	66	38	46	117	47	72	28
"Solyc11g027670.1"	2	7	1	1	1	9	21	1	7	4
"Solyc11g027690.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g027700.1"	0	0	1	0	0	0	0	0	0	1
"Solyc11g027710.1"	4	7	2	10	6	9	28	4	11	4
"Solyc11g027730.1"	0	1	0	1	0	1	4	2	3	2
"Solyc11g027750.1"	1	0	1	0	0	2	2	0	0	2
"Solyc11g027760.1"	26	31	15	53	27	75	264	46	99	49
"Solyc11g027770.1"	187	160	159	273	207	723	1557	197	901	371
"Solyc11g027820.1"	0	0	0	2	0	0	0	0	0	0
"Solyc11g027850.1"	0	0	0	0	1	1	0	0	0	0
"Solyc11g027870.1"	66	60	35	93	65	43	15	55	47	89
"Solyc11g027900.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g027910.1"	0	0	1	0	0	3	0	1	0	0
"Solyc11g027920.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g028000.1"	7	3	4	10	5	2	0	3	5	5
"Solyc11g028010.1"	529	480	358	564	386	391	33	278	289	378
"Solyc11g028080.1"	0	0	0	0	1	0	2	0	0	1
"Solyc11g028090.1"	0	0	0	0	0	0	0	1	0	0
"Solyc11g028100.1"	75	74	44	99	50	63	17	42	33	58
"Solyc11g028170.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g028180.1"	0	2	2	2	2	0	0	0	0	2
"Solyc11g028200.1"	3	2	2	5	2	6	2	0	2	7
"Solyc11g028300.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g028320.1"	0	1	0	1	1	0	0	0	0	0
"Solyc11g030380.1"	57	42	40	94	68	53	13	36	34	45
"Solyc11g030390.1"	65	44	37	92	46	42	1	46	30	57
"Solyc11g030550.1"	0	0	0	1	1	0	0	0	0	0
"Solyc11g030700.1"	5	10	6	12	4	3	1	3	0	4
"Solyc11g030710.1"	36	35	22	50	34	23	4	22	5	22
"Solyc11g030720.1"	2	2	1	3	0	2	0	1	0	4
"Solyc11g030730.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g031970.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g032010.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g032050.1"	9	11	7	10	8	7	7	10	4	11
"Solyc11g032090.1"	0	1	0	1	1	0	0	0	2	0
"Solyc11g032100.1"	2	0	0	0	0	1	2	1	0	0
"Solyc11g032130.1"	10	6	6	15	6	4	1	1	4	3
"Solyc11g032170.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g032190.1"	0	1	0	0	0	2	0	0	0	0
"Solyc11g032200.1"	27	17	21	32	13	19	3	24	9	26
"Solyc11g033260.1"	2	4	3	8	1	5	1	5	3	6
"Solyc11g033270.1"	428	730	462	882	556	232	45	164	65	170
"Solyc11g033280.1"	128	126	88	227	127	113	12	80	53	103
"Solyc11g039470.1"	313	230	189	328	237	240	97	223	158	268
"Solyc11g039510.1"	1	0	1	0	0	0	0	1	0	1
"Solyc11g039650.1"	0	2	1	7	4	1	0	1	1	1
"Solyc11g039670.1"	23	18	22	38	26	14	6	48	19	42
"Solyc11g039760.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g039830.1"	7	0	0	3	3	0	0	1	1	4
"Solyc11g039840.1"	4254	3414	2527	5777	3659	3759	1306	4073	2867	5777
"Solyc11g039880.1"	0	0	1	0	0	0	0	1	0	0
"Solyc11g039890.1"	0	0	1	0	0	0	0	0	0	0
"Solyc11g039910.1"	16	15	15	26	12	10	9	8	5	17
"Solyc11g039950.1"	74	86	49	72	63	90	27	67	51	60
"Solyc11g039960.1"	91	108	71	120	81	67	15	61	54	96
"Solyc11g039980.1"	0	1	0	1	0	1	0	0	1	2
"Solyc11g039990.1"	0	0	0	1	0	1	3	0	1	1
"Solyc11g040030.1"	3	2	0	0	0	2	0	1	0	1
"Solyc11g040050.1"	14	20	3	29	21	10	3	8	5	8
"Solyc11g040110.1"	2	1	3	6	3	3	0	1	3	2
"Solyc11g040120.1"	1	0	0	1	5	1	0	1	1	1
"Solyc11g040130.1"	2	3	5	5	4	3	0	11	12	7
"Solyc11g040150.1"	1238	1288	887	1945	1186	796	77	615	300	717
"Solyc11g040170.1"	1	4	0	0	0	1	0	0	0	1
"Solyc11g040180.1"	9	3	1	4	3	5	0	0	1	4
"Solyc11g040230.1"	0	0	1	0	2	0	0	1	0	0
"Solyc11g040250.1"	0	1	0	0	0	0	0	0	0	0
"Solyc11g040260.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g040270.1"	97	100	68	99	89	74	26	71	67	100
"Solyc11g040280.1"	12356	14507	9965	22682	13051	8637	736	4033	3487	3755
"Solyc11g040290.1"	22	16	11	24	19	13	1	14	1	10
"Solyc11g040300.1"	2	4	0	7	4	3	2	3	2	3
"Solyc11g040330.1"	5	1	4	11	3	1	0	1	0	2
"Solyc11g040340.1"	1	0	0	1	0	0	0	0	0	0
"Solyc11g040370.1"	24	44	28	59	34	12	3	21	5	22
"Solyc11g040380.1"	4	1	5	6	5	3	0	0	2	1
"Solyc11g040390.1"	13	18	15	31	20	7	0	5	2	9
"Solyc11g042420.1"	1459	1021	878	2000	1422	1136	1631	1704	1473	2513
"Solyc11g042430.1"	1	1	1	1	0	0	0	0	0	1
"Solyc11g042440.1"	3	2	1	1	1	3	3	1	2	1
"Solyc11g042460.1"	0	3	4	4	2	1	4	1	1	0
"Solyc11g042470.1"	1	2	2	2	2	1	0	0	0	4
"Solyc11g042500.1"	2	2	0	3	0	0	0	2	0	0
"Solyc11g042510.1"	1	1	0	0	0	0	0	0	0	0
"Solyc11g042570.1"	6	1	4	3	4	3	9	2	5	6
"Solyc11g042610.1"	70	50	47	99	75	63	15	66	35	67
"Solyc11g042620.1"	8	5	3	12	11	4	2	4	0	4
"Solyc11g042630.1"	1309	1275	1021	1873	1016	1107	301	1278	968	1452
"Solyc11g042640.1"	2	2	1	1	3	0	0	3	0	3
"Solyc11g042650.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g042700.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g042800.1"	0	1	0	0	2	0	0	0	0	0
"Solyc11g042820.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g042850.1"	36	35	22	31	30	14	6	26	6	34
"Solyc11g042920.1"	1	1	0	1	0	0	0	0	1	0
"Solyc11g042930.1"	710	545	500	953	656	707	175	647	638	1029
"Solyc11g042940.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g042950.1"	0	0	0	0	0	0	0	1	0	0
"Solyc11g042990.1"	412	613	419	793	539	309	53	259	88	382
"Solyc11g043110.1"	1	2	1	2	2	2	3	0	0	0
"Solyc11g043120.1"	104	102	58	112	70	90	3	42	26	64
"Solyc11g043130.1"	56	195	117	177	157	17	6	56	10	86
"Solyc11g043150.1"	13	18	11	15	6	10	0	8	9	11
"Solyc11g043200.1"	0	0	0	0	0	0	0	1	0	0
"Solyc11g043210.1"	6	6	4	2	1	5	0	3	3	6
"Solyc11g044230.1"	648	366	306	588	445	401	252	574	411	641
"Solyc11g044240.1"	0	2	0	0	3	2	0	0	2	0
"Solyc11g044250.1"	8	21	4	13	9	4	0	1	2	2
"Solyc11g044260.1"	1	1	1	3	1	2	1	1	0	1
"Solyc11g044270.1"	7	0	0	5	0	1	2	1	1	1
"Solyc11g044280.1"	2	1	3	4	0	2	0	0	1	4
"Solyc11g044310.1"	333	292	224	436	279	653	2581	388	750	520
"Solyc11g044320.1"	47	49	32	74	47	26	1	32	18	47
"Solyc11g044340.1"	6	3	2	9	6	1	0	0	0	0
"Solyc11g044350.1"	0	1	0	0	1	0	0	0	0	0
"Solyc11g044390.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g044450.1"	5258	5188	3910	8272	5033	3928	481	4113	2784	3686
"Solyc11g044460.1"	5142	7091	4525	8668	5918	3885	373	1730	918	1979
"Solyc11g044480.1"	739	1282	694	1450	960	346	44	257	120	304
"Solyc11g044510.1"	7	16	7	13	10	7	1	9	1	9
"Solyc11g044530.1"	3	2	0	3	1	0	0	0	4	1
"Solyc11g044540.1"	12	16	12	28	15	18	7	16	5	28
"Solyc11g044560.1"	0	0	0	0	0	0	0	1	0	0
"Solyc11g044600.1"	1	0	0	0	0	0	4	0	0	0
"Solyc11g044610.1"	0	0	1	4	0	1	0	0	0	1
"Solyc11g044740.1"	35816	29105	27626	52364	32710	29263	73714	44212	31917	61209
"Solyc11g044750.1"	2	1	1	0	0	3	0	4	0	3
"Solyc11g044800.1"	3	4	0	5	5	0	0	1	0	2
"Solyc11g044810.1"	1	1	1	0	2	0	0	0	3	1
"Solyc11g044820.1"	0	0	0	0	0	1	0	0	0	0
"Solyc11g044860.1"	19857	21133	13239	32255	17671	12865	1288	7059	5813	8009
"Solyc11g044870.1"	2	0	0	1	0	0	0	0	0	0
"Solyc11g044880.1"	231	324	191	449	330	93	6	54	11	48
"Solyc11g044900.1"	97	71	54	96	82	33	11	44	44	62
"Solyc11g044910.1"	0	0	1	0	1	0	0	0	1	0
"Solyc11g044920.1"	6845	4982	4430	8119	4903	5450	12061	6991	5722	7849
"Solyc11g044950.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g044960.1"	1	0	0	0	0	0	0	0	0	0
"Solyc11g045000.1"	0	0	0	2	0	0	0	0	0	0
"Solyc11g045020.1"	0	0	0	0	1	0	0	0	0	0
"Solyc11g045030.1"	152	98	62	147	119	111	15	151	92	157
"Solyc11g045040.1"	10	12	5	12	4	13	1	2	3	6
"Solyc11g045050.1"	9	10	12	29	14	7	2	7	0	20
"Solyc11g045100.1"	4	1	0	5	2	0	0	0	0	0
"Solyc11g045120.1"	5	7	6	9	1	2	2	1	2	6
"Solyc11g045130.1"	1	3	2	2	1	0	0	1	0	2
"Solyc11g045140.1"	0	1	0	1	0	0	0	0	0	0
"Solyc11g045150.1"	8	0	1	10	2	35	55	16	22	34
"Solyc11g045160.1"	5	20	7	16	11	0	0	0	4	4
"Solyc11g045170.1"	13	15	9	18	8	8	0	1	1	0
"Solyc11g045180.1"	0	0	1	1	0	0	0	0	0	0
"Solyc11g045190.1"	0	1	0	2	0	0	0	0	0	0
"Solyc11g045210.1"	1	2	2	5	3	1	0	4	3	3
"Solyc11g045220.1"	1	0	0	0	1	0	0	0	0	3
"Solyc11g045230.1"	4528	4273	3467	7654	4645	3456	2133	5205	3409	5542
"Solyc11g045240.1"	0	0	0	1	0	0	0	0	0	0
"Solyc11g045250.1"	2	1	2	2	0	0	0	4	1	2
"Solyc11g045260.1"	253	253	218	275	212	225	84	293	151	380
"Solyc11g045270.1"	35	35	14	61	23	25	2	15	17	9
"Solyc11g045280.1"	0	1	0	0	0	0	0	0	0	1
"Solyc11g045290.1"	0	2	1	0	0	0	0	0	0	1
"Solyc11g045310.1"	6356	7825	5853	12242	6833	4936	444	5631	3098	5808
"Solyc11g045350.1"	2	1	0	3	0	1	0	2	2	0
"Solyc11g045360.1"	134	83	77	137	113	70	67	99	139	125
"Solyc11g045370.1"	0	0	0	0	0	0	0	0	0	1
"Solyc11g045440.1"	1	0	0	1	0	0	1	0	0	1
"Solyc11g045450.1"	0	1	1	0	0	0	0	0	1	0
"Solyc11g045470.1"	26	58	24	48	36	27	6	19	7	20
"Solyc11g045480.1"	68	87	43	81	37	51	11	33	23	26
