"C1.sm.bam"	"C2.sm.bam"	"C3.sm.bam"	"C4.sm.bam"	"C5.sm.bam"	"T1.sm.bam"	"T2.sm.bam"	"T3.sm.bam"	"T4.sm.bam"	"T5.sm.bam"
"Solyc01g097030.2"	28	34	26	84	46	22	4	15	3	21
"Solyc01g097040.2"	0	0	0	0	0	0	1	0	0	0
"Solyc01g097050.2"	1575	1198	1135	1638	1426	857	1342	1812	1159	2839
"Solyc01g097060.2"	2	0	0	2	0	1	5	0	2	2
"Solyc01g097080.1"	3	1	0	4	3	0	0	0	0	2
"Solyc01g097120.2"	795	1015	682	2136	1166	610	113	295	293	399
"Solyc01g097140.2"	88	56	45	78	54	93	450	109	81	156
"Solyc01g097160.2"	48	77	43	157	69	24	3	28	27	40
"Solyc01g097170.2"	86	75	72	131	97	91	73	109	70	176
"Solyc01g097180.2"	10040	8110	7259	13237	7687	9324	10642	11651	7609	16244
"Solyc01g097190.2"	1	6	0	0	1	3	1	2	2	2
"Solyc01g097200.1"	6	4	3	9	6	1	4	0	0	1
"Solyc01g097210.2"	3	0	2	6	1	0	0	0	0	2
"Solyc01g097220.1"	22	29	14	45	18	31	6	7	10	12
"Solyc01g097230.2"	6032	6596	4776	9075	5876	4811	1543	4341	2265	4689
"Solyc01g097250.2"	129	143	110	226	119	119	7	62	66	88
"Solyc01g097260.2"	0	1	1	2	0	0	1	0	1	2
"Solyc01g097300.2"	13	8	6	11	10	14	5	17	8	10
"Solyc01g097310.2"	1	0	1	0	1	0	1	3	1	0
"Solyc01g097320.2"	117	289	174	296	190	73	7	70	38	90
"Solyc01g097330.2"	163	156	106	179	115	112	26	86	46	129
"Solyc01g097340.2"	27	24	28	37	24	20	4	30	16	55
"Solyc01g097360.2"	0	0	0	0	0	2	0	0	0	0
"Solyc01g097380.1"	0	1	0	0	0	0	0	1	0	0
"Solyc01g097390.2"	0	0	0	0	1	0	0	0	1	0
"Solyc01g097400.1"	0	0	0	1	0	1	0	0	0	0
"Solyc01g097430.2"	10	15	7	16	12	5	3	10	1	7
"Solyc01g097440.2"	4	9	3	7	2	1	0	0	1	3
"Solyc01g097460.2"	8	8	8	9	4	7	1	12	4	17
"Solyc01g097490.1"	0	0	0	0	0	0	0	1	0	0
"Solyc01g097500.2"	0	0	0	1	0	2	0	0	0	0
"Solyc01g097510.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g097520.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g097530.1"	0	0	0	0	0	0	1	0	0	0
"Solyc01g097540.2"	8	4	5	13	11	3	0	5	2	14
"Solyc01g097550.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g097590.2"	1	0	0	0	1	1	0	0	1	0
"Solyc01g097610.2"	0	1	1	2	0	0	0	2	0	0
"Solyc01g097620.1"	13	25	11	23	14	5	1	10	3	16
"Solyc01g097630.1"	2	5	3	3	5	1	0	3	1	8
"Solyc01g097640.2"	1	0	0	0	0	0	0	0	0	0
"Solyc01g097650.2"	1	0	0	0	0	0	0	0	0	0
"Solyc01g097670.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g097730.2"	99	164	102	175	115	78	4	35	13	39
"Solyc01g097740.2"	24	9	13	36	22	19	4	11	9	12
"Solyc01g097750.1"	0	0	0	0	0	0	0	0	1	0
"Solyc01g097760.2"	7	11	4	14	3	3	2	1	2	2
"Solyc01g097800.2"	0	0	0	1	1	1	0	0	0	0
"Solyc01g097810.2"	1	7	1	8	6	4	0	2	3	2
"Solyc01g097820.2"	2	2	0	0	1	0	0	0	0	1
"Solyc01g097830.2"	0	0	0	1	0	1	0	0	0	0
"Solyc01g097860.2"	134	182	115	191	115	122	45	92	41	109
"Solyc01g097870.2"	95	75	58	115	81	109	70	114	93	152
"Solyc01g097880.2"	88	60	66	128	87	62	87	109	84	139
"Solyc01g097890.2"	31	36	29	67	59	21	4	28	16	46
"Solyc01g097930.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g097950.2"	107	57	41	55	38	83	88	111	88	124
"Solyc01g097960.2"	1247	925	875	1331	990	959	1659	1731	1130	2334
"Solyc01g097970.2"	0	0	0	1	0	0	0	0	1	0
"Solyc01g097980.2"	148	127	103	131	116	153	26	87	86	102
"Solyc01g097990.2"	107	94	77	131	104	80	65	98	57	80
"Solyc01g098000.2"	7	1	1	8	7	4	1	10	3	8
"Solyc01g098010.2"	1	1	0	1	1	0	0	0	0	0
"Solyc01g098020.2"	25	30	16	60	36	24	11	29	26	26
"Solyc01g098030.2"	64	65	48	89	70	31	3	41	27	30
"Solyc01g098040.2"	145	130	106	214	149	134	22	139	71	170
"Solyc01g098050.1"	0	0	0	0	4	0	0	0	1	0
"Solyc01g098080.2"	199	228	125	298	204	132	10	72	53	91
"Solyc01g098090.2"	23	25	12	32	13	10	1	4	3	6
"Solyc01g098100.2"	0	0	0	2	0	0	0	0	1	0
"Solyc01g098110.2"	1	0	0	0	0	0	0	1	0	0
"Solyc01g098140.2"	2	2	1	0	0	0	0	1	4	0
"Solyc01g098150.2"	1	1	0	1	0	0	0	0	0	0
"Solyc01g098160.2"	11	13	12	15	8	9	0	7	1	4
"Solyc01g098170.2"	1	0	2	1	3	3	0	1	0	1
"Solyc01g098180.2"	70	70	46	122	63	33	2	20	7	24
"Solyc01g098190.2"	54	76	46	119	71	33	2	31	11	40
"Solyc01g098200.2"	1820	1610	1226	2518	1508	1549	262	1364	910	1405
"Solyc01g098210.2"	0	1	0	1	0	0	0	0	0	0
"Solyc01g098230.2"	7	8	9	19	13	11	0	0	3	6
"Solyc01g098250.2"	31	50	23	76	31	25	2	19	10	11
"Solyc01g098270.1"	21	21	18	40	10	20	2	17	16	31
"Solyc01g098280.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g098300.1"	19	12	10	21	22	11	2	19	9	17
"Solyc01g098320.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g098340.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g098350.2"	30	30	19	69	39	23	3	26	11	13
"Solyc01g098370.1"	3	5	2	2	6	3	0	1	0	0
"Solyc01g098380.2"	1	1	2	2	2	1	0	1	1	1
"Solyc01g098390.2"	1	3	1	0	0	0	0	0	0	2
"Solyc01g098400.2"	0	0	0	0	0	0	1	0	0	0
"Solyc01g098410.2"	0	1	0	1	0	0	0	0	0	0
"Solyc01g098430.2"	0	3	2	4	3	0	0	0	0	2
"Solyc01g098440.1"	160	142	100	249	160	114	15	134	93	192
"Solyc01g098450.2"	0	0	1	0	1	0	0	0	0	0
"Solyc01g098460.2"	40	42	27	79	46	28	11	45	17	40
"Solyc01g098470.2"	0	0	0	0	3	2	0	0	0	1
"Solyc01g098480.1"	8	14	9	3	4	5	1	3	2	6
"Solyc01g098500.2"	0	1	1	0	2	0	0	0	0	0
"Solyc01g098510.2"	8	4	0	2	5	5	0	0	2	6
"Solyc01g098520.2"	1	1	0	1	1	1	0	1	0	1
"Solyc01g098530.2"	13	18	14	30	26	3	1	9	1	12
"Solyc01g098540.2"	5	1	1	7	2	2	0	2	6	7
"Solyc01g098550.2"	21	27	17	38	21	17	1	21	8	13
"Solyc01g098560.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g098570.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g098580.2"	0	1	0	2	3	1	0	1	0	0
"Solyc01g098590.2"	1	6	3	2	3	0	0	0	3	1
"Solyc01g098600.2"	45	18	16	62	25	24	37	35	31	47
"Solyc01g098610.2"	3	1	2	1	0	2	0	3	0	0
"Solyc01g098630.2"	0	2	0	2	0	0	2	0	1	1
"Solyc01g098640.2"	0	0	0	0	0	0	0	0	1	0
"Solyc01g098650.2"	2	3	1	0	3	0	2	0	1	0
"Solyc01g098680.2"	5	3	3	1	2	1	0	2	0	0
"Solyc01g098690.2"	0	1	0	1	0	0	0	0	0	0
"Solyc01g098700.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g098710.2"	5	1	6	6	1	3	0	2	3	7
"Solyc01g098730.2"	0	0	0	1	2	0	0	0	0	1
"Solyc01g098760.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g098780.2"	14	18	14	34	13	26	13	27	27	30
"Solyc01g098790.1"	0	0	0	2	0	0	0	0	0	0
"Solyc01g098800.2"	3	3	3	5	4	3	0	3	1	2
"Solyc01g098810.2"	0	0	0	2	0	1	0	0	0	0
"Solyc01g098830.2"	33	23	17	35	22	40	7	28	26	28
"Solyc01g098840.2"	2	1	2	3	0	0	1	0	0	1
"Solyc01g098870.2"	277	369	193	518	285	190	13	71	38	126
"Solyc01g098880.2"	9	8	4	21	5	5	0	2	1	3
"Solyc01g098890.1"	0	0	0	0	0	1	0	0	0	1
"Solyc01g098900.2"	14	19	8	27	12	9	4	4	8	15
"Solyc01g098910.2"	6	4	2	4	3	2	1	2	4	3
"Solyc01g098920.2"	249	314	276	433	295	209	56	194	132	320
"Solyc01g098950.1"	6	1	2	6	2	4	0	0	0	1
"Solyc01g098960.1"	1	0	0	1	2	0	0	2	0	2
"Solyc01g098980.2"	62	79	28	89	61	22	4	20	5	13
"Solyc01g098990.2"	64	57	36	110	55	43	8	38	14	44
"Solyc01g099000.1"	4	15	2	17	6	8	2	3	2	4
"Solyc01g099010.2"	1	0	0	0	0	4	0	0	0	0
"Solyc01g099020.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g099050.2"	7	2	4	8	11	0	0	2	1	8
"Solyc01g099090.2"	0	1	0	1	1	0	0	0	0	0
"Solyc01g099100.2"	40	60	28	71	33	34	5	19	15	20
"Solyc01g099110.2"	0	0	0	0	0	1	1	0	0	0
"Solyc01g099130.2"	137	153	112	261	131	111	41	112	82	144
"Solyc01g099140.2"	7	3	4	11	10	10	2	4	6	6
"Solyc01g099150.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g099190.2"	0	0	0	0	0	0	1	0	0	0
"Solyc01g099220.2"	15	26	20	21	13	7	1	3	4	2
"Solyc01g099230.2"	2	2	1	2	0	2	0	0	1	0
"Solyc01g099240.2"	35	32	26	47	47	27	31	39	20	41
"Solyc01g099250.1"	1	3	2	1	1	0	0	0	1	1
"Solyc01g099260.2"	0	0	1	1	0	0	0	0	0	0
"Solyc01g099270.2"	2	6	4	5	4	1	3	2	2	1
"Solyc01g099280.2"	50	54	37	95	44	36	9	30	17	46
"Solyc01g099290.2"	0	2	0	2	1	2	0	1	0	0
"Solyc01g099300.2"	54	82	34	91	52	37	7	21	15	16
"Solyc01g099310.2"	1	0	0	0	1	0	0	0	0	2
"Solyc01g099320.2"	0	0	0	1	0	0	0	1	0	0
"Solyc01g099350.2"	25	22	16	25	36	11	1	14	1	17
"Solyc01g099360.2"	13	32	13	50	25	11	1	5	4	11
"Solyc01g099370.2"	269	219	194	305	222	209	313	338	294	627
"Solyc01g099380.2"	342	429	269	801	286	444	58	289	225	333
"Solyc01g099390.2"	5781	5436	4607	9209	5465	4729	1710	6307	4273	7907
"Solyc01g099400.2"	797	995	752	1437	890	815	440	971	399	1166
"Solyc01g099410.2"	8	1	1	8	3	4	1	3	1	9
"Solyc01g099420.1"	2	3	2	3	2	3	0	0	0	1
"Solyc01g099430.2"	1	0	0	0	0	1	0	0	0	0
"Solyc01g099440.2"	0	2	0	0	1	3	0	1	0	0
"Solyc01g099450.2"	0	2	1	1	0	0	0	0	0	1
"Solyc01g099460.1"	11	15	8	22	12	9	2	6	5	10
"Solyc01g099470.2"	1	2	3	0	3	1	0	1	2	3
"Solyc01g099480.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g099530.2"	1	1	0	1	1	0	0	0	0	0
"Solyc01g099630.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g099640.2"	4	1	1	2	2	0	2	2	1	1
"Solyc01g099660.2"	0	0	0	1	0	0	0	0	0	1
"Solyc01g099670.2"	58	57	49	92	63	84	103	89	60	119
"Solyc01g099680.2"	338	318	273	653	418	254	145	402	244	523
"Solyc01g099690.2"	5	10	6	11	5	1	1	3	0	7
"Solyc01g099700.2"	29	38	21	52	35	21	14	34	13	23
"Solyc01g099710.2"	162	187	131	261	180	155	36	76	71	157
"Solyc01g099720.2"	547	547	379	821	489	454	63	333	213	447
"Solyc01g099740.2"	0	0	0	1	0	2	0	0	0	1
"Solyc01g099750.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g099760.2"	53	52	35	74	48	29	3	33	14	28
"Solyc01g099770.2"	5571	4378	4134	7493	4522	5422	21112	8766	5159	12892
"Solyc01g099780.2"	743	695	651	1297	788	759	2382	1385	979	2392
"Solyc01g099790.2"	432	463	347	593	433	365	110	302	182	491
"Solyc01g099800.2"	25	16	14	35	11	36	7	23	22	26
"Solyc01g099810.2"	70	52	60	114	69	40	14	61	33	92
"Solyc01g099820.2"	40644	27940	25444	49689	32450	35234	15477	43589	49850	49129
"Solyc01g099830.2"	43	43	29	68	48	47	220	86	76	175
"Solyc01g099840.2"	1	0	0	0	0	0	0	0	0	2
"Solyc01g099850.2"	88	82	58	124	85	65	23	99	46	110
"Solyc01g099860.2"	2747	3149	2408	4342	2450	2712	414	3547	1606	4090
"Solyc01g099880.2"	2	2	0	1	2	1	1	3	1	4
"Solyc01g099890.2"	5	5	3	3	2	4	0	0	1	3
"Solyc01g099900.2"	0	1	0	2	4	2	2	3	0	6
"Solyc01g099910.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g099920.2"	5	9	4	13	8	3	1	2	1	1
"Solyc01g099930.2"	147	166	80	195	151	114	40	91	73	98
"Solyc01g099940.2"	35772	44835	28824	63370	38557	22076	2490	20055	9037	24399
"Solyc01g099950.1"	6	4	2	8	1	3	0	9	1	10
"Solyc01g099960.2"	2	3	0	2	1	1	0	0	1	0
"Solyc01g099970.2"	1	7	4	5	4	4	1	1	1	3
"Solyc01g099980.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g100020.2"	1	3	0	0	0	0	0	1	0	0
"Solyc01g100040.2"	0	0	0	2	1	1	0	0	0	0
"Solyc01g100050.2"	11	14	4	10	6	10	0	4	4	11
"Solyc01g100060.2"	41	37	15	73	38	24	2	18	10	17
"Solyc01g100070.2"	48	30	19	63	51	27	2	13	16	20
"Solyc01g100080.2"	4	2	1	1	2	7	0	1	0	1
"Solyc01g100110.2"	21	20	11	37	21	9	0	4	3	6
"Solyc01g100120.2"	7061	9984	6405	13989	8701	4283	584	3576	2205	4429
"Solyc01g100130.2"	139	181	91	242	112	102	9	38	14	38
"Solyc01g100140.2"	196	152	145	252	141	207	33	169	134	177
"Solyc01g100160.2"	1	0	1	3	1	1	0	1	1	1
"Solyc01g100170.2"	65	86	56	113	74	94	26	45	25	71
"Solyc01g100180.2"	3	5	8	5	6	2	0	6	4	7
"Solyc01g100190.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g100200.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g100210.2"	9	19	9	32	25	11	3	11	7	24
"Solyc01g100220.2"	0	0	0	0	0	0	2	0	0	0
"Solyc01g100230.2"	27	17	6	31	12	7	32	26	20	36
"Solyc01g100240.2"	1	0	1	3	1	0	0	0	0	0
"Solyc01g100250.2"	0	0	1	2	4	2	1	3	0	5
"Solyc01g100260.2"	6	12	5	12	10	12	0	4	3	5
"Solyc01g100270.2"	0	0	0	2	0	0	0	0	0	0
"Solyc01g100280.2"	28	36	14	69	34	25	6	7	8	19
"Solyc01g100290.2"	18	22	11	25	19	8	0	6	8	6
"Solyc01g100320.2"	48	43	33	67	51	51	9	56	42	132
"Solyc01g100330.2"	22	33	25	43	23	40	1	28	29	26
"Solyc01g100350.2"	5981	4229	3668	7524	4808	4864	2140	6477	4638	8988
"Solyc01g100360.2"	145	156	95	188	143	97	12	61	32	84
"Solyc01g100370.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g100380.2"	141	111	107	194	195	79	21	63	40	84
"Solyc01g100390.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g100400.2"	0	0	1	0	1	1	0	0	0	1
"Solyc01g100410.2"	450	339	302	576	402	349	88	446	313	569
"Solyc01g100420.2"	29	43	19	72	18	38	7	19	7	18
"Solyc01g100430.2"	0	0	0	0	0	0	1	0	0	1
"Solyc01g100450.1"	2	0	1	3	2	2	0	0	0	0
"Solyc01g100460.2"	15635	12173	10258	18780	11409	12894	11899	18262	9772	19265
"Solyc01g100470.2"	170	173	143	266	128	180	46	213	162	248
"Solyc01g100480.2"	2	2	2	4	4	4	0	0	1	0
"Solyc01g100490.2"	0	2	2	5	6	1	0	1	5	6
"Solyc01g100500.2"	11	9	7	26	11	12	2	8	3	3
"Solyc01g100510.2"	1	1	0	1	0	0	0	0	0	0
"Solyc01g100520.2"	1	4	1	0	4	0	2	1	1	0
"Solyc01g100530.2"	28	28	21	59	43	30	11	30	18	57
"Solyc01g100540.2"	0	1	1	1	2	0	0	1	0	0
"Solyc01g100570.2"	13	10	6	24	13	12	0	14	10	12
"Solyc01g100580.2"	5	0	2	4	4	2	0	1	2	6
"Solyc01g100590.2"	332	225	183	436	286	214	57	264	146	421
"Solyc01g100610.2"	1	1	1	3	2	0	0	1	0	6
"Solyc01g100620.1"	3	6	4	13	11	2	0	2	5	9
"Solyc01g100630.1"	2	6	1	4	5	4	2	1	0	1
"Solyc01g100640.2"	15	25	7	15	31	19	1	3	1	4
"Solyc01g100650.2"	28	57	28	57	22	43	5	16	14	23
"Solyc01g100660.2"	1	0	1	1	4	0	1	2	3	1
"Solyc01g100690.2"	1386	1512	1123	2008	1298	1227	174	1113	670	1140
"Solyc01g100700.2"	73	61	36	61	40	84	17	30	35	25
"Solyc01g100710.2"	0	0	0	0	0	0	1	0	0	0
"Solyc01g100720.2"	264	255	159	377	223	166	26	106	78	132
"Solyc01g100730.2"	6	4	7	15	6	4	0	1	0	2
"Solyc01g100740.2"	5	5	1	5	0	1	0	1	2	4
"Solyc01g100770.2"	0	0	0	0	0	0	1	0	2	1
"Solyc01g100790.1"	0	1	0	1	1	0	0	0	0	0
"Solyc01g100800.1"	0	3	0	7	1	0	1	1	0	2
"Solyc01g100810.2"	523	684	442	1024	659	395	101	392	232	762
"Solyc01g100820.2"	79	79	57	52	56	55	17	60	32	52
"Solyc01g100830.1"	2	2	0	3	1	0	0	2	1	2
"Solyc01g100840.2"	33	21	16	34	23	23	23	33	37	48
"Solyc01g100850.2"	14	15	10	20	11	9	6	5	3	10
"Solyc01g100860.2"	1811	1999	1247	2666	1706	1891	781	1443	1136	1997
"Solyc01g100920.2"	0	0	1	0	1	1	0	0	2	0
"Solyc01g100930.2"	2	2	1	6	0	5	1	4	3	3
"Solyc01g100950.2"	1	3	2	7	3	2	1	1	1	0
"Solyc01g100960.2"	2	6	2	5	1	3	3	2	0	5
"Solyc01g100970.2"	1884	1348	1085	1976	1352	1752	295	1911	1467	2331
"Solyc01g100980.2"	0	1	1	12	3	2	2	1	1	0
"Solyc01g100990.2"	24	28	20	40	36	40	19	26	31	50
"Solyc01g101000.2"	5626	7089	4714	10292	6062	4521	889	3772	2163	5306
"Solyc01g101010.2"	3	3	0	9	2	3	0	2	1	3
"Solyc01g101020.2"	84	156	74	170	85	59	9	27	24	33
"Solyc01g101030.2"	9	9	4	31	14	1	3	3	4	5
"Solyc01g101040.2"	2	4	2	6	5	1	0	1	1	1
"Solyc01g101060.2"	41	24	23	72	46	29	12	20	11	34
"Solyc01g101070.2"	2	1	1	5	1	0	0	1	0	0
"Solyc01g101090.2"	261	256	197	461	255	186	33	186	103	194
"Solyc01g101100.2"	0	1	0	1	0	1	0	0	0	0
"Solyc01g101110.2"	5	7	5	4	3	1	0	1	1	1
"Solyc01g101130.2"	1	0	0	1	0	0	0	0	0	0
"Solyc01g101140.2"	33	63	35	82	50	22	6	12	2	20
"Solyc01g101160.2"	11	4	4	11	8	7	5	4	1	11
"Solyc01g101170.2"	0	0	0	1	1	0	0	0	0	0
"Solyc01g101220.1"	1	0	0	0	0	0	0	0	0	0
"Solyc01g101240.2"	4	2	5	1	11	1	0	2	3	3
"Solyc01g101250.2"	10	10	5	5	5	5	2	7	6	6
"Solyc01g102270.2"	12	9	10	7	5	4	5	6	8	9
"Solyc01g102290.2"	0	0	0	1	0	0	0	1	0	0
"Solyc01g102320.1"	4	2	0	3	2	0	1	2	1	1
"Solyc01g102350.2"	2	2	1	1	0	0	0	1	0	0
"Solyc01g102360.1"	3	2	6	3	4	5	2	5	4	5
"Solyc01g102370.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g102390.2"	4	2	1	4	3	0	0	0	2	1
"Solyc01g102400.2"	0	1	0	2	0	0	0	0	1	0
"Solyc01g102410.2"	40	74	38	73	40	36	1	22	13	24
"Solyc01g102440.2"	31	26	12	25	19	28	13	15	6	21
"Solyc01g102450.2"	9	11	7	18	14	1	2	2	4	2
"Solyc01g102460.2"	46	72	42	91	55	31	3	41	11	51
"Solyc01g102480.2"	74	83	45	122	75	37	3	34	30	48
"Solyc01g102490.2"	17	16	5	25	21	15	6	9	5	12
"Solyc01g102500.2"	26	41	28	66	27	37	6	28	17	31
"Solyc01g102510.2"	11	23	13	24	9	6	0	9	2	10
"Solyc01g102530.2"	10	8	11	22	4	8	2	14	1	4
"Solyc01g102540.2"	5	4	0	4	1	2	0	2	1	1
"Solyc01g102550.2"	0	2	1	0	0	0	0	0	0	0
"Solyc01g102560.2"	108	64	50	93	78	84	5	26	16	12
"Solyc01g102570.2"	12	49	21	43	26	5	4	11	2	9
"Solyc01g102610.2"	0	1	2	3	4	0	0	0	1	1
"Solyc01g102620.1"	3	1	0	1	1	2	0	0	0	1
"Solyc01g102630.2"	0	4	1	2	1	1	0	0	0	0
"Solyc01g102640.2"	9	7	3	6	4	15	3	6	2	0
"Solyc01g102650.2"	7	7	4	7	2	8	0	1	1	1
"Solyc01g102660.2"	9	1	5	23	10	12	4	5	4	4
"Solyc01g102670.2"	11	4	6	13	3	5	1	5	1	1
"Solyc01g102680.2"	1	1	2	0	0	0	0	1	0	0
"Solyc01g102690.2"	3	6	3	7	1	0	0	1	0	0
"Solyc01g102700.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g102710.2"	3	0	0	0	1	0	0	0	0	0
"Solyc01g102730.2"	175	216	179	320	196	181	140	198	156	256
"Solyc01g102750.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g102760.2"	9	2	2	3	4	5	0	2	1	3
"Solyc01g102790.2"	0	0	1	3	0	0	0	0	0	0
"Solyc01g102800.2"	0	2	4	6	4	2	0	2	2	2
"Solyc01g102810.2"	1	0	0	0	0	0	0	0	0	0
"Solyc01g102820.2"	0	0	1	2	0	1	0	1	1	0
"Solyc01g102830.2"	60	46	38	94	71	55	42	63	34	83
"Solyc01g102840.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g102850.1"	0	5	2	1	0	0	0	0	0	1
"Solyc01g102860.2"	21	7	4	23	8	5	0	8	6	7
"Solyc01g102880.1"	1	1	0	0	2	1	0	0	0	1
"Solyc01g102940.2"	58	86	56	101	65	42	5	35	23	59
"Solyc01g102960.2"	0	0	1	0	0	0	0	1	0	3
"Solyc01g102990.2"	2	3	2	6	3	2	0	1	0	2
"Solyc01g103000.1"	6	19	7	6	11	6	6	6	3	4
"Solyc01g103010.2"	17	45	13	37	18	4	3	3	3	8
"Solyc01g103020.2"	68	68	47	106	66	74	8	52	49	55
"Solyc01g103030.2"	0	2	4	2	4	0	0	3	1	0
"Solyc01g103040.2"	30	22	17	46	27	12	2	12	12	14
"Solyc01g103050.2"	1	1	0	3	4	1	0	0	0	0
"Solyc01g103080.2"	0	3	1	2	0	1	0	0	0	0
"Solyc01g103090.2"	4	1	3	5	2	2	0	0	0	0
"Solyc01g103100.2"	141	89	79	161	121	79	33	83	50	124
"Solyc01g103110.2"	0	2	1	0	0	1	0	1	0	2
"Solyc01g103120.2"	98	82	49	100	70	91	10	35	36	39
"Solyc01g103130.1"	51	145	55	225	110	32	13	33	12	45
"Solyc01g103140.2"	124	211	106	246	179	94	26	91	59	134
"Solyc01g103150.2"	12	27	8	15	8	8	3	9	7	23
"Solyc01g103160.2"	93	97	67	116	98	52	4	21	9	33
"Solyc01g103170.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g103180.2"	37	67	34	109	58	40	3	23	17	27
"Solyc01g103190.2"	11	6	4	18	2	5	1	2	4	0
"Solyc01g103200.2"	64	89	69	115	75	62	39	104	23	125
"Solyc01g103210.2"	125	78	63	104	94	98	62	86	67	143
"Solyc01g103220.2"	596	436	402	790	568	593	444	628	644	1020
"Solyc01g103230.2"	3	2	4	3	4	4	0	0	1	0
"Solyc01g103240.2"	15554	14730	12474	21075	12841	14041	5090	18017	10317	18733
"Solyc01g103250.2"	0	0	2	0	1	0	0	0	0	0
"Solyc01g103320.2"	0	2	0	1	2	0	0	0	2	1
"Solyc01g103340.2"	2	2	1	1	4	1	0	1	0	0
"Solyc01g103350.2"	383	545	259	682	381	350	21	136	124	208
"Solyc01g103360.2"	0	1	2	0	0	0	0	0	0	0
"Solyc01g103370.2"	1704	1049	940	1833	1202	1330	321	1476	1205	1429
"Solyc01g103380.2"	55	40	24	73	60	49	40	57	47	68
"Solyc01g103390.2"	29	67	33	64	43	41	12	35	16	28
"Solyc01g103400.2"	2445	2005	1510	3033	1980	1822	3983	2894	1928	4102
"Solyc01g103410.2"	879	798	650	1389	822	604	106	608	424	857
"Solyc01g103420.2"	46	41	18	60	34	27	2	10	6	16
"Solyc01g103430.2"	0	1	2	4	2	1	0	0	0	1
"Solyc01g103440.2"	0	0	0	0	0	0	0	0	1	0
"Solyc01g103450.2"	31	47	20	57	34	38	3	20	20	16
"Solyc01g103460.2"	0	1	0	3	4	0	0	0	1	0
"Solyc01g103470.2"	1	1	1	1	0	1	0	1	0	1
"Solyc01g103480.2"	71	115	54	155	71	47	10	27	20	46
"Solyc01g103490.2"	0	0	0	0	1	0	1	0	0	0
"Solyc01g103510.2"	0	3	0	5	2	1	2	0	1	0
"Solyc01g103540.2"	2864	4101	2327	4904	3085	2457	401	1444	1267	1884
"Solyc01g103560.2"	6	14	8	11	16	6	0	5	6	8
"Solyc01g103570.2"	8	10	6	23	9	8	0	2	4	4
"Solyc01g103580.2"	4	0	0	5	1	3	1	2	3	7
"Solyc01g103630.2"	42	29	25	35	55	35	31	43	40	52
"Solyc01g103640.2"	1	0	1	1	0	0	0	0	0	0
"Solyc01g103650.2"	8	19	13	23	10	11	2	10	0	11
"Solyc01g103660.2"	51	74	52	118	59	44	7	52	42	78
"Solyc01g103670.2"	9	7	5	4	7	10	2	1	2	2
"Solyc01g103680.2"	193	275	199	258	185	227	35	193	75	205
"Solyc01g103690.2"	34	44	29	60	35	15	0	13	7	14
"Solyc01g103710.2"	46	62	39	105	67	29	4	29	23	43
"Solyc01g103720.2"	36	34	17	37	21	27	3	5	2	9
"Solyc01g103730.2"	0	2	0	6	3	0	0	0	0	0
"Solyc01g103740.2"	25	60	36	115	42	14	4	9	2	13
"Solyc01g103750.2"	104	94	57	115	100	72	9	47	30	67
"Solyc01g103760.2"	1	0	2	4	2	4	0	1	0	0
"Solyc01g103770.2"	21	10	13	24	26	11	32	19	7	27
"Solyc01g103780.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g103790.2"	86	72	70	105	68	53	179	93	83	172
"Solyc01g103800.2"	10	3	4	9	10	3	1	9	6	7
"Solyc01g103850.2"	11	13	10	14	19	15	6	12	6	19
"Solyc01g103860.2"	10	16	12	14	11	16	2	4	8	4
"Solyc01g103870.1"	0	2	0	2	0	1	0	0	0	0
"Solyc01g103880.2"	3	13	7	17	14	1	2	4	1	2
"Solyc01g103890.2"	3093	3072	2126	4619	2601	2386	586	2412	1507	3101
"Solyc01g103900.2"	77	102	60	103	55	83	6	29	25	42
